9 0 9	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
18 12 6	..DP.U.CDPTU.CAATUBYYYT.B..OLL...O.. C99 D96 P99 U99 T98 A97 B98 Y95 O99 
18 9 9	B...T.B..PTUAA.PTU..YYYU.CDOLL.CDO.. C96 B99 P98 T99 A97 Y98 O99 
18 12 6	BCDP..BCDPTU..AATUYYY.TU...OLL...O.. B99 P99 T98 U98 A97 Y94 O99 D96 
18 12 6	..DPT..CDPTU.CAATUBYYY.UB..OLL...O.. C99 D96 P99 T99 U98 A97 B98 Y95 O99 
18 12 6	BCDPT.BCDPTU..AATUYYYO.U...OLL...... B99 P99 T99 U98 A97 Y94 O98 D96 
18 12 6	B.DPT.B.DPTU..AATU.CYYYU.C.OLL...O.. C97 B99 P99 T99 U98 A97 Y96 O99 D96 
18 9 9	BC..TUBC.PTUAA.PTU..DYYY..DOLL...O.. B99 P98 T99 U99 A99 Y97 O99 D99 
18 12 6	..DPTU..DPTUBCAATUBCYYY....OLL...O.. B97 D96 P99 T99 U99 C98 A97 Y96 O99 
18 12 6	..DPT...DPTU..AATUBCYYYUBC.OLL...O.. C97 D96 P99 T99 U98 A97 B98 Y96 O99 
18 9 9	B...T.B..PTU.AAPTU..YYYU.CDOLL.CDO.. C96 B99 P98 T99 A98 Y98 O99 
18 12 6	.CDPTUBCDPTUB.AATUYYYO.....OLL...... B94 P99 T99 U99 A97 Y94 O98 D96 
18 12 6	..DPT...DPTUAA..TU.CYYYUBC.OLLB..O.. C97 P99 T99 U98 B97 A97 Y96 D96 O99 
18 12 6	B.DPT.B.DPTU..AATU..YYYU.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	..DPT..CDPTU.CAATUYYY..UB..OLLB..O.. C99 D96 P99 T99 U98 A97 Y94 B97 O99 
18 12 6	..DPT...DPTUAA..TUBCYYYUBC.OLL...O.. C97 P99 T99 U98 A97 B98 Y96 D96 O99 
18 12 6	..DPTU..DPTU.AA.TUYYY...BC.OLLBC.O.. C96 D96 P99 T99 U99 A96 Y94 B97 O99 
18 12 6	..DP.U..DPTU..AATU.YYYT.BC.OLLBC.O.. C96 D96 P99 T98 U99 A97 Y95 B97 O99 
18 12 6	..DPTU..DPTUB.AATUBYYY...C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y95 B95 O99 
18 12 6	..DPT...DPTU..AATU.YYY.UBC.OLLBC.O.. C96 D96 P99 T99 U98 A97 Y95 B97 O99 
18 12 6	B.DPTUBCDPTU.CAATUYYYO.....OLL...... C99 B99 P99 T99 U99 A97 Y94 O98 D96 
18 12 6	..DP.U..DPTUAA..TUBYYYT.BC.OLL.C.O.. C96 P99 T98 U99 B98 A97 Y95 D96 O99 
18 12 6	..DPTU..DPTU..AATUYYYO..BC.OLLBC.... C96 D96 P99 T99 U99 A97 Y94 B97 O98 
18 12 6	..DPT...DPTU..AATUYYY..UBC.OLLBC.O.. C96 D96 P99 T99 U98 A97 Y94 B97 O99 
18 9 9	.C..TU.C.PTUAA.PTUYYY...B.DOLLB.DO.. B97 P98 T99 U99 A99 Y98 O99 
18 9 9	.C...U.C.PTUAA.PTUYYYOT.B.DOLLB.D... B97 P98 U99 A99 Y98 O98 
18 12 6	B.DPT.BCDPTU.CAATU.YYY.U...OLL...O.. C99 B99 P99 T99 U98 A97 Y95 O99 D96 
18 12 6	..DP.U..DPTU..AATUYYY.T.BC.OLLBC.O.. C96 D96 P99 T98 U99 A97 Y94 B97 O99 
18 9 9	....T....PTU.AAPTU.CYYYUBCDOLLB.DO.. P98 T99 A98 C97 Y98 B97 O99 
18 9 9	.C..TU.C.PTUAA.PTUB.DYYYB.DOLL...O.. B98 P98 T99 U99 A99 Y97 O99 D99 
18 12 6	..DPT...DPTU..AATUBYYY.UBC.OLL.C.O.. C96 D96 P99 T99 U98 A97 B98 Y95 O99 
18 9 9	....TUB..PTUBAAPTU.CYYY..CDOLL..DO.. P98 T99 U99 A98 C97 Y98 O99 
18 12 6	..DPT...DPTUAA..TUBYYY.UBC.OLL.C.O.. C96 P99 T99 U98 B98 A97 Y95 D96 O99 
18 9 9	....T....PTUAA.PTU.CYYYUBCDOLLB.DO.. P98 T99 A97 C97 Y98 B97 O99 
18 9 9	....T....PTUAA.PTUBCYYYUBCDOLL..DO.. P98 T99 A97 B98 C97 Y98 O99 
19 10 9	....TU...PTUBAAPTUB.YYY..CDOLL.CDO.. P98 T99 U99 B99 A98 Y98 C96 O99 
19 10 9	...PTU..DPTUAAD.TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 B97 A97 Y97 D97 O99 
19 10 9	....TU...PTUAA.PTUB.YYY.BCDOLL.CDO.. P98 T99 U99 A97 B98 Y98 C96 O99 
19 13 6	..DPTU..DPTU.AA.TUYYYO..BC.OLLBC.... C96 P99 T99 U99 B97 A96 Y94 D96 O98 
19 13 6	BCDP..BCDPTU.AA.TUYYYOTU...OLL...... B99 P99 T98 U98 A98 Y94 O98 D96 
19 13 6	B.DP..BCDPTU.CAATUYYY.TU...OLL...O.. C99 B99 P99 T98 U98 A97 Y94 O99 D96 
19 13 6	..DPTUB.DPTUBAA.TUYYY....C.OLL.C.O.. B98 D96 P99 T99 U99 A96 Y94 C96 O99 
19 13 6	..DP.U..DPTUB.AATUBYYYT..C.OLL.C.O.. B97 D96 P99 U99 T98 A97 Y95 C96 O99 
19 13 6	..DP.U..DPTUAA..TUYYYOT.BC.OLLBC.... C96 P99 T98 U99 B97 A97 Y94 D96 O98 
19 13 6	..DPT...DPTU.AA.TU.YYY.UBC.OLLBC.O.. C96 P99 T99 U98 B97 A96 Y95 D96 O99 
19 13 6	..DP.U..DPTU.AA.TU.YYYT.BC.OLLBC.O.. C96 P99 T98 U99 B97 A96 Y95 D96 O99 
19 10 9	...PTU..DPTUAAD.TU...YYYBC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D97 O99 
19 10 9	BC.PTUBCDPTUAAD.TUYYY......OLL...O.. B99 P99 T99 U99 A99 Y94 O99 D95 
19 10 9	B...TUB..PTU.AAPTU.CYYY..CDOLL..DO.. C97 P98 T99 B99 U99 A98 Y98 O99 
19 13 6	..DPT...DPTUB.AATUBYYY.U.C.OLL.C.O.. B97 D96 P99 T99 U98 A97 Y95 C96 O99 
19 13 6	..DPT.B.DPTUB.AATU.YYY.U.C.OLL.C.O.. B98 D96 P99 T99 U98 A97 Y95 C96 O99 
19 13 6	..DPTUBCDPTUBCAATUYYYO.....OLL...... C99 D96 P99 T99 U99 A97 Y94 B94 O98 
19 13 6	..DPT.BCDPTUBCAATU..YYYU...OLL...O.. C99 D96 P99 T99 U98 A97 B96 Y96 O99 
19 13 6	..DPT...DPTUBCAATUBCYYYU...OLL...O.. C98 D96 P99 T99 U98 A97 B97 Y96 O99 
19 13 6	B.DPT.B.DPTU.AA.TU.YYY.U.C.OLL.C.O.. C96 B99 P99 T99 U98 A96 Y95 O99 D96 
19 13 6	..DPT.BCDPTUBCAATUYYY..U...OLL...O.. C99 D96 P99 T99 U98 A97 Y94 B94 O99 
19 13 6	..DPT..CDPTUBCAATUB.YYYU...OLL...O.. C99 D96 P99 T99 U98 A97 B97 Y96 O99 
19 13 6	..DPTU..DPTUBAA.TUBCYYY..C.OLL...O.. C97 D96 P99 T99 U99 A96 B97 Y96 O99 
19 13 6	..DPT...DPTU.AA.TUBCYYYUBC.OLL...O.. C97 D96 P99 T99 U98 A96 B98 Y96 O99 
19 13 6	..DPTUB.DPTUBAA.TU.CYYY..C.OLL...O.. C97 D96 P99 T99 U99 A96 B96 Y96 O99 
19 13 6	..DPT.B.DPTUBCAATU.CYYYU...OLL...O.. C98 D96 P99 T99 U98 A97 B96 Y96 O99 
19 13 6	..DP.UBCDPTUBCAATUYYY.T....OLL...O.. C99 D96 P99 T98 U99 A97 Y94 B94 O99 
19 13 6	..DPT...DPTU.AA.TU.CYYYUBC.OLLB..O.. C97 P99 T99 U98 B97 A96 Y96 D96 O99 
19 13 6	B.DP.UB.DPTU.AA.TU.YYYT..C.OLL.C.O.. C96 B99 P99 T98 U99 A96 Y95 O99 D96 
19 13 6	B.DP..B.DPTU..AATU.YYYTU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y95 O99 D96 
19 13 6	..DP.UB.DPTUB.AATU.YYYT..C.OLL.C.O.. B98 D96 P99 U99 T98 A97 Y95 C96 O99 
19 13 6	..DPT...DPTUB.AATUB.YYYU.C.OLL.C.O.. C96 D96 P99 T99 U98 B95 A97 Y96 O99 
19 13 6	..DPT...DPTUB.AATUBCYYYU.C.OLL...O.. B97 D96 P99 T99 U98 A97 C97 Y96 O99 
19 13 6	..DPT...DPTUAA..TUYYYO.UBC.OLLBC.... C96 P99 T99 U98 B97 A97 Y94 D96 O98 
19 10 9	.CD.TU.CDPTUAA.PTU..YYY.B..OLLB..O.. B97 P98 T99 U99 A99 Y96 O99 D96 
19 10 9	......B...TUBAAPTUYYYPTU.CDOLL.CDO.. P97 T98 A98 Y96 C96 O99 
19 13 6	..DPT.B.DPTUB.AATU.CYYYU.C.OLL...O.. B98 D96 P99 T99 U98 A97 C97 Y96 O99 
19 13 6	B.DP.UBCDPTU.CAATUYYYOT....OLL...... C99 B99 P99 T98 U99 A97 Y94 O98 D96 
19 13 6	..DP.U..DPTU.AA.TUBYYYT.BC.OLL.C.O.. C96 D96 P99 T98 U99 A96 B98 Y95 O99 
19 13 6	..DPT..CDPTUBCAATUBYYY.U...OLL...O.. C99 D96 P99 T99 U98 B97 A97 Y95 O99 
19 13 6	B.DPT.BCDPTU.CAATUYYYO.U...OLL...... C99 B99 P99 T99 U98 A97 Y94 O98 D96 
19 13 6	.CDPT.BCDPTUB.AATUYYYO.U...OLL...... B98 D96 P99 T99 U98 A97 Y94 O98 
19 13 6	..DPT.B.DPTUB.AATU..YYYU.C.OLL.C.O.. C96 D96 P99 T99 B94 U98 A97 Y96 O99 
19 13 6	.CDP..BCDPTUB.AATUYYY.TU...OLL...O.. B98 D96 P99 T98 U98 A97 Y94 O99 
19 13 6	..DPTUB.DPTUBAA.TU..YYY..C.OLL.C.O.. C96 P99 T99 U99 B94 A96 Y96 D96 O99 
19 13 6	..DPT...DPTU.AA.TU..YYYUBC.OLLBC.O.. C96 P99 T99 U98 B97 A96 Y96 D96 O99 
19 13 6	..DPTU..DPTUBAA.TUB.YYY..C.OLL.C.O.. C96 P99 T99 U99 B95 A96 Y96 D96 O99 
19 13 6	.CDP..BCDPTUBAA.TUYYY.TU...OLL...O.. B98 D96 P99 T98 U98 A98 Y94 O99 
19 13 6	.CDPT.BCDPTUBAA.TUYYYO.U...OLL...... B98 D96 P99 T99 U98 A98 Y94 O98 
19 13 6	..DPTUB.DPTUBAA.TU.YYY...C.OLL.C.O.. C96 P99 T99 U99 B94 A96 Y95 D96 O99 
19 13 6	..DPT...DPTU.AA.TUB.YYYUBC.OLL.C.O.. C96 D96 P99 T99 U98 A96 B98 Y96 O99 
19 10 9	B..PT.B..PTU.AAOTUYYYO.U.CD.LL.CD... C96 B99 P99 T99 A98 Y96 O97 
19 13 6	..DPT...DPTU.AA.TUBYYY.UBC.OLL.C.O.. C96 D96 P99 T99 U98 A96 B98 Y95 O99 
19 13 6	B.DP..B.DPTUAA..TU.YYYTU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y95 O99 D96 
19 10 9	....TU...PTUAA.PTU..YYY.BCDOLLBCDO.. P98 T99 U99 A97 Y98 B97 C96 O99 
19 10 9	...PT....PTUAA.OTUYYYO.UBCD.LLBCD... C96 P99 T99 B97 A97 Y96 O97 
19 10 9	....TU...PTU.AAPTUB.YYY.BCDOLL.CDO.. P98 T99 U99 A98 B98 Y98 C96 O99 
19 13 6	.CDP...CDPTU..AATUYYYOTUB..OLLB..... B97 P99 T98 U98 A97 Y94 O98 D96 
19 13 6	.CDP...CDPTUBAA.TUBYYYTU...OLL...O.. B95 P99 T98 U98 A98 Y95 O99 D96 
19 10 9	B...T.B..PTU.AAPTU.YYY.U.CDOLL.CDO.. C96 B99 P98 T99 A98 Y97 O99 
19 13 6	.CDP...CDPTUB.AATUBYYYTU...OLL...O.. B95 P99 T98 U98 A97 Y95 O99 D96 
19 13 6	..DPT.B.DPTUB.AATUYYY..U.C.OLL.C.O.. B98 D96 P99 T99 U98 A97 Y94 C96 O99 
19 10 9	.C.PTU.C.PTU.AAOTUYYYO..B.DLL.B.D... B97 P99 T99 U95 Y98 O97 L99 
19 13 6	B.DP..BCDPTU.CAATU.YYYTU...OLL...O.. C99 B99 P99 T98 U98 A97 Y95 O99 D96 
19 13 6	..DP.UBCDPTUBCAATU.YYYT....OLL...O.. C99 D96 P99 U99 B94 T98 A97 Y95 O99 
19 10 9	B...T.B..PTUAA.PTU.YYY.U.CDOLL.CDO.. C96 B99 P98 T99 A97 Y97 O99 
19 13 6	.CDP..BCDPTUB.AATU.YYYTU...OLL...O.. B98 D96 P99 T98 U98 A97 Y95 O99 
19 13 6	..DP...CDPTU.CAATU.YYYTUB..OLLB..O.. C99 D96 P99 U98 T98 A97 Y95 B97 O99 
19 13 6	..DPT.BCDPTUBCAATU.YYY.U...OLL...O.. C99 D96 P99 T99 B94 U98 A97 Y95 O99 
19 13 6	.CDP...CDPTU.AA.TUYYYOTUB..OLLB..... B97 P99 T98 U98 A98 Y94 O98 D96 
19 13 6	..DP.U.CDPTU.CAATUYYYOT.B..OLLB..... C99 D96 P99 T98 U99 A97 Y94 O98 B97 
19 10 9	B..PTUB.DPTUAAD.TU...YYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y97 O99 D97 
19 10 9	....TU...PTUBAAPTUBC.YYY.CDOLL..DO.. P98 T99 U99 B99 A98 C97 Y97 O99 
19 10 9	B...TUB..PTUAA.PTU...YYY.CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y97 O99 
19 10 9	...PT.B..PTUBAAOTUYYYO.U.CDLL..CD... C96 P99 T99 A98 Y96 O97 L99 
17 11 6	...PT.B..PT.BAAOT.YYYO.U.CDLLU.CD..U C96 P99 T99 U98 A98 Y96 O97 L99 
18 12 6	...P..B..PT.BAAOT.YYYOTU.CDLLU.CD..U C96 P99 T98 U98 A98 Y96 O97 L99 
18 12 6	B..PT.B..PT..AAOT.YYYO.U.CDLLU.CD..U C96 P99 T99 B99 U98 A98 Y96 O97 L99 
19 10 9	....T....PTU.AAPTUBYYY.UBCDOLL.CDO.. P98 T99 A98 B98 Y97 C96 O99 
19 10 9	....T.B..PTUBAAPTUYYYO.U.CDOLL.CD... P98 T99 A98 Y96 O98 C96 
19 10 9	B...TUB..PTUAA.PTU.CYYY..CDOLL..DO.. C97 B99 P98 T99 U99 A97 Y98 O99 
19 13 6	B.DP..B.DPTU..AATUYYY.TU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y94 O99 D96 
19 13 6	..DP.UB.DPTUB.AATUYYY.T..C.OLL.C.O.. B98 D96 P99 U99 T98 A97 Y94 C96 O99 
19 10 9	....TU...PTU.AAPTUBCYYY.BCDOLL..DO.. P98 T99 U99 A98 B98 C97 Y98 O99 
19 10 9	....T....PTU.AAPTU.YYY.UBCDOLLBCDO.. P98 T99 A98 Y97 B97 C96 O99 
19 10 9	...PT....PTU.AAOTUYYYO.UBCD.LLBCD... C96 P99 T99 B97 A98 Y96 O97 
19 10 9	B..PTUB..PTUAAD.TU.CDYYY.C.OLL...O.. C97 B99 P99 T99 U99 A97 Y97 O99 D98 
19 10 9	B..PTUB.DPTUAAD.TU.C.YYY.C.OLL...O.. C97 B99 P99 T99 U99 A97 Y97 O99 D97 
19 13 6	B..PT.B..PT.AA.OT.YYYO.U.CDLLU.CD..U C96 P99 T99 B99 U98 A97 Y96 O97 L99 
19 10 9	.C.PT..C.PT..AAOTUYYYO.UB.DLLUB.D... B97 P99 T99 U97 Y98 O97 L99 
19 10 9	....T.....TU.AAPTUYYYP.UBCDOLLBCDO.. P97 T99 A98 Y96 B97 C96 O99 
19 10 9	B..PT.B..PTUAA.OTUYYYO.U.CD.LL.CD... C96 B99 P99 T99 A97 Y96 O97 
19 13 6	B..P..B..PT..AAOT.YYYOTU.CDLLU.CD..U C96 P99 T98 B99 U98 A98 Y96 O97 L99 
19 10 9	B..PTUB..PTUAAD.TU..DYYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y97 O99 D98 
19 13 6	..DP...CDPTU.CAATUBYYYTUB..OLL...O.. C99 D96 P99 T98 U98 A97 B98 Y95 O99 
19 10 9	....TU...PTU.AAPTU.C.YYYBCDOLLB.DO.. P98 T99 U99 A98 C97 Y97 B97 O99 
19 10 9	......B..PTUBAAPTUYYY.TU.CDOLL.CDO.. P98 T98 A98 Y96 C96 O99 
19 10 9	BCD.TUBCDPTU.AAPTU...YYY...OLL...O.. B99 P98 T99 U99 A98 Y97 O99 D96 
19 10 9	....TUB..PTUBAAPTUYYY....CDOLL.CDO.. P98 T99 U99 A98 Y96 C96 O99 
19 10 9	...P..B..PTUBAAOTUYYYOTU.CD.LL.CD... C96 P99 T98 A98 Y96 O97 
19 13 6	B.DP.UB.DPTU.AA.TUYYY.T..C.OLL.C.O.. C96 B99 P99 T98 U99 A96 Y94 O99 D96 
19 10 9	....TUB...TUBAAPTUYYYP...CDOLL.CDO.. P97 T99 U99 A98 Y96 C96 O99 
19 10 9	.C.P.U.C.PTUAA.OTUYYYOT.B.DLL.B.D... B97 P99 U95 A99 Y98 O97 L99 
19 13 6	..DPTU..DPTUBAA.TUBYYY...C.OLL.C.O.. C96 P99 T99 U99 B95 A96 Y95 D96 O99 
19 13 6	..DP.U.CDPTUBCAATUBYYYT....OLL...O.. C99 D96 P99 T98 U99 B97 A97 Y95 O99 
19 10 9	...PTUB..PTUBAAOTUYYYO...CD.LL.CD... C96 P99 T99 U99 A98 Y96 O97 
19 10 9	...PTU...PTUAAD.TU.CDYYYBC.OLLB..O.. C97 P99 T99 U99 B97 A97 Y97 D98 O99 
19 10 9	.C.PTU.CDPTUAAD.TU..YYY.B..OLLB..O.. B97 P99 T99 U99 A99 Y96 O99 D95 
19 10 9	BCDPTUBCDPTUAA.OTUYYYO......LL...... B99 P99 T99 U99 A99 Y94 O97 D96 
19 10 9	BCD.TUBCDPTUAA.PTU..YYY....OLL...O.. B99 P98 T99 U99 A99 Y96 O99 D96 
19 10 9	B...TUB..PTU.AAPTU..YYY..CDOLL.CDO.. C96 B99 P98 T99 U99 A98 Y98 O99 
19 10 9	.CDPTU.CDPTUAA.OTUYYYO..B...LLB..... B97 P99 T99 U99 A99 Y94 O97 D96 
19 13 6	..DP.U..DPTU.AA.TUYYY.T.BC.OLLBC.O.. C96 P99 T98 U99 B97 A96 Y94 D96 O99 
19 13 6	B.DP.UB.DPTU..AATUYYYOT..C.OLL.C.... C96 B99 P99 T98 U99 A97 Y94 O98 D96 
19 10 9	...PTU..DPTUAAD.TUBC.YYYBC.OLL...O.. C97 P99 T99 U99 A97 B98 Y97 D97 O99 
19 13 6	..DPT...DPTU..AATUYYYO.UBC.OLLBC.... C96 D96 P99 T99 U98 A97 Y94 B97 O98 
19 10 9	BCD.TUBCDPTUAA.PTUYYY......OLL...O.. B99 P98 T99 U99 A99 Y94 O99 D96 
19 10 9	....TU...PTUAA.PTUBC.YYYBCDOLL..DO.. P98 T99 U99 A97 B98 C97 Y97 O99 
19 10 9	BCD.TUBCDPTUAA.PTU.YYY.....OLL...O.. B99 P98 T99 U99 A99 Y95 O99 D96 
19 13 6	..DP....DPTUAA..TUBYYYTUBC.OLL.C.O.. C96 P99 T98 U98 B98 A97 Y95 D96 O99 
19 10 9	BC.PTUBCDPTUAAD.TU.YYY.....OLL...O.. B99 P99 T99 U99 A99 Y95 O99 D95 
19 13 6	..DP....DPTU..AATU.YYYTUBC.OLLBC.O.. C96 D96 P99 T98 U98 A97 Y95 B97 O99 
19 10 9	.CD.TU.CDPTUAA.PTUB.YYY.B..OLL...O.. B98 P98 T99 U99 A99 Y96 O99 D96 
19 10 9	.C.PTU.CDPTUAAD.TUB.YYY.B..OLL...O.. B98 P99 T99 U99 A99 Y96 O99 D95 
19 10 9	...PTU...PTUAAD.TU..DYYYBC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D98 O99 
19 10 9	....TU...PTUAA.PTU...YYYBCDOLLBCDO.. P98 T99 U99 A97 Y97 B97 C96 O99 
19 10 9	...PTU..DPTUAAD.TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D97 O99 
19 13 6	..DP....DPTU..AATUYYY.TUBC.OLLBC.O.. C96 D96 P99 T98 U98 A97 Y94 B97 O99 
19 10 9	...PTU...PTUAAD.TUB.DYYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D98 O99 
19 10 9	....TU...PTUAA.PTUB..YYYBCDOLL.CDO.. P98 T99 U99 A97 B98 Y97 C96 O99 
19 10 9	.CD.TU.CDPTU.AAPTUB..YYYB..OLL...O.. B98 P98 T99 U99 A98 Y97 O99 D96 
19 10 9	.C.P...C.PT.AA.OTUYYYOTUB.DLLUB.D... B97 P99 U97 A99 Y98 O97 L99 
19 10 9	.CD.TU.CDPTUAA.PTUBYYY..B..OLL...O.. B98 P98 T99 U99 A99 Y95 O99 D96 
19 10 9	.C.PTU.CDPTUAAD.TUBYYY..B..OLL...O.. B98 P99 T99 U99 A99 Y95 O99 D95 
19 13 6	..DP.U..DPTU..AATUYYYOT.BC.OLLBC.... C96 D96 P99 T98 U99 A97 Y94 B97 O98 
19 10 9	B...TUB..PTUAA.PTU.C.YYY.CDOLL..DO.. C97 B99 P98 T99 U99 A97 Y97 O99 
19 10 9	....TU...PTU.AAPTU.CYYY.BCDOLLB.DO.. P98 T99 U99 A98 C97 Y98 B97 O99 
19 10 9	....TUB..PTUBAAPTU..DYYY.CDOLL.C.O.. P98 T99 U99 A98 D99 Y97 C96 O99 
19 10 9	....T....PTUAA.PTU.YYY.UBCDOLLBCDO.. P98 T99 A97 Y97 B97 C96 O99 
19 10 9	....T....PTUBAAPTUBYYY.U.CDOLL.CDO.. P98 T99 B99 A98 Y97 C96 O99 
19 10 9	....TU...PTUBAAPTUB..YYY.CDOLL.CDO.. P98 T99 U99 B99 A98 Y97 C96 O99 
19 10 9	....T....PTUAA.PTUYYY..UBCDOLLBCDO.. P98 T99 A97 Y96 B97 C96 O99 
19 10 9	....TU...PTU.AAPTU..YYY.BCDOLLBCDO.. P98 T99 U99 A98 Y98 B97 C96 O99 
19 10 9	B...TUB..PTU.AAPTU...YYY.CDOLL.CDO.. C96 P98 T99 U99 B99 A98 Y97 O99 
19 10 9	B...TUB..PTUAA.PTU..YYY..CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y98 O99 
19 10 9	B...T.B...TUAA.PTUYYYP.U.CDOLL.CDO.. C96 B99 P97 T99 A97 Y96 O99 
19 10 9	....TU...PTU.AAPTU...YYYBCDOLLBCDO.. P98 T99 U99 A98 Y97 B97 C96 O99 
19 10 9	....TU...PTU.AAPTUB..YYYBCDOLL.CDO.. P98 T99 U99 A98 B98 Y97 C96 O99 
19 10 9	B...T.B..PTUAA.PTUYYY..U.CDOLL.CDO.. C96 B99 P98 T99 A97 Y96 O99 
19 13 6	.CDP.UBCDPTUBAA.TUYYYOT....OLL...... B98 D96 P99 U99 T98 A98 Y94 O98 
19 10 9	B...T.B...TU.AAPTUYYYP.U.CDOLL.CDO.. C96 B99 P97 T99 A98 Y96 O99 
19 10 9	.C.PTU.CDPTUAAD.TU.YYY..B..OLLB..O.. B97 P99 T99 U99 A99 Y95 O99 D95 
19 10 9	B...T.B..PTU.AAPTUYYY..U.CDOLL.CDO.. C96 B99 P98 T99 A98 Y96 O99 
19 10 9	....T....PTU.AAPTUYYY..UBCDOLLBCDO.. P98 T99 A98 Y96 B97 C96 O99 
19 10 9	....TU...PTUBAAPTUBCYYY..CDOLL..DO.. P98 T99 U99 B99 A98 C97 Y98 O99 
19 13 6	B.DPT.B.DPTU.AA.TU.CYYYU.C.OLL...O.. C97 B99 P99 T99 U98 A96 Y96 O99 D96 
19 13 6	..DPTUB.DPTUB.AATUYYYO...C.OLL.C.... C96 D96 P99 T99 U99 A97 Y94 B94 O98 
19 13 6	B.DPT.B.DPTU..AATUYYYO.U.C.OLL.C.... C96 B99 P99 T99 U98 A97 Y94 O98 D96 
19 10 9	....T....PTUAA.PTUBYYY.UBCDOLL.CDO.. P98 T99 A97 B98 Y97 C96 O99 
19 13 6	B.DPTUB.DPTU.AA.TUYYYO...C.OLL.C.... C96 B99 P99 T99 U99 A96 Y94 O98 D96 
19 13 6	.CDP..BCDPTUBAA.TU.YYYTU...OLL...O.. B94 P99 T98 U98 A98 Y95 O99 D96 
19 13 6	..DPT..CDPTU.CAATUYYYO.UB..OLLB..... C99 D96 P99 T99 U98 A97 Y94 O98 B97 
19 13 6	B.DPT.B.DPTU.AA.TUYYY..U.C.OLL.C.O.. C96 B99 P99 T99 U98 A96 Y94 O99 D96 
19 13 6	..DP...CDPTU.CAATUYYY.TUB..OLLB..O.. C99 D96 P99 U98 T98 A97 Y94 B97 O99 
19 13 6	B.DPT.B.DPTUAA..TUYYYO.U.C.OLL.C.... C96 B99 P99 T99 U98 A97 Y94 O98 D96 
19 10 9	....TUB..PTUBAAPTU.CDYYY.CDOLL...O.. P98 T99 U99 A98 C97 D99 Y97 O99 
19 10 9	....TU...PTUAA.PTU.C.YYYBCDOLLB.DO.. P98 T99 U99 A97 C97 Y97 B97 O99 
19 10 9	....TUB..PTUBAAPTU.YYY...CDOLL.CDO.. P98 T99 U99 A98 Y97 C96 O99 
19 13 6	B.DP.UB.DPTUAA..TUYYYOT..C.OLL.C.... C96 B99 P99 T98 U99 A97 Y94 O98 D96 
19 10 9	B...TUB..PTU.AAPTU.C.YYY.CDOLL..DO.. C97 P98 T99 U99 B99 A98 Y97 O99 
19 13 6	B.DP..B.DPTUAA..TUYYY.TU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y94 O99 D96 
19 10 9	....TU...PTU.AAPTUBC.YYYBCDOLL..DO.. P98 T99 U99 A98 B98 C97 Y97 O99 
19 10 9	.CD.TU.CD.TUAA.PTUYYYP..B..OLLB..O.. B97 P97 T99 U99 A99 Y94 O99 D96 
19 10 9	...PTU...PTUAAD.TUBCDYYYBC.OLL...O.. C97 P99 T99 U99 A97 B98 Y97 D98 O99 
19 13 6	B.DPT.B.DPTU.AA.TU..YYYU.C.OLL.C.O.. C96 B99 P99 T99 U98 A96 Y96 O99 D96 
19 10 9	.CD.TU.CDPTUAA.PTUYYY...B..OLLB..O.. B97 P98 T99 U99 A99 Y94 O99 D96 
19 10 9	.C.PTU.CDPTUAAD.TUYYY...B..OLLB..O.. B97 P99 T99 U99 A99 Y94 O99 D95 
19 13 6	..DP....DPTUAA..TU.YYYTUBC.OLLBC.O.. C96 P99 T98 U98 B97 A97 Y95 D96 O99 
19 10 9	......B..PTUBAAPTU.YYYTU.CDOLL.CDO.. P98 T98 A98 Y97 C96 O99 
19 10 9	....TU...PTUAA.PTU.CYYY.BCDOLLB.DO.. P98 T99 U99 A97 C97 Y98 B97 O99 
19 10 9	....T.....TUAA.PTUYYYP.UBCDOLLBCDO.. P97 T99 A97 Y96 B97 C96 O99 
19 10 9	BC.PTUBCDPTUAAD.TU..YYY....OLL...O.. B99 P99 T99 U99 A99 Y96 O99 D95 
19 10 9	.C..TU.C.PTUAA.PTUYYYO..B.DOLLB.D... B97 P98 T99 U99 A99 Y98 O98 
19 13 6	.CDP.UBCDPTUB.AATUYYYOT....OLL...... B98 D96 P99 U99 T98 A97 Y94 O98 
