3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
17 16 1	II.CPO.LLCPOJ.DAAOJ.D...J.BFFF..B... I97 O98 L95 A97 D94 C97 P97 J99 B98 F98 
17 15 2	IIDC.OLLDC.O.AA.POJ.B.P.J.BFFFJ..... I97 L96 O98 A99 D96 C97 P99 B97 F98 
17 13 4	..DII.LLDC..AABCPOJ.B.POJ.FFFOJ..... D96 L96 O98 C98 P99 B96 F97 
17 15 2	..DCIILLDCPOJ.AAPOJ.B..OJ.BFFF...... D96 I99 L96 O99 A98 C97 P98 J99 B97 F98 
17 13 4	..DIIOLLDC.OAABCPOJ.B.P.JFFF..J..... D96 L96 O98 C98 P99 B96 F96 
17 14 3	..DII.LLDCP.AABCP.J.B..OJFFF.OJ....O D96 L96 O97 C98 P98 B96 F96 
17 14 3	..DII.LLDC..AABC.OJ.B..OJFFFPOJ...P. D96 L96 O98 C98 P97 B96 F96 
17 14 3	IID...LLD..OAABC.OJ.BC.OJFFFP.J...P. I97 L96 O99 D96 C99 P93 B96 F96 
17 15 2	IIDC....DCLLAAB.P.J.B.POJFFF.OJ....O I97 L98 O97 D96 C97 P99 B96 F96 
17 13 4	..DII.LLDC..AABCPOJ.B.POJFFF.OJ..... D96 L96 O98 C98 P99 B96 F96 
17 14 3	IIDC..LLDC.OAAB.POJ.B.POJ.FFF.J..... I97 O97 L96 D96 C97 P99 B96 F97 
17 15 2	..DCIILLDCPOJAA.POJ.B..OJ.BFFF...... D96 I99 L96 O99 A99 C97 P98 J99 B97 F98 
17 14 3	..D.IILLDC..AABCP.J.B.POJFFF.OJ....O D96 I99 L96 O97 C98 P99 B96 F96 
17 13 4	..DII.LLD.P.AABCPOJ.BC.OJFFF.OJ..... D96 L96 O98 C99 P98 B96 F96 
17 14 3	..D.IILLDC.OAABC.OJ.B.POJFFFP.J..... D96 I99 L96 O99 C98 P98 B96 F96 
17 13 4	..DII.LLDC..AABCPOJ.B.POJFFF.OJ..... D96 L96 O98 C98 P99 B96 F96 
17 14 3	..DIIOLLDC.OAABC.OJ.B...JFFFP.J...P. D96 L96 O98 C98 P97 B96 F96 
17 14 3	..DII.LLDC..AABC.OJ.B.POJFFFPOJ..... D96 L96 O98 C98 P98 B96 F96 
17 14 3	..DIIOLLDC.OAABC.OJ.B.P.JFFFP.J..... D96 L96 O98 C98 P98 B96 F96 
17 13 4	...IIOLLD..OAADCPOJ..CP.J.BFFFJ.B... I96 O98 L96 D97 C97 P99 B98 F98 
17 14 3	..D.IILLDC.OAABC.OJ.B..OJFFFP.J...P. D96 I99 L96 O99 C98 P97 B96 F96 
17 15 2	..D.IILLDC..AABC..J.B.POJFFFPOJ....O D96 I99 L96 O97 C98 P98 B96 F96 
17 14 3	...CIILLDCPOAAD.POJ.B..OJ.BFFFJ..... D95 C97 I99 L96 P98 O99 B97 F98 
17 14 3	..D.IILLD...AABC.OJ.BCPOJFFFPOJ..... D96 I99 L96 O98 C99 P98 B96 F96 
17 14 3	..DII.LLD.P.AABCP.J.BC.OJFFF.OJ....O D96 L96 O97 C99 P96 B96 F96 
17 14 3	..D.IILLD...AABC.OJ.BC.OJFFFPOJ...P. D96 I99 L96 O98 C99 P97 B96 F96 
17 13 4	..DIIOLLDCPOAABCPOJ.B...JFFF..J..... D96 O98 L96 C98 P98 B96 F96 
17 13 4	..II.O..LL.OAADCPOJ.DCP.J.BFFFJ.B... I99 O96 L98 P97 D98 C99 B98 F98 
17 15 2	..DCIILLDC.OAAB..OJ.B..OJFFFP.J...P. D96 I99 L96 O99 C97 P97 B96 F96 
17 14 3	IID.P.LLD.P.AABC.OJ.BC.OJFFF.OJ..... I97 L96 O98 D96 C99 P97 B96 F96 
17 15 2	..DCIILLDC..AAB..OJ.B.POJFFFPOJ..... D96 I99 L96 O98 C97 P98 B96 F96 
17 15 2	IID.P.LLDCP.AABC..J.B..OJFFF.OJ....O I97 L96 O97 D96 C98 P97 B96 F96 
17 13 4	..DIIOLLDCPOAABCPOJ.B...J.FFF.J..... D96 O98 L96 C98 P98 B96 F97 
17 14 3	IID...LLD..OAABC.OJ.BCPOJFFFP.J..... I97 L96 O99 D96 C99 P94 B96 F96 
17 15 2	..D.IILLDC..AABC..J.B..OJFFFPOJ...PO D96 I99 L96 O97 C98 P97 B96 F96 
17 16 1	II.CP.LLDCPOJ.DAAOJ....OJ.BFFF..B... I97 O97 L96 A97 D95 C97 P97 J99 B98 F98 
17 15 2	..DCIILLDCP.AAB.P.J.B..OJ.FFFOJ....O D96 I99 L96 O97 C97 P98 B96 F97 
17 16 1	..DCIILLDC..AAB...J.B..OJFFFPOJ...PO D96 I99 L96 O97 C97 P97 B96 F96 
17 16 1	.IICP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I96 O97 L96 A97 D95 C97 P97 B98 F98 
17 13 4	IID..OLLDC.OAABCPOJ.B.P.J.FFF.J..... I97 O98 L96 C98 D96 P99 B96 F97 
17 16 1	.IICP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I96 O97 L96 A97 D94 C97 P97 B98 F98 
17 14 3	..DCIILLDC..AAB.POJ.B.POJFFF.OJ..... D96 I99 L96 O98 C97 P99 B96 F96 
17 14 3	..DCIILLDCPOAAB.POJ.B..OJFFF..J..... D96 I99 L96 O99 C97 P98 B96 F96 
17 14 3	..DII.LLDCP.AABCP.J.B..OJ.FFFOJ....O D96 L96 O97 C98 P98 B96 F97 
17 14 3	..DCIILLDCPOAAB.POJ.B..OJ.FFF.J..... D96 I99 L96 O99 C97 P98 B96 F97 
17 15 2	..DCIILLDCP.AAB.P.J.B..OJFFF.OJ....O D96 I99 L96 O97 C97 P98 B96 F96 
17 14 3	..DCIILLDC..AAB.POJ.B.POJ.FFFOJ..... D96 I99 L96 O98 C97 P99 B96 F97 
17 14 3	IID.....D.LLAABCP.J.BCPOJFFF.OJ....O I97 L98 O97 D96 C99 P99 B96 F96 
17 16 1	.IICPOLLDCPO..DAAOJ.....J.BFFFJ.B... I96 O98 L96 A97 D93 C97 P97 B98 F98 
17 16 1	II.CPOJLLCPOJ.DAAOJ.D.....BFFF..B... I97 O98 L95 A97 D94 C97 P97 J98 B98 F98 
17 14 3	..D.IILLD...AABCP.J.BCPOJFFF.OJ....O D96 I99 L96 O97 C99 P99 B96 F96 
17 16 1	.IICPO.LLCPO..DAAOJ.D...J.BFFFJ.B... I96 O98 L95 A97 D94 C97 P97 B98 F98 
17 15 2	..DCIILLDC..AAB..OJ.B..OJFFFPOJ...P. D96 I99 L96 O98 C97 P97 B96 F96 
17 14 3	IID.....DCLLAABCP.J.B.POJ.FFFOJ....O I97 L98 O97 D96 C98 P99 B96 F97 
18 17 1	IIDCP.LLDCPOJ..AAOJ....OJ.BFFF..B... I97 L96 O99 A97 D96 C97 P97 J99 B94 F98 
18 14 4	II...OLLD.POAADCPOJ.BC..J.BFFFJ..... I97 O98 L96 D97 P98 C95 B97 F98 
18 14 4	..D.IILLD.POAABCPOJ.BC.OJ..FFFJ..... D96 I99 L96 O99 C97 P98 B96 F98 
18 17 1	IIDCP.LLDCPOJ.BAAOJ.B..OJFFF........ I97 L96 O99 A97 D96 C97 P97 J99 B96 F96 
18 15 3	IID...LLD..OJAACPOJ.BCPOJ.BFFF...... I97 L96 O99 A99 D96 C99 P95 J99 B97 F98 
18 15 3	..DIIOLLD.POJAACPOJ.BC..J.BFFF...... D96 O98 L96 A99 C97 P98 J99 B97 F98 
18 15 3	..DIIOLLDCPO.AACPOJ.B...J.BFFFJ..... D96 O98 L96 A99 C98 P98 J98 B97 F98 
18 17 1	.IICPO.LLCPOJ.DAAOJ.D...J.BFFF..B... I96 O98 L95 A97 D94 C97 P97 J99 B98 F98 
18 15 3	..D.IILLDCPOJAACPOJ.B..OJ.BFFF...... D96 I99 L96 O99 A99 C98 P98 J99 B97 F98 
18 17 1	II.CP.JLLCPOJ.DAAOJ.D..O..BFFF..B... I97 O97 L95 A97 D94 C97 P97 J98 B98 F98 
18 14 4	IID.....DLL.AABCPOJ.BCPOJFFF.OJ..... I97 L99 O96 D96 C99 P99 B96 F96 
18 14 4	IID...LLD.POAABCPOJ.BC.OJFFF..J..... I97 L96 O99 D96 C99 P96 B96 F96 
18 14 4	IID..OLLDCPOAABCPOJ.B...JFFF..J..... I97 O98 L96 C98 D96 P98 B96 F96 
18 15 3	IID...LLDCPOJAACPOJ....OJ.BFFF..B... I97 L96 O99 A99 D96 C96 P98 J99 B98 F98 
18 15 3	IID...LLDC..AABC.OJ.B.POJFFFPOJ..... I97 O96 L96 C98 D96 P98 B96 F96 
18 14 4	IID...LLDC..AABCPOJ.B.POJ.FFFOJ..... I97 L96 O98 D96 C98 P99 B96 F97 
18 15 3	..DII.LLDC.OJAACPOJ.B.POJ.BFFF...... D96 L96 O99 A99 C98 P97 J99 B97 F98 
18 14 4	.II...LLDCPOAADCPOJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C96 P98 B97 F98 
18 14 4	.II..OLLDCPOAADCPOJ.B...J.BFFFJ..... I96 O98 L96 D97 C98 P98 B97 F98 
18 14 4	IID..OLLDCPOAABCPOJ.B...J.FFF.J..... I97 O98 L96 D96 C98 P98 B96 F97 
18 16 2	IIDC.OLLDC.OJ.AAPOJ...P.J.BFFF..B... I97 O98 L96 A98 D96 C97 P95 J99 B98 F98 
18 14 4	IID...LLDCPOAABCPOJ.B..OJFFF..J..... I97 L96 O99 D96 C98 P98 B96 F96 
18 15 3	IID...LLD..O.AACPOJ.BCPOJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P95 B97 F98 
18 15 3	IID.P.LLDCPOAABC.OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C96 P97 B96 F98 
18 16 2	IIDC.OLLDCPOJ.AAPOJ.B...J.BFFF...... I97 O98 L96 A98 D96 C97 P96 J99 B97 F98 
18 15 3	IID..OLLDCPO.AACPOJ.B...J.BFFFJ..... I97 O98 L96 C98 A99 D96 P96 B97 F98 
18 15 3	IIDC..LLDCPOAAB.POJ.B..OJFFF..J..... I97 L96 O99 D96 C97 P94 B96 F96 
18 14 4	..DII.LLD.P.AABCPOJ.BC.OJFFF.OJ..... D96 L96 O96 C99 P98 B96 F96 
18 15 3	IID.P.LLDCP.AABC.OJ.B..OJFFF.OJ..... I97 L96 O98 D96 C98 P97 B96 F96 
18 15 3	IID.P.LLDCP.AABC.OJ.B..OJ.FFFOJ..... I97 L96 O98 D96 C98 P97 B96 F97 
18 14 4	....IILLDCPOAADCPOJ.B..OJ.BFFFJ..... D95 I99 L96 C98 P98 O99 B97 F98 
18 14 4	IID...LLDCPOAABCPOJ.B..OJ.FFF.J..... I97 L96 O99 D96 C98 P98 B96 F97 
18 15 3	IID..OLLDCPOJAACPOJ.B...J.BFFF...... I97 O98 L96 A99 D96 C98 P98 J99 B97 F98 
18 14 4	II....LLDCPOAADCPOJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C98 P96 B97 F98 
18 15 3	IID.....DCLLAABC.OJ.B..OJFFFPOJ...P. I97 L98 O98 D96 C98 P97 B96 F96 
18 14 4	IID...LLD.P.AABCPOJ.BC.OJFFF.OJ..... I97 L96 O98 D96 C99 P98 B96 F96 
18 16 2	IID.....DCLLAABC..J.B..OJFFFPOJ...PO I97 L98 O97 D96 C98 P97 B96 F96 
18 15 3	IID..OLLD..OAABC.OJ.BCP.JFFFP.J..... I97 L96 O96 D96 C99 P98 B96 F96 
18 15 3	IIDC..LLDCP.AAB.POJ.B..OJFFF.OJ..... I97 L96 O98 D96 C97 P98 B96 F96 
18 16 2	IID...LLDC..AABC..J.B..OJFFFPOJ...PO I97 L96 O97 D96 C96 P97 B96 F96 
18 15 3	IID...LLDCPOJAACPOJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C98 P98 J99 B97 F98 
18 16 2	IIDC..LLDCP.AAB.P.J.B..OJ.FFFOJ....O I97 L96 O97 D96 C97 P96 B96 F97 
18 15 3	IID...LLD.P.AABCP.J.BC.OJ.FFFOJ....O I97 L96 O97 D96 C99 P96 B96 F97 
18 14 4	IID.....D.LLAABCPOJ.BCPOJFFF.OJ..... I97 L98 O98 D96 C99 P99 B96 F96 
18 15 3	IID.....D.LLAABCP.J.BCPOJFFF.OJ....O I97 L98 O97 D96 C99 P97 B96 F96 
18 15 3	IID...LLDCPOJAACPOJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C98 P98 J99 B97 F98 
18 14 4	..D.IILLDCPOAABCPOJ.B..OJFFF..J..... D96 I99 L96 O99 C98 P98 B96 F96 
18 16 2	IIDCPOLLDCPOAAB..OJ.B...J.FFF.J..... I97 L96 O96 D96 C97 P97 B96 F97 
18 14 4	..DIIOLLDC.OAABCPOJ.B.P.JFFF..J..... D96 L96 O94 C98 P99 B96 F96 
18 16 2	IIDC..LLDC..AAB.P.J.B.POJFFF.OJ....O I97 L96 O97 D96 C97 P95 B96 F96 
18 16 2	IID.P.LLDCP.AABC..J.B..OJFFF.OJ....O I97 L96 O97 D96 C96 P97 B96 F96 
18 15 3	IID...LLDC..AABC.OJ.B..OJFFFPOJ...P. I97 O96 L96 C98 D96 P97 B96 F96 
18 14 4	..DII.LLDCP.AABCPOJ.B..OJFFF.OJ..... D96 L96 O98 C98 P98 B96 F96 
18 15 3	IID...LLD.P.AABCP.J.BC.OJFFF.OJ....O I97 L96 O97 D96 C99 P94 B96 F96 
18 15 3	IID.....DCLLAABC.OJ.B.POJFFFPOJ..... I97 L98 O98 D96 C98 P98 B96 F96 
18 16 2	IIDC....DCLLAAB..OJ.B..OJFFFPOJ...P. I97 L98 O96 D96 C97 P97 B96 F96 
18 14 4	.II...LLD.POAADCPOJ.BC.OJ.BFFFJ..... I98 L96 D97 C97 O99 P98 B97 F98 
18 15 3	IID.POLLD.POAABC.OJ.BC..J.FFF.J..... I97 L96 O96 D96 C99 P97 B96 F97 
18 16 2	IIDC..LLDC..AAB..OJ.B.POJFFFPOJ..... I97 L96 O96 D96 C97 P98 B96 F96 
18 14 4	..DII.LLDCP.AABCPOJ.B..OJ.FFFOJ..... D96 L96 O98 C98 P98 B96 F97 
18 16 2	IIDC.OLLDC.OAAB..OJ.B.P.JFFFP.J..... I97 L96 O94 D96 C97 P98 B96 F96 
18 17 1	IIDCP.LLDCP...BAAOJ.B..OJ.FFFOJ..... I97 L96 O98 A97 D96 C97 P97 B96 F97 
18 16 2	IID.POLLDCPOJAAC.OJ.B...J.BFFF...... I97 O98 L96 A99 D96 C96 P97 J99 B97 F98 
18 15 3	IIDC..LLDCPOAAB.POJ.B..OJ.FFF.J..... I97 L96 O99 D96 C97 P96 B96 F97 
18 17 1	JIICPOJLLCPOJ.DAAO..D.....BFFF..B... I96 O98 L95 A97 D94 C97 P97 J97 B98 F98 
18 15 3	IID...LLDCP.AABCP.J.B..OJFFF.OJ....O I97 L96 O97 D96 C98 P98 B96 F96 
18 16 2	IIDC.OLLDCPOJAA.POJ.B...J.BFFF...... I97 O98 L96 A99 D96 C97 P96 J99 B97 F98 
18 15 3	IIDC..LLDC.OAAB.POJ.B.POJFFF..J..... I97 L96 O95 D96 C97 P99 B96 F96 
18 15 3	IID...LLDC.OAABC.OJ.B..OJFFFP.J...P. I97 L96 O99 D96 C98 P97 B96 F96 
18 16 2	IID.P.LLDCPOJAAC.OJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C96 P97 J99 B97 F98 
18 17 1	IIDCPOLLDCPO..BAAOJ.B...J.FFF.J..... I97 L96 O98 A97 D96 C97 P97 B96 F97 
18 15 3	IID..OLLDC.OAABC.OJ.B.P.JFFFP.J..... I97 O98 L96 D96 C96 P98 B96 F96 
18 15 3	IIDC..LLDCP.AAB.POJ.B..OJFFF.OJ..... I97 O96 L96 D96 C97 P98 B96 F96 
18 14 4	..D.IILLD.P.AABCPOJ.BC.OJ.FFFOJ..... D96 I99 L96 O98 C99 P98 B96 F97 
18 18 0	IIDCP.LLDCP.J.B.AAJ.B..OJFFF.O.....O I97 O95 L96 A96 D96 C97 P97 J99 B96 F96 
