4 0 4	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
10 7 3	VV..D...BCD.AABCF..JBCFEHJNNFEH.KK.. B99 C99 D99 E98 H99 F99 K99 
10 6 4	..VV....BCDEAABCDE.JBCF.HJNNF.H.KKF. V98 B99 C99 H99 K99 
10 6 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..J..KK B99 D99 E99 J99 F99 K97 
10 7 3	VVB.D...BCD.AABCF....CFEHJNNFEHJKK.. C99 D99 E98 H99 J99 F99 K99 
10 7 3	VVB.DE..BCDEAABCF....CF.HJNNF.HJKK.. C99 D99 E99 H99 J99 F99 K99 
10 7 3	.VV.D...BCD.AABC.EH.BCFEHJNNF..JKKF. V99 B99 C99 D99 E99 J99 K99 
10 7 3	VV.CDE..BCDEAABCF...B.F.HJNNF.HJKK.. B99 D99 E99 H99 J99 F99 K99 
11 7 4	..VVD...BCDEAABCFEH.BCF.HJNNF..JKK.. V98 B99 C99 D99 J99 F99 K99 
11 8 3	...CVV..BCD.AABCD...B.F.HJNNFEHJKKFE V96 B99 C98 E97 H99 J99 K99 
11 8 3	VV..D...BCD.AABCF...BCFEHJNNFEHJ..KK B99 C99 D99 E98 H99 J99 F99 K97 
11 7 4	.VVCD...BCD.AABCFEH.B.FEHJNNF..JKK.. V99 B99 D99 E99 J99 F99 K99 
11 8 3	.VVCD...BCD.AABCF...B.F.HJNNFEHJ.KKE V99 B99 D99 E97 H99 J99 F99 K98 
11 7 4	..BCVV..BCDEAABCDE.J..F.HJNNF.H.KKF. V96 B98 C98 H99 K99 
11 8 3	..B.VV..BCD.AABCD..J.CFEHJNNFEH.KKF. V96 B98 C99 E98 H99 K99 
11 7 4	..VVD...BCDEAABCFE.JBCF.HJNNF.H...KK V98 B99 C99 D99 H99 F99 K97 
11 8 3	..VVDE..BCDEAABCF.H.BCF.HJNNF..J..KK V98 B99 C99 D99 E99 J99 F99 K97 
11 8 3	.VV.D...BCD.AABC.EH.BCFEHJNNF..JKKF. V99 B99 C99 D99 E95 J99 K99 
11 7 4	VV.CD...BCD.AABCFE..B.FEHJNNF.HJ.KK. B99 D99 E99 H99 J99 F99 K98 
11 8 3	VV..D...BCD.AABCF.H.BCFEHJNNFE.JKK.. B99 C99 D99 E96 J99 F99 K99 
11 8 3	..VVD...BCD.AABCF..JBCFEHJNNFEH...KK V98 B99 C99 D99 E98 H99 F99 K97 
11 7 4	.VV.D...BCDEAABCFEH.BCF.HJNNF..J.KK. V99 B99 C99 D99 J99 F99 K98 
11 7 4	.VV.....BCD.AABCDE..BCFEHJNNF.HJKKF. V99 B99 C99 E99 H99 J99 K99 
11 7 4	..VV....BCD.AABCDE.JBCFEHJNNF.H.KKF. V98 B99 C99 E97 H99 K99 
11 8 3	..BVVE..BCDEAABCD....CF.HJNNF.HJKKF. V97 B98 C99 E99 H99 J99 K99 
11 7 4	..BVV...BCD.AABCDE.J.CFEHJNNF.H.KKF. V97 B98 C99 E99 H99 K99 
11 7 4	.VVCD...BCD.AABCFEHJB.FEHJNNF.....KK V99 B99 D99 E97 F99 K97 
11 7 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..J..KK B99 D99 E97 J99 F99 K97 
11 7 4	..BCVV..BCDEAABCDEHJ..F.HJNNF...KKF. V96 B98 C98 K99 
11 7 4	VV..D...BCDEAABCFE..BCF.HJNNF.HJKK.. B99 C99 D99 H99 J99 F99 K99 
11 7 4	.VVCD...BCD.AABCFEH.B.FEHJNNF..J.KK. V99 B99 D99 E99 J99 F99 K98 
11 7 4	VV..D...BCD.AABCFE.JBCFEHJNNF.H...KK B99 C99 D99 E99 H99 F99 K97 
11 8 3	VV..D...BCD.AABCF...BCFEHJNNFEHJ.KK. B99 C99 D99 E98 H99 J99 F99 K98 
11 8 3	..VVD...BCD.AABCF..JBCF.HJNNFEH..KKE V98 B99 C99 D99 E97 H99 F99 K98 
11 8 3	.VVCDE..BCDEAABCF...B.F.HJNNF.HJ..KK V99 B99 D99 E99 H99 J99 F99 K97 
11 8 3	.VV.DE..BCDEAABCF.H.BCF.HJNNF..J..KK V99 B99 C99 D99 E99 J99 F99 K97 
11 8 3	.VV.DE..BCDEAABCF..JBCF.HJNNF.H...KK V99 B99 C99 D99 E99 H99 F99 K97 
11 7 4	VVBCD...BCD.AABCFE....FEHJNNF.HJ.KK. D99 E97 H99 J99 F99 K98 
11 7 4	.VV.D...BCD.AABCFEHJBCFEHJNNF....KK. V99 B99 C99 D99 E99 F99 K98 
11 8 3	.VV.D...BCD.AABC.E..BCFEHJNNF.HJKKF. V99 B99 C99 D99 E99 H99 J99 K99 
11 7 4	VV..D...BCD.AABCFEHJBCFEHJNNF....KK. B99 C99 D99 E95 F99 K98 
11 7 4	VV.CD...BCD.AABCFE.JB.FEHJNNF.H..KK. B99 D99 E97 H99 F99 K98 
11 7 4	VV..D...BCDEAABCFE..BCF.HJNNF.HJ.KK. B99 C99 D99 H99 J99 F99 K98 
11 7 4	...CVV..BCD.AABCDEH.B.FEHJNNF..JKKF. V96 B99 C98 E99 J99 K99 
11 7 4	VVB.D...BCD.AABCFE...CFEHJNNF.HJ.KK. C99 D99 E99 H99 J99 F99 K98 
11 7 4	VVB.D...BCD.AABCFEH..CFEHJNNF..J..KK C99 D99 E97 J99 F99 K97 
11 7 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..J.KK. B99 D99 E97 J99 F99 K98 
11 7 4	VVB.D...BCD.AABCFEH..CFEHJNNF..J.KK. C99 D99 E97 J99 F99 K98 
11 8 3	.VV.DE..BCDEAABCF.H.BCF.HJNNF..J.KK. V99 B99 C99 D99 E99 J99 F99 K98 
11 8 3	.VV.D...BCD.AABCF..JBCF.HJNNFEH.KK.E V99 B99 C99 D99 E97 H99 F99 K99 
11 8 3	..VVD...BCD.AABCF.H.BCF.HJNNFE.J.KKE V98 B99 C99 D99 E97 J99 F99 K98 
11 7 4	.VV.D...BCD.AABCFE.JBCFEHJNNF.HKK... V99 B99 C99 D99 E99 H99 F99 
11 8 3	..BVV...BCD.AABCD....CFEHJNNFEHJKKF. V97 B98 C99 E98 H99 J99 K99 
11 8 3	..VVDE..BCDEAABCF..JBCF.HJNNF.HKK... V98 B99 C99 D99 E99 H99 F99 
11 8 3	..VVD...BCD.AABCF.H.BCFEHJNNFE.J.KK. V98 B99 C99 D99 E98 J99 F99 K98 
11 7 4	..VVD...BCDEAABCFE.JBCF.HJNNF.H.KK.. V98 B99 C99 D99 H99 F99 K99 
11 7 4	VV..D...BCDEAABCFE..BCF.HJNNF.HJ..KK B99 C99 D99 H99 J99 F99 K97 
11 8 3	.VV.D...BCD.AABCF.H.BCFEHJNNFE.J.KK. V99 B99 C99 D99 E98 J99 F99 K98 
11 7 4	.VVCD...BCD.AABCFE.JB.FEHJNNF.H...KK V99 B99 D99 E99 H99 F99 K97 
11 8 3	..VVD...BCD.AABC.E..BCFEHJNNF.HJKKF. V98 B99 C99 D99 E99 H99 J99 K99 
11 8 3	VV..DE..BCDEAABCF...BCF.HJNNF.HJ..KK B99 C99 D99 E99 H99 J99 F99 K97 
11 8 3	.VVCD...BCD.AABCF...B.FEHJNNFEHJ.KK. V99 B99 D99 E98 H99 J99 F99 K98 
11 8 3	..BCVV..BCD.AABCD..J..F.HJNNFEH.KKFE V96 B98 C98 E97 H99 K99 
11 8 3	..VVD...BCD.AABCF..JBCFEHJNNFEH..KK. V98 B99 C99 D99 E98 H99 F99 K98 
11 7 4	..VVD...BCD.AABCFEHJBCFEHJNNF...KK.. V98 B99 C99 D99 E99 F99 K99 
11 7 4	..VVD...BCDEAABCFEH.BCF.HJNNF..J.KK. V98 B99 C99 D99 J99 F99 K98 
11 8 3	..BVV...BCD.AABCD....CF.HJNNFEHJKKFE V97 B98 C99 E97 H99 J99 K99 
11 7 4	.VV.D...BCDEAABCFEH.BCF.HJNNF..J..KK V99 B99 C99 D99 J99 F99 K97 
11 7 4	VV..D...BCD.AABCFE.JBCFEHJNNF.H..KK. B99 C99 D99 E99 H99 F99 K98 
11 8 3	.VV.D...BCD.AABCF.H.BCF.HJNNFE.J.KKE V99 B99 C99 D99 E97 J99 F99 K98 
11 8 3	.VV.D...BCD.AABCF.H.BCFEHJNNFE.JKK.. V99 B99 C99 D99 E98 J99 F99 K99 
11 7 4	.VVCD...BCD.AABCFEH.B.FEHJNNF..J..KK V99 B99 D99 E99 J99 F99 K97 
11 7 4	...CVV..BCDEAABCDE..B.F.HJNNF.HJKKF. V96 B99 C98 H99 J99 K99 
11 8 3	.VV.D...BCD.AABCF.H.BCF.HJNNFE.JKK.E V99 B99 C99 D99 E97 J99 F99 K99 
11 7 4	.VV.D...BCDEAABCFEHJBCF.HJNNF....KK. V99 B99 C99 D99 F99 K98 
11 8 3	..BCVV..BCD.AABCD.HJ..FEHJNNFE..KKF. V96 B98 C98 E96 K99 
11 8 3	.VVCD...BCD.AABCF..JB.F.HJNNFEH..KKE V99 B99 D99 E97 H99 F99 K98 
11 8 3	.VV.D...BCD.AABCF.H.BCFEHJNNFE.J..KK V99 B99 C99 D99 E98 J99 F99 K97 
11 7 4	.VV.D...BCD.AABCFEHJBCFEHJNNF.....KK V99 B99 C99 D99 E99 F99 K97 
11 8 3	.VV.D...BCD.AABCF..JBCFEHJNNFEH..KK. V99 B99 C99 D99 E98 H99 F99 K98 
11 7 4	VV..D...BCDEAABCFEH.BCF.HJNNF..JKK.. B99 C99 D99 J99 F99 K97 
11 7 4	...CVV..BCD.AABCDE.JB.FEHJNNF.H.KKF. V96 B99 C98 E99 H99 K99 
11 7 4	...CVV..BCD.AABCDEHJB.FEHJNNF...KKF. V96 B99 C98 E95 K99 
11 8 3	..VVD...BCD.AABC.EH.BCFEHJNNF..JKKF. V98 B99 C99 D99 E97 J99 K99 
11 7 4	VV.CD...BCD.AABCFE..B.FEHJNNF.HJ..KK B99 D99 E99 H99 J99 F99 K97 
11 7 4	..BVV...BCD.AABCDEHJ.CFEHJNNF...KKF. V97 B98 C99 E95 K99 
11 7 4	.VVCD...BCDEAABCFE.JB.F.HJNNF.H...KK V99 B99 D99 H99 F99 K97 
11 8 3	...CVV..BCD.AABCD...B.FEHJNNFEHJKKF. V96 B99 C98 E98 H99 J99 K99 
11 8 3	..VVDE..BCDEAABCF.H.BCF.HJNNF..JKK.. V98 B99 C99 D99 E99 J99 F99 K99 
11 8 3	..B.VV..BCD.AABCD....CFEHJNNFEHJKKF. V96 B98 C99 E98 H99 J99 K99 
11 7 4	..B.VV..BCD.AABCDEHJ.CFEHJNNF..KK.F. V96 B98 C99 E97 
11 7 4	..B.VV..BCD.AABCDEHJ.CFEHJNNF...KKF. V96 B98 C99 E95 K99 
11 8 3	VV..DE..BCDEAABCF...BCF.HJNNF.HJKK.. B99 C99 D99 E99 H99 J99 F99 K99 
11 7 4	..VVD...BCDEAABCFE.JBCF.HJNNF.H..KK. V98 B99 C99 D99 H99 F99 K98 
11 8 3	.VVCD...BCD.AABCF...B.FEHJNNFEHJ..KK V99 B99 D99 E98 H99 J99 F99 K97 
11 7 4	.VV.D...BCDEAABCFEHJBCF.HJNNF.KK.... V99 B99 C99 D99 F99 K97 
11 7 4	..B.VV..BCD.AABCDE.J.CFEHJNNF.H.KKF. V96 B98 C99 E99 H99 K99 
11 8 3	.VV.D...BCD.AABCF..JBCFEHJNNFEHKK... V99 B99 C99 D99 E98 H99 F99 
11 7 4	..BCVV..BCDEAABCDEHJ..F.HJNNF.KK..F. V96 B98 C98 K99 
11 8 3	.VVCD...BCD.AABCF...B.FEHJNNFEHJKK.. V99 B99 D99 E98 H99 J99 F99 K99 
11 8 3	..VVD...BCD.AABC.E.JBCFEHJNNF.H.KKF. V98 B99 C99 D99 E95 H99 K99 
11 8 3	VV..D...BCD.AABCF...BCF.HJNNFEHJKK.E B99 C99 D99 E97 H99 J99 F99 K99 
11 8 3	..VVD...BCD.AABCF..JBCFEHJNNFEH.KK.. V98 B99 C99 D99 E98 H99 F99 K99 
11 7 4	VV.CD...BCD.AABCFE..B.FEHJNNF.HJKK.. B99 D99 E99 H99 J99 F99 K99 
11 7 4	..VVD...BCD.AABCFE.JBCFEHJNNF.HKK... V98 B99 C99 D99 E99 H99 F99 
11 8 3	..VVD...BCD.AABCF..JBCF.HJNNFEH.KK.E V98 B99 C99 D99 E97 H99 F99 K99 
11 7 4	....VV..BCD.AABCDE.JBCFEHJNNF.H.KKF. V96 B99 C99 E95 H99 K99 
11 8 3	..VVD...BCD.AABCF.H.BCF.HJNNFE.JKK.E V98 B99 C99 D99 E97 J99 F99 K99 
11 8 3	.VVCD...BCD.AABCF.H.B.FEHJNNFE.JKK.. V99 B99 D99 E98 J99 F99 K99 
11 7 4	..BCVV..BCDEAABCDEH...F.HJNNF..JKKF. V96 B98 C98 J99 K99 
11 8 3	..VVDE..BCDEAABCF..JBCF.HJNNF.H..KK. V98 B99 C99 D99 E99 H99 F99 K98 
11 8 3	..VVDE..BCDEAABCF.H.BCF.HJNNF..J.KK. V98 B99 C99 D99 E99 J99 F99 K98 
11 8 3	VV..D...BCD.AABCF...BCF.HJNNFEHJ.KKE B99 C99 D99 E97 H99 J99 F99 K98 
11 7 4	..VVD...BCDEAABCFEHJBCF.HJNNF.KK.... V98 B99 C99 D99 F99 K99 
11 7 4	.VV.D...BCD.AABCFEHJBCFEHJNNF...KK.. V99 B99 C99 D99 E99 F99 K99 
11 8 3	VV..D...BCD.AABCF...BCFEHJNNFEHJKK.. B99 C99 D99 E98 H99 J99 F99 K99 
11 7 4	..VVD...BCD.AABCFEHJBCFEHJNNF.KK.... V98 B99 C99 D99 E99 F99 K99 
11 7 4	VV..D...BCD.AABCFEH.BCFEHJNNF..J..KK B99 C99 D99 E99 J99 F99 K97 
11 7 4	..B.VV..BCDEAABCDE...CF.HJNNF.HJKKF. V96 B98 C99 H99 J99 K99 
11 7 4	VV..D...BCD.AABCFEH.BCFEHJNNF..J.KK. B99 C99 D99 E99 J99 F99 K98 
11 7 4	..VVD...BCDEAABCFEH.BCF.HJNNF..J..KK V98 B99 C99 D99 J99 F99 K97 
11 7 4	..VVD...BCD.AABCFEHJBCFEHJNNF.....KK V98 B99 C99 D99 E99 F99 K97 
11 7 4	...VV...BCD.AABCDE..BCFEHJNNF.HJKKF. V97 B99 C99 E99 H99 J99 K99 
11 7 4	.VVCD...BCD.AABCFE.JB.FEHJNNF.H..KK. V99 B99 D99 E99 H99 F99 K98 
11 8 3	..BCVV..BCD.AABCD.H...F.HJNNFE.JKKFE V96 B98 C98 E97 J99 K99 
11 7 4	.VV.D...BCDEAABCFE.JBCF.HJNNF.H..KK. V99 B99 C99 D99 H99 F99 K98 
11 7 4	...VV...BCD.AABCDE..BCFEHJNNF.HJKKF. V97 B99 C99 E99 H99 J99 K99 
11 8 3	..VVD...BCD.AABCF.HJBCFEHJNNFE...KK. V98 B99 C99 D99 E96 F99 K98 
11 8 3	.VV.DE..BCDEAABCF..JBCF.HJNNF.H..KK. V99 B99 C99 D99 E99 H99 F99 K98 
11 8 3	..BCVV..BCD.AABCD.H...FEHJNNFE.JKKF. V96 B98 C98 E98 J99 K99 
11 8 3	..VVDE..BCDEAABCF..JBCF.HJNNF.H.KK.. V98 B99 C99 D99 E99 H99 F99 K99 
11 7 4	...CVV..BCDEAABCDEHJB.F.HJNNF..KK.F. V96 B99 C98 E96 
11 8 3	.VV.D...BCD.AABCF..JBCF.HJNNFEH..KKE V99 B99 C99 D99 E97 H99 F99 K98 
11 7 4	...CVV..BCD.AABCDEHJB.FEHJNNF.KK..F. V96 B99 C98 E95 K99 
11 7 4	VV..D...BCDEAABCFEHJBCF.HJNNF.KK.... B99 C99 D99 E98 F99 K99 
11 8 3	..VVD...BCD.AABCF.H.BCFEHJNNFE.J..KK V98 B99 C99 D99 E98 J99 F99 K97 
11 8 3	.VV.D...BCD.AABCF..JBCFEHJNNFEH.KK.. V99 B99 C99 D99 E98 H99 F99 K99 
11 7 4	.VV.D...BCD.AABCFEHJBCFEHJNNF.KK.... V99 B99 C99 D99 E99 F99 K99 
11 7 4	..B.VV..BCD.AABCDEH..CFEHJNNF..JKKF. V96 B98 C99 E99 J99 K99 
11 7 4	.VV.D...BCDEAABCFE.JBCF.HJNNF.H.KK.. V99 B99 C99 D99 H99 F99 K99 
11 8 3	.VVCD...BCD.AABCF...B.F.HJNNFEHJKK.E V99 B99 D99 E97 H99 J99 F99 K99 
11 7 4	..B.VV..BCD.AABCDEHJ.CFEHJNNF.KK..F. V96 B98 C99 E97 K99 
11 8 3	.VV.D...BCD.AABCF.HJBCFEHJNNFEKK.... V99 B99 C99 D99 E98 F99 K99 
11 7 4	...CVV..BCD.AABCDE.JB.FEHJNNF.HKK.F. V96 B99 C98 E95 H99 
11 8 3	..VVD...BCD.AABCF.H.BCFEHJNNFE.JKK.. V98 B99 C99 D99 E98 J99 F99 K99 
11 8 3	.VV.DE..BCDEAABCF.H.BCF.HJNNF..JKK.. V99 B99 C99 D99 E99 J99 F99 K99 
11 8 3	.VV.DE..BCDEAABCF..JBCF.HJNNF.H.KK.. V99 B99 C99 D99 E99 H99 F99 K99 
11 7 4	..BCVV..BCD.AABCDE.J..FEHJNNF.HKK.F. V96 B98 C98 E99 H99 
11 7 4	..BCVV..BCD.AABCDEHJ..FEHJNNF.KK..F. V96 B98 C98 E99 K99 
11 8 3	..BCVV..BCD.AABCD..J..FEHJNNFEHKK.F. V96 B98 C98 E98 H99 
11 7 4	..BCVV..BCD.AABCDEHJ..FEHJNNF..KK.F. V96 B98 C98 E95 
11 8 3	VV.CDE..BCDEAABCF...B.F.HJNNF.HJ..KK B99 D99 E99 H99 J99 F99 K97 
11 7 4	VV..D...BCD.AABCFE.JBCFEHJNNF.H.KK.. B99 C99 D99 E99 H99 F99 K99 
11 7 4	.VV.D...BCDEAABCFEH.BCF.HJNNF..JKK.. V99 B99 C99 D99 J99 F99 K99 
11 7 4	..VVD...BCDEAABCFEHJBCF.HJNNF..KK... V98 B99 C99 D99 E96 F99 
11 7 4	VVB.D...BCD.AABCFE...CFEHJNNF.HJ..KK C99 D99 E99 H99 J99 F99 K97 
11 7 4	..B.VV..BCD.AABCDE.J.CFEHJNNF.HKK.F. V96 B98 C99 E99 H99 
11 7 4	..B.VV..BCDEAABCDE.J.CF.HJNNF.H.KKF. V96 B98 C99 H99 K99 
11 7 4	.VVCD...BCD.AABCFE.JB.FEHJNNF.H.KK.. V99 B99 D99 E99 H99 F99 K99 
11 8 3	.VVCDE..BCDEAABCF...B.F.HJNNF.HJKK.. V99 B99 D99 E99 H99 J99 F99 K99 
11 7 4	.VVCD...BCDEAABCFE..B.F.HJNNF.HJ.KK. V99 B99 D99 H99 J99 F99 K98 
11 8 3	.VVCDE..BCDEAABCF...B.F.HJNNF.HJ.KK. V99 B99 D99 E99 H99 J99 F99 K98 
11 7 4	..BVV...BCD.AABCDEH..CFEHJNNF..JKKF. V97 B98 C99 E99 J99 K99 
11 7 4	VVB.D...BCD.AABCFE.J.CFEHJNNF.H..KK. C99 D99 E97 H99 F99 K98 
11 8 3	..B.VV..BCD.AABCD....CF.HJNNFEHJKKFE V96 B98 C99 E97 H99 J99 K99 
11 8 3	..BCVV..BCD.AABCD..J..FEHJNNFEH.KKF. V96 B98 C98 E98 H99 K99 
11 7 4	VV..D...BCD.AABCFEH.BCFEHJNNF..JKK.. B99 C99 D99 E99 J99 F99 K99 
11 7 4	..VV....BCD.AABCDE..BCFEHJNNF.HJKKF. V98 B99 C99 E99 H99 J99 K99 
11 7 4	...CVV..BCD.AABCDEHJB.FEHJNNF..KK.F. V96 B99 C98 E99 H98 
11 7 4	....VV..BCD.AABCDE..BCFEHJNNF.HJKKF. V96 B99 C99 E99 H99 J99 K99 
11 7 4	..B.VV..BCDEAABCDE.J.CF.HJNNF.HKK.F. V96 B98 C97 H99 
11 7 4	VVB.D...BCD.AABCFE...CFEHJNNF.HJKK.. C99 D99 E99 H99 J99 F99 K99 
11 8 3	VV..DE..BCDEAABCF...BCF.HJNNF.HJ.KK. B99 C99 D99 E99 H99 J99 F99 K98 
11 8 3	VV.CD...BCD.AABCF...B.F.HJNNFEHJKK.E B99 D99 E97 H99 J99 F99 K99 
12 8 4	..BCVV..BCD.AABCDE.J..FEHJNNF.H.KKF. V96 B98 C98 E99 H99 K99 
12 8 4	.VV.D...BCDEAABCFE..BCF.HJNNF.HJ.KK. V99 B99 C99 D99 H99 J99 F99 K98 
12 9 3	.VV.DE..BCDEAABCF...BCF.HJNNF.HJ..KK V99 B99 C99 D99 E99 H99 J99 F99 K97 
12 9 3	..VVD...BCD.AABCF...BCFEHJNNFEHJ..KK V98 B99 C99 D99 E98 H99 J99 F99 K97 
12 9 3	..VVD...BCD.AABCF...BCF.HJNNFEHJKK.E V98 B99 C99 D99 E97 H99 J99 F99 K99 
12 8 4	VVB.D...BCD.AABCFE...CFEHJNNF.HJ.KK. C99 D99 E97 H99 J99 F99 K98 
12 9 3	..VVD...BCD.AABCF...BCFEHJNNFEHJKK.. V98 B99 C99 D99 E98 H99 J99 F99 K99 
12 8 4	..VVD...BCDEAABCFE..BCF.HJNNF.HJ..KK V98 B99 C99 D99 H99 J99 F99 K97 
12 8 4	..VVD...BCD.AABCFE.JBCFEHJNNF.H...KK V98 B99 C99 D99 E99 H99 F99 K97 
12 8 4	...VV...BCD.AABCDE..BCFEHJNNF.HJKKF. V97 B99 C99 E97 H99 J99 K99 
12 8 4	..VVD...BCD.AABCFEH.BCFEHJNNF..J..KK V98 B99 C99 D99 E99 J99 F99 K97 
12 8 4	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ.KK. V99 B99 D99 E99 H99 J99 F99 K98 
12 9 3	..VVDE..BCDEAABCF...BCF.HJNNF.HJ..KK V98 B99 C99 D99 E99 H99 J99 F99 K97 
12 9 3	..VVDE..BCDEAABCF..JBCF.HJNNF.H...KK V98 B99 C99 D99 E97 H99 F99 K97 
12 8 4	.VV.D...BCD.AABCFEH.BCFEHJNNF..J.KK. V99 B99 C99 D99 E99 J99 F99 K98 
12 9 3	.VV.D...BCD.AABCF...BCF.HJNNFEHJ.KKE V99 B99 C99 D99 E97 H99 J99 F99 K98 
12 8 4	VV..D...BCD.AABCFE.JBCFEHJNNF.H..KK. B99 C99 D99 E95 H99 F99 K98 
12 8 4	.VVCD...BCD.AABCFEH.B.FEHJNNF..J..KK V99 B99 D99 E97 J99 F99 K97 
12 9 3	.VV.D...BCD.AABCF...BCFEHJNNFEHJKK.. V99 B99 C99 D99 E98 H99 J99 F99 K99 
12 8 4	..B.VV..BCD.AABCDE.J.CFEHJNNF.H.KKF. V96 B98 C99 E95 H99 K99 
12 9 3	.VV.D...BCD.AABCF...BCFEHJNNFEHJ..KK V99 B99 C99 D99 E98 H99 J99 F99 K97 
12 8 4	VV..D...BCD.AABCFEH.BCFEHJNNF..J..KK B99 C99 D99 E97 J99 F99 K97 
12 8 4	.VV.D...BCD.AABCFE.JBCFEHJNNF.H...KK V99 B99 C99 D99 E99 H99 F99 K97 
12 8 4	.VV.D...BCD.AABCFE.JBCFEHJNNF.H..KK. V99 B99 C99 D99 E99 H99 F99 K98 
12 8 4	...CVV..BCD.AABCDE..B.FEHJNNF.HJKKF. V96 B99 C98 E99 H99 J99 K99 
12 8 4	.VV.D...BCDEAABCFE..BCF.HJNNF.HJ..KK V99 B99 C99 D99 H99 J99 F99 K97 
12 8 4	..BVV...BCD.AABCDE...CFEHJNNF.HJKKF. V97 B98 C99 E99 H99 J99 K99 
12 9 3	.VV.D...BCD.AABCF...BCFEHJNNFEHJ.KK. V99 B99 C99 D99 E98 H99 J99 F99 K98 
12 9 3	.VV.D...BCD.AABCF..JBCFEHJNNFEH...KK V99 B99 C99 D99 E98 H99 F99 K97 
12 8 4	..VVD...BCD.AABCFEHJBCFEHJNNF....KK. V98 B99 C99 D99 E95 F99 K98 
12 8 4	.VV.D...BCD.AABCFE.JBCFEHJNNF.H.KK.. V99 B99 C99 D99 E99 H99 F99 K99 
12 8 4	..VVD...BCDEAABCFE..BCF.HJNNF.HJ.KK. V98 B99 C99 D99 H99 J99 F99 K98 
12 8 4	..BCVV..BCD.AABCDEH...FEHJNNF..JKKF. V96 B98 C98 E99 J99 K99 
12 9 3	.VV.DE..BCDEAABCF...BCF.HJNNF.HJ.KK. V99 B99 C99 D99 E99 H99 J99 F99 K98 
12 8 4	.VVCD...BCDEAABCFE..B.F.HJNNF.HJKK.. V99 B99 D99 H99 J99 F99 K97 
12 8 4	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ.KK. V99 B99 D99 E99 H99 J99 F99 K98 
12 9 3	..VVD...BCD.AABCF...BCF.HJNNFEHJ.KKE V98 B99 C99 D99 E97 H99 J99 F99 K98 
12 8 4	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ..KK V99 B99 D99 E99 H99 J99 F99 K97 
12 9 3	.VVCDE..BCDEAABCF...B.F.HJNNF.HJ.KK. V99 B99 D99 E95 H99 J99 F99 K98 
12 8 4	..BCVV..BCDEAABCDEHJ..F.HJNNF.KK..F. V96 B98 C98 E94 K99 
12 8 4	.VV.D...BCD.AABCFEH.BCFEHJNNF..J..KK V99 B99 C99 D99 E99 J99 F99 K97 
12 8 4	VVB.D...BCD.AABCFEH..CFEHJNNF..JKK.. B98 C99 D99 E99 J99 F99 K99 
12 8 4	..VVD...BCD.AABCFEH.BCFEHJNNF..J.KK. V98 B99 C99 D99 E99 J99 F99 K98 
12 9 3	.VV.D...BCD.AABCF..JBCF.HJNNFEH..KKE V99 B99 C99 D99 E97 H99 F99 K98 
12 8 4	..BCVV..BCD.AABCDEHJ..FEHJNNF...KKF. V96 B98 C98 E95 K99 
12 8 4	..BCVV..BCD.AABCDEHJ..FEHJNNF.KK..F. V96 B98 C98 E95 K99 
12 8 4	..B.VV..BCD.AABCDE...CFEHJNNF.HJKKF. V96 B98 C99 E99 H99 J99 K99 
12 8 4	....VV..BCD.AABCDE..BCFEHJNNF.HJKKF. V96 B99 C99 E95 H99 J99 K99 
12 9 3	..VVDE..BCDEAABCF...BCF.HJNNF.HJ.KK. V98 B99 C99 D99 E99 H99 J99 F99 K98 
12 8 4	.VV.D...BCDEAABCFE..BCF.HJNNF.HJKK.. V99 B99 C99 D99 H99 J99 F99 K99 
12 9 3	.VV.D...BCD.AABC.E..BCFEHJNNF.HJKKF. V99 B99 C99 D99 E97 H99 J99 K99 
12 8 4	..B.VV..BCDEAABCDE.J.CF.HJNNF.HKK.F. V96 B98 C99 E96 H99 
12 8 4	VV..D...BCD.AABCFEH.BCFEHJNNF..JKK.. B99 C99 D99 E97 J99 F99 K99 
12 8 4	..VVD...BCD.AABCFEHJBCFEHJNNF...KK.. V98 B99 C99 D99 E97 F99 K99 
12 9 3	.VV.DE..BCDEAABCF...BCF.HJNNF.HJKK.. V99 B99 C99 D99 E99 H99 J99 F99 K99 
12 8 4	.VV.D...BCD.AABCFEHJBCFEHJNNF.....KK V99 B99 C99 D99 E97 F99 K97 
12 8 4	..VVD...BCD.AABCFEHJBCFEHJNNF.....KK V98 B99 C99 D99 E97 F99 K97 
12 9 3	..VVDE..BCDEAABCF...BCF.HJNNF.HJKK.. V98 B99 C99 D99 E99 H99 J99 F99 K99 
12 8 4	.VVCD...BCD.AABCFE..B.FEHJNNF.HJKK.. V99 B99 D99 E99 H99 J99 F99 K99 
12 8 4	..BCVV..BCDEAABCDE....F.HJNNF.HJKKF. V96 B98 C98 H99 J99 K99 
12 8 4	..BVV...BCD.AABCDEHJ.CFEHJNNF.KK..F. V95 B98 C99 E97 K99 
12 8 4	...CVV..BCDEAABCDE.JB.F.HJNNF.H.KKF. B97 C98 V96 H99 K99 
