0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
8 8 0	.VV.D...BCD.AABCFE.JBCFEHJNNF.H...KK V99 B99 C99 D99 E99 H99 F99 K97 
8 8 0	.VV.D...BCD.AABC.E..BCFEHJNNF.HJKKF. V99 B99 C99 D99 E99 H99 J99 K99 
8 8 0	.VV.D...BCD.AABCFEH.BCFEHJNNF..JKK.. V99 B99 C99 D99 E99 J99 F99 K99 
8 8 0	.VV.D...BCD.AABCFEH.BCFEHJNNF..J.KK. V99 B99 C99 D99 E99 J99 F99 K98 
8 8 0	.VV.D...BCD.AABCFEH.BCFEHJNNF..J..KK V99 B99 C99 D99 E99 J99 F99 K97 
8 8 0	.VV.D...BCD.AABCF..JBCFEHJNNFEH.KK.. V99 B99 C99 D99 E98 H99 F99 K99 
8 8 0	.VV.D...BCD.AABCF..JBCFEHJNNFEH..KK. V99 B99 C99 D99 E98 H99 F99 K98 
8 8 0	.VV.D...BCD.AABCF..JBCFEHJNNFEH...KK V99 B99 C99 D99 E98 H99 F99 K97 
8 8 0	.VV.D...BCD.AABC....BCFEHJNNFEHJKKF. V99 B99 C99 D99 E98 H99 J99 K99 
8 8 0	.VV.D...BCD.AABCF.H.BCFEHJNNFE.JKK.. V99 B99 C99 D99 E98 J99 F99 K99 
8 8 0	.VV.D...BCD.AABCF.H.BCFEHJNNFE.J.KK. V99 B99 C99 D99 E98 J99 F99 K98 
8 8 0	.VV.D...BCD.AABCF.H.BCFEHJNNFE.J..KK V99 B99 C99 D99 E98 J99 F99 K97 
8 8 0	.VV.D...BCD.AABCF..JBCF.HJNNFEH.KK.E V99 B99 C99 D99 E97 H99 F99 K99 
8 8 0	.VV.D...BCD.AABCF..JBCF.HJNNFEH..KKE V99 B99 C99 D99 E97 H99 F99 K98 
8 8 0	.VV.D...BCD.AABC....BCF.HJNNFEHJKKFE V99 B99 C99 D99 E97 H99 J99 K99 
8 8 0	.VV.D...BCD.AABCF.H.BCF.HJNNFE.JKK.E V99 B99 C99 D99 E97 J99 F99 K99 
8 8 0	.VV.D...BCD.AABCF.H.BCF.HJNNFE.J.KKE V99 B99 C99 D99 E97 J99 F99 K98 
8 8 0	.VV.DE..BCDEAABCF..JBCF.HJNNF.H.KK.. V99 B99 C99 D99 E99 H99 F99 K99 
8 8 0	.VV.DE..BCDEAABCF..JBCF.HJNNF.H..KK. V99 B99 C99 D99 E99 H99 F99 K98 
8 8 0	.VV.DE..BCDEAABCF..JBCF.HJNNF.H...KK V99 B99 C99 D99 E99 H99 F99 K97 
8 8 0	.VV.DE..BCDEAABC....BCF.HJNNF.HJKKF. V99 B99 C99 D99 E99 H99 J99 K99 
8 8 0	.VV.DE..BCDEAABCF.H.BCF.HJNNF..JKK.. V99 B99 C99 D99 E99 J99 F99 K99 
8 8 0	.VV.DE..BCDEAABCF.H.BCF.HJNNF..J.KK. V99 B99 C99 D99 E99 J99 F99 K98 
8 8 0	.VV.DE..BCDEAABCF.H.BCF.HJNNF..J..KK V99 B99 C99 D99 E99 J99 F99 K97 
8 8 0	.VV.D...BCDEAABCFE..BCF.HJNNF.HJKK.. V99 B99 C99 D99 H99 J99 F99 K99 
8 8 0	.VV.D...BCDEAABCFE..BCF.HJNNF.HJ.KK. V99 B99 C99 D99 H99 J99 F99 K98 
8 8 0	.VV.D...BCDEAABCFE..BCF.HJNNF.HJ..KK V99 B99 C99 D99 H99 J99 F99 K97 
8 8 0	.VVCD...BCD.AABCFE..B.FEHJNNF.HJKK.. V99 B99 D99 E99 H99 J99 F99 K99 
8 8 0	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ.KK. V99 B99 D99 E99 H99 J99 F99 K98 
8 8 0	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ..KK V99 B99 D99 E99 H99 J99 F99 K97 
8 8 0	.VVCD...BCD.AABCF...B.FEHJNNFEHJKK.. V99 B99 D99 E98 H99 J99 F99 K99 
8 8 0	.VVCD...BCD.AABCF...B.FEHJNNFEHJ.KK. V99 B99 D99 E98 H99 J99 F99 K98 
8 8 0	.VVCD...BCD.AABCF...B.FEHJNNFEHJ..KK V99 B99 D99 E98 H99 J99 F99 K97 
8 8 0	.VVCD...BCD.AABCF...B.F.HJNNFEHJKK.E V99 B99 D99 E97 H99 J99 F99 K99 
8 8 0	.VVCD...BCD.AABCF...B.F.HJNNFEHJ.KKE V99 B99 D99 E97 H99 J99 F99 K98 
8 8 0	.VVCDE..BCDEAABCF...B.F.HJNNF.HJKK.. V99 B99 D99 E99 H99 J99 F99 K99 
8 8 0	.VVCDE..BCDEAABCF...B.F.HJNNF.HJ.KK. V99 B99 D99 E99 H99 J99 F99 K98 
8 8 0	.VVCDE..BCDEAABCF...B.F.HJNNF.HJ..KK V99 B99 D99 E99 H99 J99 F99 K97 
8 8 0	..VVD...BCD.AABCFE.JBCFEHJNNF.H.KK.. V98 B99 C99 D99 E99 H99 F99 K99 
8 8 0	..VVD...BCD.AABCFE.JBCFEHJNNF.H..KK. V98 B99 C99 D99 E99 H99 F99 K98 
8 8 0	..VVD...BCD.AABCFE.JBCFEHJNNF.H...KK V98 B99 C99 D99 E99 H99 F99 K97 
8 8 0	..VVD...BCD.AABC.E..BCFEHJNNF.HJKKF. V98 B99 C99 D99 E99 H99 J99 K99 
8 8 0	..VVD...BCD.AABCFEH.BCFEHJNNF..JKK.. V98 B99 C99 D99 E99 J99 F99 K99 
8 8 0	..VVD...BCD.AABCFEH.BCFEHJNNF..J.KK. V98 B99 C99 D99 E99 J99 F99 K98 
8 8 0	..VVD...BCD.AABCFEH.BCFEHJNNF..J..KK V98 B99 C99 D99 E99 J99 F99 K97 
8 8 0	..VVD...BCD.AABCF..JBCFEHJNNFEH.KK.. V98 B99 C99 D99 E98 H99 F99 K99 
8 8 0	..VVD...BCD.AABCF..JBCFEHJNNFEH..KK. V98 B99 C99 D99 E98 H99 F99 K98 
8 8 0	..VVD...BCD.AABCF..JBCFEHJNNFEH...KK V98 B99 C99 D99 E98 H99 F99 K97 
8 8 0	..VVD...BCD.AABC....BCFEHJNNFEHJKKF. V98 B99 C99 D99 E98 H99 J99 K99 
8 8 0	..VVD...BCD.AABCF.H.BCFEHJNNFE.JKK.. V98 B99 C99 D99 E98 J99 F99 K99 
8 8 0	..VVD...BCD.AABCF.H.BCFEHJNNFE.J.KK. V98 B99 C99 D99 E98 J99 F99 K98 
8 8 0	..VVD...BCD.AABCF.H.BCFEHJNNFE.J..KK V98 B99 C99 D99 E98 J99 F99 K97 
8 8 0	..VVD...BCD.AABCF..JBCF.HJNNFEH.KK.E V98 B99 C99 D99 E97 H99 F99 K99 
8 8 0	..VVD...BCD.AABCF..JBCF.HJNNFEH..KKE V98 B99 C99 D99 E97 H99 F99 K98 
8 8 0	..VVD...BCD.AABC....BCF.HJNNFEHJKKFE V98 B99 C99 D99 E97 H99 J99 K99 
8 8 0	..VVD...BCD.AABCF.H.BCF.HJNNFE.JKK.E V98 B99 C99 D99 E97 J99 F99 K99 
8 8 0	..VVD...BCD.AABCF.H.BCF.HJNNFE.J.KKE V98 B99 C99 D99 E97 J99 F99 K98 
8 8 0	..VVDE..BCDEAABCF..JBCF.HJNNF.H.KK.. V98 B99 C99 D99 E99 H99 F99 K99 
8 8 0	..VVDE..BCDEAABCF..JBCF.HJNNF.H..KK. V98 B99 C99 D99 E99 H99 F99 K98 
8 8 0	..VVDE..BCDEAABCF..JBCF.HJNNF.H...KK V98 B99 C99 D99 E99 H99 F99 K97 
8 8 0	..VVDE..BCDEAABC....BCF.HJNNF.HJKKF. V98 B99 C99 D99 E99 H99 J99 K99 
8 8 0	..VVDE..BCDEAABCF.H.BCF.HJNNF..JKK.. V98 B99 C99 D99 E99 J99 F99 K99 
8 8 0	..VVDE..BCDEAABCF.H.BCF.HJNNF..J.KK. V98 B99 C99 D99 E99 J99 F99 K98 
8 8 0	..VVDE..BCDEAABCF.H.BCF.HJNNF..J..KK V98 B99 C99 D99 E99 J99 F99 K97 
8 8 0	..VVD...BCDEAABCFE..BCF.HJNNF.HJKK.. V98 B99 C99 D99 H99 J99 F99 K99 
8 8 0	..VVD...BCDEAABCFE..BCF.HJNNF.HJ.KK. V98 B99 C99 D99 H99 J99 F99 K98 
8 8 0	..VVD...BCDEAABCFE..BCF.HJNNF.HJ..KK V98 B99 C99 D99 H99 J99 F99 K97 
8 8 0	..BVV...BCD.AABCDE...CFEHJNNF.HJKKF. V97 B98 C99 E99 H99 J99 K99 
8 8 0	..BVV...BCD.AABCD....CFEHJNNFEHJKKF. V97 B98 C99 E98 H99 J99 K99 
8 8 0	..BVV...BCD.AABCD....CF.HJNNFEHJKKFE V97 B98 C99 E97 H99 J99 K99 
8 8 0	..BVVE..BCDEAABCD....CF.HJNNF.HJKKF. V97 B98 C99 E99 H99 J99 K99 
8 8 0	..BCVV..BCD.AABCDE.J..FEHJNNF.H.KKF. V96 B98 C98 E99 H99 K99 
8 8 0	..BCVV..BCD.AABCDEH...FEHJNNF..JKKF. V96 B98 C98 E99 J99 K99 
8 8 0	..BCVV..BCD.AABCD..J..FEHJNNFEH.KKF. V96 B98 C98 E98 H99 K99 
8 8 0	..BCVV..BCD.AABCD.H...FEHJNNFE.JKKF. V96 B98 C98 E98 J99 K99 
8 8 0	..BCVV..BCD.AABCD..J..F.HJNNFEH.KKFE V96 B98 C98 E97 H99 K99 
8 8 0	..BCVV..BCD.AABCD.H...F.HJNNFE.JKKFE V96 B98 C98 E97 J99 K99 
8 8 0	..BCVV..BCDEAABCDE....F.HJNNF.HJKKF. V96 B98 C98 H99 J99 K99 
8 8 0	..B.VV..BCD.AABCDE...CFEHJNNF.HJKKF. V96 B98 C99 E99 H99 J99 K99 
8 8 0	..B.VV..BCD.AABCD....CFEHJNNFEHJKKF. V96 B98 C99 E98 H99 J99 K99 
8 8 0	..B.VV..BCD.AABCD....CF.HJNNFEHJKKFE V96 B98 C99 E97 H99 J99 K99 
8 8 0	...CVV..BCD.AABCDE..B.FEHJNNF.HJKKF. V96 B99 C98 E99 H99 J99 K99 
8 8 0	...CVV..BCD.AABCD...B.FEHJNNFEHJKKF. V96 B99 C98 E98 H99 J99 K99 
8 8 0	...CVV..BCD.AABCD...B.F.HJNNFEHJKKFE V96 B99 C98 E97 H99 J99 K99 
8 8 0	VV..D...BCD.AABCFE..BCFEHJNNF.HJKK.. B99 C99 D99 E99 H99 J99 F99 K99 
8 8 0	VV..D...BCD.AABCFE..BCFEHJNNF.HJ.KK. B99 C99 D99 E99 H99 J99 F99 K98 
8 8 0	VV..D...BCD.AABCFE..BCFEHJNNF.HJ..KK B99 C99 D99 E99 H99 J99 F99 K97 
8 8 0	VV..D...BCD.AABCF...BCFEHJNNFEHJKK.. B99 C99 D99 E98 H99 J99 F99 K99 
8 8 0	VV..D...BCD.AABCF...BCFEHJNNFEHJ.KK. B99 C99 D99 E98 H99 J99 F99 K98 
8 8 0	VV..D...BCD.AABCF...BCFEHJNNFEHJ..KK B99 C99 D99 E98 H99 J99 F99 K97 
8 8 0	VV..D...BCD.AABCF...BCF.HJNNFEHJKK.E B99 C99 D99 E97 H99 J99 F99 K99 
8 8 0	VV..D...BCD.AABCF...BCF.HJNNFEHJ.KKE B99 C99 D99 E97 H99 J99 F99 K98 
8 8 0	VV..DE..BCDEAABCF...BCF.HJNNF.HJKK.. B99 C99 D99 E99 H99 J99 F99 K99 
8 8 0	VV..DE..BCDEAABCF...BCF.HJNNF.HJ.KK. B99 C99 D99 E99 H99 J99 F99 K98 
8 8 0	VV..DE..BCDEAABCF...BCF.HJNNF.HJ..KK B99 C99 D99 E99 H99 J99 F99 K97 
9 9 0	.VV.D...BCD.AABCFE..BCFEHJNNF.HJKK.. V99 B99 C99 D99 E99 H99 J99 F99 K99 
9 9 0	.VV.D...BCD.AABCFE..BCFEHJNNF.HJ.KK. V99 B99 C99 D99 E99 H99 J99 F99 K98 
9 9 0	.VV.D...BCD.AABCFE..BCFEHJNNF.HJ..KK V99 B99 C99 D99 E99 H99 J99 F99 K97 
9 9 0	.VV.D...BCD.AABCF...BCFEHJNNFEHJKK.. V99 B99 C99 D99 E98 H99 J99 F99 K99 
9 9 0	.VV.D...BCD.AABCF...BCFEHJNNFEHJ.KK. V99 B99 C99 D99 E98 H99 J99 F99 K98 
9 9 0	.VV.D...BCD.AABCF...BCFEHJNNFEHJ..KK V99 B99 C99 D99 E98 H99 J99 F99 K97 
9 9 0	.VV.D...BCD.AABCF...BCF.HJNNFEHJKK.E V99 B99 C99 D99 E97 H99 J99 F99 K99 
9 9 0	.VV.D...BCD.AABCF...BCF.HJNNFEHJ.KKE V99 B99 C99 D99 E97 H99 J99 F99 K98 
9 9 0	.VV.DE..BCDEAABCF...BCF.HJNNF.HJKK.. V99 B99 C99 D99 E99 H99 J99 F99 K99 
9 9 0	.VV.DE..BCDEAABCF...BCF.HJNNF.HJ.KK. V99 B99 C99 D99 E99 H99 J99 F99 K98 
9 9 0	.VV.DE..BCDEAABCF...BCF.HJNNF.HJ..KK V99 B99 C99 D99 E99 H99 J99 F99 K97 
9 9 0	..VVD...BCD.AABCFE..BCFEHJNNF.HJKK.. V98 B99 C99 D99 E99 H99 J99 F99 K99 
9 9 0	..VVD...BCD.AABCFE..BCFEHJNNF.HJ.KK. V98 B99 C99 D99 E99 H99 J99 F99 K98 
9 9 0	..VVD...BCD.AABCFE..BCFEHJNNF.HJ..KK V98 B99 C99 D99 E99 H99 J99 F99 K97 
9 9 0	..VVD...BCD.AABCF...BCFEHJNNFEHJKK.. V98 B99 C99 D99 E98 H99 J99 F99 K99 
9 9 0	..VVD...BCD.AABCF...BCFEHJNNFEHJ.KK. V98 B99 C99 D99 E98 H99 J99 F99 K98 
9 9 0	..VVD...BCD.AABCF...BCFEHJNNFEHJ..KK V98 B99 C99 D99 E98 H99 J99 F99 K97 
9 9 0	..VVD...BCD.AABCF...BCF.HJNNFEHJKK.E V98 B99 C99 D99 E97 H99 J99 F99 K99 
9 9 0	..VVD...BCD.AABCF...BCF.HJNNFEHJ.KKE V98 B99 C99 D99 E97 H99 J99 F99 K98 
9 9 0	..VVDE..BCDEAABCF...BCF.HJNNF.HJKK.. V98 B99 C99 D99 E99 H99 J99 F99 K99 
9 9 0	..VVDE..BCDEAABCF...BCF.HJNNF.HJ.KK. V98 B99 C99 D99 E99 H99 J99 F99 K98 
9 9 0	..VVDE..BCDEAABCF...BCF.HJNNF.HJ..KK V98 B99 C99 D99 E99 H99 J99 F99 K97 
9 9 0	..BCVV..BCD.AABCDE....FEHJNNF.HJKKF. V96 B98 C98 E99 H99 J99 K99 
9 9 0	..BCVV..BCD.AABCD.....FEHJNNFEHJKKF. V96 B98 C98 E98 H99 J99 K99 
9 9 0	..BCVV..BCD.AABCD.....F.HJNNFEHJKKFE V96 B98 C98 E97 H99 J99 K99 
