3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. C99 
9 6 3	.CCBBB.HHFLY.AAFLYG.DFL.G.DUU.EE.... H99 Y95 G99 D99 E97 
9 6 3	CCBBB.GHHFL.GAAFLY..DFLY..DUU...EE.. C99 B99 H99 D99 G97 E99 
9 6 3	CCBBB..HHFL.GAAFLYG.DFLY..DUU...EE.. C99 B99 H99 D99 G98 E99 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.G.UU..GEE... C99 A99 Y99 D96 U99 E98 
9 6 3	CC.BBB.HHFLYAA.FLY..DFL.G.DUU.G.EE.. C99 H99 A99 Y99 D99 E99 
9 6 3	.CCBBBHH.FL.AADFL.G.DFLYG.UU.Y..EE.. A99 Y99 G99 D98 U99 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG.UU..EE.... C99 A99 G99 D96 U99 E97 
9 5 4	CC.BBBHHDFL.AADFLY...FLYG.UU..G..EE. C99 A99 D95 U99 
9 6 3	CCDBBBHHDFL..AAFLY...FLYG.UU..G.EE.. C99 A98 D96 U99 E99 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.G.UU..G...EE C99 A99 Y99 D96 U99 E99 
9 6 3	.CCBBBHHDFL.AADFL.G..FLYGUU..Y..EE.. A99 Y99 G99 D97 U98 E99 
9 7 2	.CCBBBHHD.L.AAD.L.G..FLYGUUF.Y...FEE F98 A99 Y99 G99 D97 U98 E99 
9 6 3	CCDBBBHHDFL.GAAFLYG..FLY..UU.....EE. C99 A98 G98 D96 U99 
9 6 3	CCDBBBHHDF..AA.FLY...FLYG.UUL.G...EE C99 L99 A99 D96 U99 E99 
9 6 3	.CCBBBHH.FL.AADFL.G.DFLYGUU..Y..EE.. A99 Y99 G99 D98 U98 E99 
9 5 4	.CCBBBHHDFLYAADFLY...FL.GUU...G..EE. A99 Y97 D97 U98 
9 6 3	GCCBBBGHHFLY.AAFLY..DFL...D.UU..EE.. H99 Y99 G96 D99 U99 E99 
9 6 3	.CCBBBHH.FLYAA.FLYG.DFL.G.D.UU....EE A99 Y99 G99 D99 U99 E99 
9 6 3	.CCBBB.HHFLY.AAFLYG.DFL.G.D.UU..EE.. H99 Y99 G99 D99 U99 E99 
9 7 2	CCDBBBHHDF..AA.F.YG..FLYG.UUL...EEL. C99 L98 A99 G99 D96 U99 E99 
9 6 3	.CCBBBHHDFL.AADFL.G..FLYGUU..Y.EE... A99 Y99 G99 D97 U98 E98 
9 7 2	CCBBBY.HHFLYAA.FL.G..FL.G.D.UU..DEE. C99 B99 H99 A99 Y98 G99 U99 
9 5 4	CCBBB.HH.FL.AADFLY..DFLYG..UU.G.EE.. C99 B99 A99 D98 E99 
9 8 1	CCBBBYHH..LY..AAL...DFL.G.DFUUG..FEE C99 B99 A99 Y98 F98 D99 U99 E99 
9 7 2	.CCBBBHH..LY..AALYG.DFL.G.DFUU...FEE F98 A99 Y99 G99 D99 U99 E99 
9 6 3	GCCBBBGHHFLY.AAFLY..DFL...D.UU....EE H99 Y99 G96 D99 U99 E99 
9 6 3	.CCBBBHHD.L.AADFL....FLYGUUF.YG...EE F99 A99 Y99 D97 U98 E99 
9 5 4	CCBBB.HH.FL.AADFLY..DFLYG..UU.GEE... C99 B99 A99 D98 E98 
9 6 3	CC.BBBHHDFL.AADFL....FLYGUU..YG...EE C99 D97 A99 Y99 U98 E99 
9 6 3	CC.BBB.HHFL.AA.FLY..DFLYG.D.UUGEE... C99 H99 A99 D99 U99 E98 
9 6 3	CCBBB.GHHFL.GAAFLY...FLY..D.UU..D.EE C99 B99 H99 G97 U99 E99 
9 7 2	CC.BBBHH..LYGAA.LYG.DFL...DFUU...FEE C99 Y99 F98 G98 D99 U99 E99 
9 8 1	CCBBBYHH..LYGAA.L.G.DFL...DFUU...FEE C99 B99 Y98 F98 G98 D99 U99 E99 
9 8 1	CCBBBYHH..LY.AA.L.G.DFL.G.DFUU...FEE C99 B99 Y98 F98 G99 D99 U99 E99 
9 6 3	.CCBBB..HHLY.AAFLY...FL.G.DFUUG.D.EE H98 F97 Y99 U99 E99 
9 6 3	.CCBBBHH..LYAAD.LY..DFL.G..FUUG..FEE F98 A99 Y99 D98 U99 E99 
9 6 3	.CCBBBHH..LY.AAFLYG.DFL.G.DFUU..EE.. F99 Y99 G99 D99 U99 E99 
9 7 2	.CCBBB..HHLYGAA.LYG.DFL...DFUU...FEE H98 F98 Y99 G98 D99 U99 E99 
9 8 1	CCBBBY.HH.LY.AA.L...DFL.G.DFUUG..FEE C99 B99 H99 Y98 F98 D99 U99 E99 
9 8 1	CCBBBY..HHLY.AA.L...DFL.G.DFUUG..FEE C99 B99 H98 Y98 F98 D99 U99 E99 
9 7 2	.CCBBB..HHLY.AA.LYG.DFL.G.DFUU...FEE H98 F98 Y99 G99 D99 U99 E99 
9 5 4	CC.BBBHH.FL.AADFLY..DFLYG..UU.GEE... C99 A99 D98 E98 
9 6 3	.CCBBBHH.FL.AADFL.G.DFLYGUU..Y....EE A99 Y99 G99 D98 U98 E99 
9 6 3	CC.BBB.HHFLYGAAFLYG..FL...D.UU..D.EE C99 H99 Y99 G98 U99 E99 
9 6 3	CC.BBB.HHFL.GAAFLYG.DFLY..D.UU....EE C99 H99 D99 G98 U99 E99 
9 5 4	.CCBBBHH.F..AADFLY..DFLYGUU.L.G...EE L99 A99 D98 U98 E99 
9 5 4	.CCBBBHH..L.AADFLY..DFLYGUUF..G...EE F99 A99 D98 U98 E99 
9 5 4	CC.BBBHH.FL.AADFLY..DFLYGUU...G...EE C99 A99 D98 U98 E99 
9 5 4	.CCBBB.HHFLYAADFLY..DFL.G..UU.GEE... H99 A99 Y99 D98 E98 
9 5 4	CC.BBBHHDFL.AADFLY...FLYG...UUG...EE C99 A99 D97 U99 E99 
9 5 4	CC.BBBHH.FL.AADFLY..DFLYG...UUG...EE C99 A99 D98 U99 E99 
9 5 4	.CCBBBHH.FLYAADFLY..DFL.GUU...GEE... A99 Y99 D98 U98 E98 
9 5 4	.CCBBB.HHFL.AADFLY..DFLYGUU...G...EE H99 A99 D98 U98 E99 
9 5 4	.CCBBBHH..L.AADFLY..DFLYG..FUUG...EE F99 A99 D98 U99 E99 
9 6 3	CCBBB.HH.FLY.AAFLY..DFL.G.D.UUGEE... C99 B99 Y99 D99 U99 E98 
9 6 3	CC.BBBHH.FL.AADFL...DFLYG.UU.YG...EE C99 A99 Y99 D98 U99 E99 
9 7 2	CCBBB.HH..L.GAA.LYG.DFLY..DFUU...FEE C99 B99 F98 G98 D99 U99 E99 
9 5 4	.CCBBBHH.FLYAADFLY..DFL.G...UUG...EE A99 Y99 D98 U99 E99 
9 7 2	CCBBBY.HHFLYGAAFL.G.DFL...DUU..EE... C99 B99 H99 Y98 G98 D99 E98 
9 5 4	CC.BBBHH.FL.AADFLY..DFLYGUU...GEE... C99 A99 D98 U98 E98 
9 5 4	.CCBBBHH.FL.AADFLYG.DFLYG.UU......EE A99 G99 D98 U99 E99 
9 6 3	CC.BBBHH.FLYAA.FLY..DFL.G.D.UUG...EE C99 A99 Y99 D99 U99 E99 
9 5 4	.CCBBBHH.FLYAADFLYG.DFL.G..UU..EE... A99 Y99 G99 D98 E98 
9 6 3	.CCBBB.HHFLYAA.FLY..DFL.G.D.UUG...EE H99 A99 Y99 D99 U99 E99 
9 9 0	CCDBBBHHD.....AA.....FL.GUUFLYGEEFLY C99 F98 L98 A97 Y98 D96 U98 E98 
9 6 3	.CCBBB.HH.L.GAAFLYG.DFLY..DFUU....EE H99 F99 G98 D99 U99 E99 
9 6 3	.CCBBBHHDF..AADFL....FLYGUU.LYG...EE L99 A99 Y99 D97 U98 E99 
9 5 4	.CCBBBHH.FL.AADFLYG.DFLYGUU.....EE.. A99 G99 D98 U98 E99 
9 6 3	GCCBBBG.HHL.AA.FLY..DFLY..DFUU...EE. H98 F99 A99 G96 D99 U99 
9 6 3	.CCBBBHH..L.AA.FLYG.DFLYG.DFUU....EE F99 A99 G99 D99 U99 E99 
9 6 3	.CCBBBHH..LYAA.FLY..DFL.G.DFUUG...EE F99 A99 Y99 D99 U99 E99 
9 6 3	CC.BBBGHHFLYGAAFLY...FL...D.UU..D.EE C99 H99 Y99 G97 U99 E99 
9 8 1	CCDBBBHHD.L.AA..L.G..FL.GUUF.Y.EEF.Y C99 F98 A99 Y98 G99 D96 U98 E98 
9 7 2	CCBBB..HHFL.AA.FL...DFL.G.DUUYGEE..Y C99 B99 H99 A99 D99 Y98 E98 
9 6 3	CC.BBBHH.FL.AADFL.G.DFLYG..UUYEE.... C99 A99 Y99 G99 D98 E97 
9 6 3	.CCBBBHH..L.AAD.LY..DFLYG..FUUGEEF.. F98 A99 D98 U99 E98 
9 7 2	CCDBBBHHD.L.AA..LYG..FLYGUUF...EEF.. C99 F98 A99 G99 D96 U98 E98 
9 7 2	CCDBBBHHD.LYAA..LY...FL.GUUF..GEEF.. C99 F98 A99 Y99 D96 U98 E98 
9 8 1	CCDBBBHHD...AA...YG..FLYGUUFL..EEFL. C99 F98 L98 A99 G99 D96 U98 E98 
9 8 1	CCDBBBHHD.L.AA..L.G..FLYGUUF.Y.EEF.. C99 F98 A99 Y99 G99 D96 U98 E98 
9 8 1	CCDBBBHHD.L..AA.L....FL.GUUF.YGEEF.Y C99 F98 A98 Y98 D96 U98 E98 
9 8 1	CCDBBBHHD...AA..L....FL.GUUFLYGEEF.Y C99 F98 L99 A99 Y98 D96 U98 E98 
9 6 3	.CCBBB.HH.LY.AAFLY..DFL.G.DFUUG...EE H99 F99 Y99 D99 U99 E99 
9 6 3	.CCBBB.HHFL.AADFL...DFLYG.UU.YG...EE H99 A99 Y99 D98 U99 E99 
9 7 2	.CCBBBHHDF..AADF..G..FLYG.UULY..EEL. L98 A99 Y99 G99 D97 U99 E99 
9 6 3	CC.BBBHH.FL.AADFL.G.DFLYG..UUY....EE C99 A99 G99 Y99 D98 E99 
9 7 2	.CCBBBHH..L.AAD.L.G.DFLYGUUF.Y.EEF.. F98 A99 Y99 G99 D98 U98 E98 
9 7 2	CCBBB..HHFL.GAAFL.G.DFLY..DUUYEE.... C99 B99 H99 G98 D99 Y99 E97 
9 5 4	.CCBBBHH.FL.AADFLYG.DFLYG.UU...EE... A99 G99 D98 U99 E98 
9 6 3	CCBBB..HHFL..AAFLYG.DFLYG.DUU..EE... C99 B99 H99 G99 D99 E98 
9 7 2	CC.BBBGHH.L.GAA.LY..DFLY..DFUU...FEE C99 H99 F98 G97 D99 U99 E99 
9 8 1	CCDBBBHHDF..AA.F..G..FL.G.UULY.EE.LY C99 L98 A99 Y98 G99 D96 U99 E98 
9 6 3	.CCBBB.HHFLY.AAFLYG..FL.G.DUU.EED... H99 Y99 G99 D98 E97 
9 8 1	CCDBBBHHDF..AA.F..G..FLYGUU.LY..EEL. C99 L98 A99 Y99 G99 D96 U98 E99 
9 6 3	.CCBBB.HH.LY.AAFLYG..FL.G.DFUU..D.EE H99 F99 Y99 G99 U99 E99 
9 6 3	CCBBB..HHFLY.AAFLYG..FL.G.D.UU..DEE. C99 B99 H99 Y99 G99 U99 
9 7 2	.CCBBB.HH.LY..AALY..DFL.G.DFUUG..FEE H99 F98 A99 Y99 D99 U99 E99 
9 7 2	CC.BBBHH..L.G.AALYG.DFLY..DFUU...FEE C99 A99 F98 G98 D99 U99 E99 
9 7 2	CCDBBBHHDFL.AA.FL.G..FLYG.UU.Y....EE C99 A99 Y99 G99 D96 U99 E99 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.G..UU.G...EE C99 A99 Y97 D96 E99 
9 7 2	CC.BBBHH..L...AALYG.DFLYG.DFUU...FEE C99 A99 F98 G99 D99 U99 E99 
9 7 2	CC.BBBHH..LY..AALY..DFL.G.DFUUG..FEE C99 A99 Y99 F98 D99 U99 E99 
9 7 2	CCDBBBHHDFL.AA.FL.G..FLYGUU..Y....EE C99 A99 Y99 G99 D96 U98 E99 
9 7 2	.CCBBB.HH.LY.AA.LYG.DFL.G.DFUU...FEE H99 F98 Y99 G99 D99 U99 E99 
9 7 2	.CCBBB.HH.LYG.AALYG..FL...DFUU..DFEE H99 F98 A99 Y99 G98 U99 E99 
9 6 3	CCBBB..HHFL.GAAFLYG.DFLY..DUU..EE... C99 B99 H99 G98 D99 E98 
9 7 2	.CCBBB.HH.L.G.AALYG.DFLY..DFUU...FEE H99 F98 A99 G98 D99 U99 E99 
9 7 2	.CCBBB.HH.L...AALYG.DFLYG.DFUU...FEE H99 F98 A99 G99 D99 U99 E99 
9 7 2	CCDBBBHHDFL.GAAFL.G..FLY...UUY....EE C99 A98 Y99 G98 D96 E99 
9 6 3	CC.BBBHH..L.AAD.LY..DFLYG..FUUG..FEE C99 A99 F98 D98 U99 E99 
9 6 3	.CCBBB..HHL.AAD.LY..DFLYG..FUUG..FEE H98 F98 A99 D98 U99 E99 
9 7 2	.CCBBB..HHL...AALYG.DFLYG.DFUU...FEE H98 F98 A99 G99 D99 U99 E99 
9 7 2	CCBBB..HHFL.AA.FL.G..FLYG.DUUY..D.EE C99 B99 H99 A99 G99 Y99 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG...UUEE.... C99 A99 G99 D96 U99 E97 
9 7 2	CCBBBY..HHLY.AAFL.G..FL.G.DFUU..DEE. C99 B99 H98 F99 Y98 G99 U99 
9 7 2	CCBBBY..HHLYAA.FL....FL.G.DFUUG.DEE. C99 B99 H98 F99 A99 Y98 U99 
9 7 2	.CCBBBHHD.L.AAD.L....FLYGUUF.YG..FEE F98 A99 Y99 D97 U98 E99 
9 6 3	CCDBBBHHDFL..AAFLYG..FLYG..UU.EE.... C99 A98 G99 D96 E97 
9 6 3	CC.BBBHH.FL.AA.FLYG..FLYG.DUU.EED... C99 A99 G99 D92 E97 
9 7 2	GCCBBBGHH.LY..AALY...FL...DFUU..DFEE H99 F98 A99 Y99 G96 U99 E99 
9 6 3	.CCBBBHH.F.YAADF.Y..DFL.GUU.L.G.EEL. L98 A99 Y99 D98 U98 E99 
9 6 3	CCBBBYHHDFLYAADFL....FL.G.UU..G..EE. C99 B99 A99 Y98 D97 U99 
9 7 2	.CCBBB..HHL.G.AALYG.DFLY..DFUU...FEE H98 F98 A99 G98 D99 U99 E99 
9 7 2	.CCBBB.HH.L.AAD.L...DFLYGUUF.YG..FEE H99 F98 A99 Y99 D98 U98 E99 
9 6 3	.CCBBBHH....AADF.Y..DFLYGUUFL.G.EEL. F99 L98 A99 D98 U98 E99 
9 6 3	.CCBBB.HH.L.AA.FLY...FLYG.DFUUG.D.EE H99 F97 A99 U99 E99 
9 7 2	.CCBBB..HHLY..AALY..DFL.G.DFUUG..FEE H98 F98 A99 Y99 D99 U99 E99 
9 7 2	CCDBBBHHD.LYAA..LY...FL.G..FUUG..FEE C99 A99 Y99 F98 D96 U99 E99 
9 6 3	.CCBBB.HHF..AADF.Y..DFLYGUU.L.G.EEL. H99 L98 A99 D98 U98 E99 
9 6 3	CC.BBBHH.F..AADF.Y..DFLYGUU.L.G.EEL. C99 A99 D98 L98 U98 E99 
9 6 3	.CCBBB.HH.L.AAD.LY..DFLYG..FUUG..FEE H99 F98 A99 D98 U99 E99 
9 6 3	.CCBBB.HHFLY.AAFLYG.DFL.G.D.UU.EE... H99 Y99 G99 D99 U99 E98 
9 6 3	.CCBBBHH..L.AA.FLY..DFLYG.DFUUG...EE F97 A99 D99 U99 E99 
9 7 2	CCDBBBHHD.L.AA..LYG..FLYG..FUU...FEE C99 A99 F98 G99 D96 U99 E99 
9 6 3	.CCBBB.HHFLYAA.FLYG.DFL.G.D.UU...EE. H99 A99 Y99 G99 D99 U99 
9 6 3	CCBBB...HHL..AAFLYG..FLYG.DFUU..DEE. C99 B99 H98 F99 G99 U99 
9 7 2	GCCBBBG.HHLY..AALY...FL...DFUU..DFEE H98 F98 A99 Y99 G96 U99 E99 
9 5 4	.CCBBBHHDF..AADFLYG..FLYG.UUL....EE. L99 A99 G99 D97 U99 
9 6 3	CCBBB.HH.FL.AADFL...DFL.GUU..YG..EEY C99 B99 A99 D98 U98 Y98 
9 6 3	CC.BBBHHD.L.AAD.LY...FLYG..FUUG..FEE C99 A99 F98 D97 U99 E99 
9 6 3	CC.BBBHHDFL.AADFL.G..FLYG..UUY....EE C99 A99 G99 Y99 D97 E99 
9 6 3	.CCBBBHH..L..AAFLYG.DFLYG.DFUU....EE F97 G99 D99 U99 E99 
9 8 1	.CCBBB..HH..AAD.....DFL.GUUFLYGEEFLY H98 F98 L98 A99 Y98 D98 U98 E98 
9 6 3	CCBBB.HH.FL.AADFL...DFL.G.UU.YG..EEY C99 B99 A99 D98 U99 Y98 
9 8 1	.CCBBBHH....AAD...G.DFLYGUUFLY.EEFL. F98 L98 A99 Y99 G99 D98 U98 E98 
9 8 1	.CCBBB.HH...AAD.....DFL.GUUFLYGEEFLY H99 F98 L98 A99 Y98 D98 U98 E98 
9 8 1	CC.BBBHH....AAD.....DFL.GUUFLYGEEFLY C99 A99 D98 F98 L98 U98 Y98 E98 
9 6 3	CCBBB..HHFL.GAAFLYG..FLY..D.UU..D.EE C99 B99 H99 G98 U99 E99 
9 8 1	.CCBBB....HHAAD.....DFLYGUUFLYGEEFL. H96 F98 L98 A99 Y99 D98 U98 E98 
9 8 1	.CCBBBHHD...AAD......FLYGUUFLYGEEFL. F98 L98 A99 Y99 D97 U98 E98 
9 6 3	.CCBBB..HHL.AA.FLY...FLYG.DFUUG.D.EE H98 F97 A99 U99 E99 
9 8 1	.CCBBB...HH.AAD.....DFLYGUUFLYGEEFL. H97 F98 L98 A99 Y99 D98 U98 E98 
9 8 1	.CCBBB..HH..AAD.....DFLYGUUFLYGEEFL. H98 F98 L98 A99 Y99 D98 U98 E98 
9 7 2	.CCBBB.HH.L.AA..LYG.DFLYG.DFUU...FEE H99 F98 A99 G99 D99 U99 E99 
9 7 2	.CCBBB.HH.LYAA..LY..DFL.G.DFUUG..FEE H99 F98 A99 Y99 D99 U99 E99 
9 7 2	.CCBBBHH..L.AAD.L.G.DFL.GUUF.Y.EEF.Y F98 A99 Y98 G99 D98 U98 E98 
9 8 1	.CCBBB.HH...AAD.....DFLYGUUFLYGEEFL. H99 F98 L98 A99 Y99 D98 U98 E98 
9 8 1	CC.BBBHH....AAD.....DFLYGUUFLYGEEFL. C99 A99 D98 F98 L98 Y99 U98 E98 
9 7 2	.CCBBBHH....AAD.L...DFL.GUUFLYGEEF.Y F98 L99 A99 Y98 D98 U98 E98 
9 7 2	.CCBBBHHD.L.AAD.L....FL.GUUF.YGEEF.Y F98 A99 Y98 D97 U98 E98 
9 7 2	CC.BBBHH..LYAA..LY..DFL.G.DFUUG..FEE C99 A99 Y99 F98 D99 U99 E99 
9 7 2	.CCBBB.HH.L.AAD.L...DFL.GUUF.YGEEF.Y H99 F98 A99 Y98 D98 U98 E98 
9 7 2	.CCBBB..HHL.AAD.L...DFL.GUUF.YGEEF.Y H98 F98 A99 Y98 D98 U98 E98 
9 7 2	.CCBBB..HHL.AA..LYG.DFLYG.DFUU...FEE H98 F98 A99 G99 D99 U99 E99 
9 7 2	CC.BBBHH..L.AAD.L...DFL.GUUF.YGEEF.Y C99 A99 D98 F98 U98 Y98 E98 
9 5 4	CCBBB.HHDFL.AADFLY...FLYG.UU..G..EE. C99 B99 A99 D97 U99 
9 8 1	CCDBBBHHD.L...AAL....FLYGUUF.YG..FEE C99 F98 A97 Y99 D96 U98 E99 
9 6 3	.CCBBBHH..L.AAD.LYG.DFLYGUUF.....FEE F98 A99 G99 D98 U98 E99 
9 6 3	CCBBB..HHFLYGAAFLYG..FL...DUU...DEE. C99 B99 H99 G98 Y95 
9 7 2	.CCBBBHH.F..AADF..G.DFLYGUU.LY.EE.L. L98 A99 Y99 G99 D98 U98 E98 
9 7 2	.CCBBB.HHF..AADF....DFLYG.UULYGEE.L. H99 L98 A99 Y99 D98 U99 E98 
9 7 2	.CCBBBHHDF..AADF.....FLYG.UULYGEE.L. L98 A99 Y99 D97 U99 E98 
9 7 2	.CCBBBHH.F..AADF..G.DFL.GUU.LY.EE.LY L98 A99 Y98 G99 D98 U98 E98 
9 7 2	CC.BBBHH.F..AADF....DFLYG.UULYGEE.L. C99 A99 D98 L98 Y99 U99 E98 
9 7 2	.CCBBBHH....AAD.L...DFLYGUUFLYGEEF.. F98 L99 A99 Y99 D98 U98 E98 
9 6 3	CCBBB..HHFL.GAAFLYG.DFLY..DUU.EE.... C99 B99 H99 G98 D99 E97 
9 7 2	CCBBB...HHL.GAA.LYG..FLY..DFUU..DFEE C99 B99 H98 F98 G98 U99 E99 
9 7 2	.CCBBB..HHL.AAD.L...DFLYGUUF.YGEEF.. H98 F98 A99 Y99 D98 U98 E98 
9 7 2	.CCBBB.HH.L.AAD.L...DFLYGUUF.YGEEF.. H99 F98 A99 Y99 D98 U98 E98 
9 6 3	CCBBB..HHFLYGAAFLYG.DFL...DUU....EE. C99 B99 H99 Y99 G98 D99 
9 7 2	CC.BBBHH..L.AAD.L...DFLYGUUF.YGEEF.. C99 A99 D98 F98 Y99 U98 E98 
9 7 2	.CCBBBHHDF..AADF.....FL.GUU.LYGEE.LY L98 A99 Y98 D97 U98 E98 
9 6 3	.CCBBB.HH.L..AAFLY..DFLYG.DFUUG...EE H99 F97 D99 U99 E99 
9 5 4	CCBBB.HHDFL.AADFLY...FLYG..UU.GEE... C99 B99 A99 D97 E98 
9 5 4	CCBBB.HHDFL.AADFLY...FLYGUU...G..EE. C99 B99 A99 D97 U98 
9 7 2	.CCBBBHH....AADF....DFL.GUUFLYGEE.LY F99 L98 A99 Y98 D98 U98 E98 
9 7 2	.CCBBB.HHF..AADF....DFL.GUU.LYGEE.LY H99 L98 A99 Y98 D98 U98 E98 
9 6 3	.CCBBBGHHFLYGAAFLY..DFL...DUU.....EE H99 Y97 G97 D99 E99 
9 7 2	CC.BBBHH.F..AADF....DFL.GUU.LYGEE.LY C99 A99 D98 L98 U98 Y98 E98 
9 5 4	CCBBB.HHDFL.AADFLY...FLYG..UU.G.EE.. C99 B99 A99 D97 E99 
9 7 2	CC.BBBG.HHLYGAA.LY...FL...DFUU..DFEE C99 H98 Y99 F98 G97 U99 E99 
9 7 2	.CCBBBHH....AADF....DFLYGUUFLYGEE.L. F99 L98 A99 Y99 D98 U98 E98 
9 7 2	.CCBBB.HHF..AADF....DFLYGUU.LYGEE.L. H99 L98 A99 Y99 D98 U98 E98 
9 7 2	CCBBB...HHL..AA.LYG..FLYG.DFUU..DFEE C99 B99 H98 F98 G99 U99 E99 
9 7 2	CC.BBBHH.F..AADF....DFLYGUU.LYGEE.L. C99 A99 D98 L98 Y99 U98 E98 
9 7 2	.CCBBBHH...YAAD..Y..DFL.GUUFL.GEEFL. F98 L98 A99 Y99 D98 U98 E98 
9 8 1	CCDBBBHHD.L.AA..L.G..FLYGUUF.Y...FEE C99 F98 A99 Y99 G99 D96 U98 E99 
9 6 3	CCBBB..HHFLYGAAFLYG..FL...D.UU..DEE. C99 B99 H99 Y99 G98 U99 
9 7 2	CC.BBBG.HHL.G.AALY...FLY..DFUU..DFEE C99 H98 A99 F98 G97 U99 E99 
9 7 2	CCBBB...HHL.AA..LY...FLYG.DFUUG.DFEE C99 B99 H98 A99 F98 U99 E99 
9 7 2	.CCBBBHH....AAD..YG.DFLYGUUFL..EEFL. F98 L98 A99 G99 D98 U98 E98 
9 7 2	.CCBBB....HHAAD..Y..DFLYGUUFL.GEEFL. H96 F98 L98 A99 D98 U98 E98 
9 7 2	.CCBBBHHD...AAD..Y...FLYGUUFL.GEEFL. F98 L98 A99 D97 U98 E98 
9 6 3	CC.BBBGHHFLYGAAFLY..DFL...DUU....EE. C99 G97 H99 D99 Y95 
9 6 3	.CCBBB.HHFL.AADFL.G.DFLYG..UUY....EE H99 A99 Y99 G99 D98 E99 
9 7 2	.CCBBB...HH.AAD..Y..DFLYGUUFL.GEEFL. H97 F98 L98 A99 D98 U98 E98 
9 7 2	.CCBBB..HH..AAD..Y..DFLYGUUFL.GEEFL. H98 F98 L98 A99 D98 U98 E98 
9 6 3	.CCBBBG.HHL.GAAFLY...FLY..DFUU..D.EE H98 F97 G97 U99 E99 
9 7 2	.CCBBB.HH...AAD..Y..DFLYGUUFL.GEEFL. H99 F98 L98 A99 D98 U98 E98 
9 7 2	CC.BBBHH....AAD..Y..DFLYGUUFL.GEEFL. C99 A99 D98 F98 L98 U98 E98 
9 5 4	.CCBBBHHDFLYAADFLY...FL.G...UUG...EE A99 Y99 D97 U99 E99 
9 7 2	CCBBB...HHL...AALY...FLYG.DFUUG.DFEE C99 B99 H98 A99 F98 U99 E99 
9 6 3	.CCBBBHH.F..AADF.Y..DFLYG.UUL.G.EEL. L98 A99 D98 U99 E97 
9 5 4	.CCBBBHH.FL.AADFLYG.DFLYG.UU....EE.. A99 G99 D98 U99 E99 
9 5 4	.CCBBBHH.F..AADFLYG.DFLYG.UUL....EE. L99 A99 G99 D98 U99 
9 6 3	.CCBBBHH.F.YAADF.Y..DFL.G.UUL.GEE.L. L98 A99 Y99 D98 U99 E98 
9 6 3	.CCBBBHH.F..AADF.YG.DFLYG.UUL..EE.L. L98 A99 G99 D98 U99 E98 
9 6 3	CCBBB.HH.FLYAA.FLYG..FL.G.DUU...DEE. C99 B99 A99 G99 Y95 
9 6 3	CC.BBBHH..L..AAFLY..DFLYG.DFUUG...EE C99 F97 D99 U99 E99 
9 6 3	CCBBB..HH.L..AAFLYG..FLYG.DFUU..DEE. C99 B99 H99 F99 G99 U99 
9 6 3	.CCBBBHHDF..AADF.Y...FLYG.UUL.GEE.L. L98 A99 D97 U99 E98 
9 6 3	CCBBB..HHFL.AA.FLYG..FLYG.D.UU..DEE. C99 B99 H99 A99 G99 U99 
9 6 3	.CCBBB.HHF..AADF.Y..DFLYG.UUL.GEE.L. H99 L98 A99 D98 U99 E98 
9 6 3	CC.BBBHH.F..AADF.Y..DFLYG.UUL.GEE.L. C99 A99 D98 L98 U99 E98 
9 6 3	.CCBBBGHHFLYGAAFLY..DFL...D.UU....EE H99 Y99 G97 D99 U99 E99 
9 8 1	CCDBBBHHD...AA..L....FLYGUUFLYG..FEE C99 F98 L99 A99 Y99 D96 U98 E99 
9 7 2	CC.BBB.HH.LY.AA.LYG..FL.G.DFUU..DFEE C99 H99 Y99 F98 G99 U99 E99 
9 6 3	.CCBBBHH..LYAAD.LY..DFL.GUUF..GEEF.. F98 A99 Y99 D98 U98 E98 
9 6 3	.CCBBBHH..L.AAD.LYG.DFLYGUUF...EEF.. F98 A99 G99 D98 U98 E98 
9 5 4	.CCBBBHH.FL.AADFLYG.DFLYG.UU..EE.... A99 G99 D98 U99 E97 
9 7 2	CC.BBBGHH.L.G.AALY...FLY..DFUU..DFEE C99 H99 A99 F98 G97 U99 E99 
9 5 4	.CCBBBHHD.L.AADFLY...FLYG..FUUG...EE F99 A99 D97 U99 E99 
9 6 3	.CCBBBHHD.L.AAD.LY...FLYGUUF..GEEF.. F98 A99 D97 U98 E98 
9 5 4	.CCBBB.HHFL.AADFLY..DFLYG...UUG...EE H99 A99 D98 U99 E99 
9 8 1	CCDBBBHHD.L..AA.L....FLYGUUF.YG..FEE C99 F98 A98 Y99 D96 U98 E99 
9 6 3	.CCBBBHH....AAD.LY..DFLYGUUFL.GEEF.. F98 L99 A99 D98 U98 E98 
9 6 3	.CCBBB..HHL.AAD.LY..DFLYGUUF..GEEF.. H98 F98 A99 D98 U98 E98 
9 6 3	.CCBBBHH.F..AADF.YG.DFLYGUU.L..EE.L. L98 A99 G99 D98 U98 E98 
9 6 3	.CCBBB.HH.L.AAD.LY..DFLYGUUF..GEEF.. H99 F98 A99 D98 U98 E98 
