9 0 9	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
16 13 3	S..C..S..CD...AAD.HHHGDE.BVG.E.BVWWE B96 C99 D98 S99 E98 A99 H96 G98 W98 
16 7 9	SB..D.SB.CDE.AACDE..HHHE..VG....VGWW S99 C98 D99 H98 G99 W99 
16 7 9	SB....SB.....AACDEHHHCDE..VGDE..VGWW S99 C97 D99 E99 G99 W99 
16 10 6	...C..S..C..S.AADE.HHHDE.BVGDE.BVGWW B96 C99 D97 E99 A99 H97 G99 W99 
16 7 9	SB....SB.C..AA.CDEHHHGDE..VGDE..V.WW S99 C98 D99 E99 A99 W99 
16 7 9	.B..D.SB.CD.SAACDE..HHHE..VG.E..VGWW C98 D99 E99 H98 G99 W99 
16 7 9	SB....SB.C...AACDEHHH.DE..VGDE..VGWW S99 C98 D99 E99 G99 W99 
16 7 9	SB..D.SB..DEAA.CDEHHHC.E..VG....VGWW S99 C97 D99 A99 G99 W99 
16 7 9	.B..DESB.CDESAACDE...HHH..VG....VGWW C98 D99 E99 H97 G99 W99 
16 7 9	SB..D.SB.CDEAA.CDEHHH..E..VG....VGWW S99 C98 D99 A99 G99 W99 
16 10 6	...C.....CDE..AADESHHHDESBVG...BVGWW B96 C99 D98 S98 A99 H97 G99 W99 
16 10 6	...C.....CDES.AADESHHHDE.BVG...BVGWW B96 C99 D98 S99 A99 H97 G99 W99 
16 7 9	SB..D.SB.CDE.AACDE.HHH.E..VG....VGWW S99 C98 D99 H99 G99 W99 
16 7 9	SB....SB...EAA.CDEHHHCDE..VGD...VGWW S99 C97 D99 A99 G99 W99 
16 7 9	SB....SB.C.EAA.CDEHHH.DE..VGD...VGWW S99 C98 D99 A99 G99 W99 
16 7 9	SB.CD.SB.CDEAA.GDEHHHG.E..V.....VWW. S99 C99 D99 E96 A99 G99 
16 7 9	SB..DESB.CDEAA.CDEHHHG....VG....V.WW S99 C98 D99 E99 A99 W99 
16 7 9	SB...ESB...E.AACDEHHHCD...VGD...VGWW S99 C97 D99 E99 G99 W99 
16 7 9	SB...ESB.C.E.AACDEHHH.D...VGD...VGWW S99 C98 D99 E99 G99 W99 
16 7 9	SB....SB.C.E.AACDE.HHHDE..VGD...VGWW S99 C98 D99 H99 G99 W99 
16 7 9	SB.C..SB.C..AA.GDEHHHGDE..V.DE..VWW. S99 C99 D99 E97 A99 G99 
16 10 6	...C.....C.ES.AADESHHHDE.BVGD..BVGWW B96 C99 D97 S99 A99 H97 G99 W99 
16 7 9	.B.....B..DE.AACDEHHHCDES.VG..S.VGWW S97 C97 H98 G99 W99 
16 7 9	.B...ESB.C.ESAACDE.HHHD...VGD...VGWW C98 D99 E99 H99 G99 W99 
17 8 9	SB..D.SB.CD..AACDE.HHH.E..VG.E..VGWW S99 C98 D99 E99 H99 G99 W99 
17 8 9	.B...E.B.C.ESAACDESHHHD...VGD...VGWW S99 C98 D99 E99 H99 G99 W99 
17 11 6	S..CD.S..CD..AA.DE.HHH.E.BVG.E.BVGWW B96 C99 D99 S99 E99 A98 H97 G99 W99 
17 8 9	.B...E.B.C.E.AACDESHHHD.S.VGD...VGWW S98 C98 D99 E99 H99 G99 W99 
17 11 6	...C.E...C.ES.AADESHHHD..BVGD..BVGWW B96 C99 D97 E99 S99 A99 H95 G99 W99 
17 11 6	...C..S..CD.S.AADEHHHGDE.BVG.E.BV.WW B96 C99 D98 E99 A99 H96 G98 W99 
17 11 6	...CD....CD.AA..DE.HHH.ESBVG.ESBVGWW B96 C99 D99 A97 E99 H97 S97 G99 W99 
17 11 6	...C.E...C.E..AADESHHHD.SBVGD..BVGWW B96 C99 D97 E99 S98 A99 H95 G99 W99 
17 11 6	S..C..S..CDE..AADEHHHGDE.BVG...BV.WW B96 C99 D98 S99 A99 H96 G98 W99 
17 11 6	.BVCDE.BVCDE..AADES.HHH.S..G.....GWW S98 C99 D99 E99 A97 H96 G99 V96 W99 
17 11 6	S..CDES..CDEAA..DEHHH....BVG...BVGWW B96 S99 C99 D99 E99 A97 H96 G99 W99 
17 11 6	...CDE...CDEAA..DEHHH...SBVG..SBVGWW B96 C99 D99 E99 S97 A97 H94 G99 W99 
17 11 6	...C.E...CDES.AADESHHHD..BVG...BVGWW B96 C99 D98 E99 S99 A99 H95 G99 W99 
17 11 6	...C.E...C.E..AADEHHH.D.SBVGD.SBVGWW B96 C99 D97 E99 S97 A99 H94 G99 W99 
17 11 6	...CDE...CDE.AA.DEHHH...SBVG..SBVGWW B96 C99 D99 E99 S97 A98 H94 G99 W99 
17 11 6	.B.C.E.B.CDE..AADEHHHGD.S.VG..S.VWW. S97 C99 E95 A99 H98 G98 W98 
17 11 6	SBVCDESBVCDE.AA.DE..HHH....G.....GWW S99 C99 D99 E99 A98 H96 G99 V96 W99 
17 11 6	...C.E...C.E..AADE.HHHD.SBVGD.SBVGWW B96 C99 D97 E99 S97 A99 H95 G99 W99 
17 11 6	...C.E...CDE..AADEHHH.D.SBVG..SBVGWW B96 C99 D98 E99 S97 A99 H94 G99 W99 
17 11 6	SBVCDESBVCDE.AA.DE.HHH.....G.....GWW S99 C99 D99 E99 A98 H95 G99 V96 W99 
17 11 6	...C.E...CDE..AADE.HHHD.SBVG..SBVGWW B96 C99 D98 E99 S97 A99 H95 G99 W99 
17 11 6	SBVCDESBVCDE..AADE..HHH....G.....GWW S99 C99 D99 E99 A97 H96 G99 V96 W99 
17 11 6	.BVCDE.BVCDESAA.DES..HHH...G.....GWW S97 V96 C99 D99 E99 A98 H97 G99 W99 
17 11 6	SBVCDESBVCDE..AADE.HHH.....G.....GWW S99 C99 D99 E99 A97 H95 G99 V96 W99 
17 11 6	.BVCDESBVCDESAA.DE...HHH...G.....GWW S98 V96 C99 D99 E99 A98 H97 G99 W99 
17 8 9	SB...ESB.CDEAA.CDE.HHHD...VG....VGWW S99 C98 E99 A99 H99 G99 W99 
17 11 6	...C.ES..C.ESAA.DE.HHHD..BVGD..BVGWW B96 C99 D97 E99 A98 H97 G99 W99 
17 11 6	S..C..S..CDE.AA.DE.HHHDE.BVG...BVGWW B96 C99 D98 S99 A98 H97 G99 W99 
17 11 6	S.VCDES.VCDE..AADE.B.HHH.B.G.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V96 W99 
17 11 6	S.VCDES.VCDE..AADE...HHH.B.G...B.GWW B96 S99 C99 D99 E99 A97 H97 G99 V96 W99 
17 11 6	...C.....C.E.AA.DE.HHHDESBVGD.SBVGWW B96 C99 D97 S97 A98 H97 G99 W99 
17 11 6	S.VCDES.VCDE.BAADE.B.HHH...G.....GWW B98 S99 C99 D99 E99 A97 H97 G99 V96 W99 
17 11 6	S.VCDESBVCDE.BAADE...HHH...G.....GWW B99 S99 C99 D99 E99 A97 H97 G99 V96 W99 
17 11 6	...C.ES..CDESAA.DE.HHHD..BVG...BVGWW B96 C99 D98 E99 A98 H97 G99 W99 
17 11 6	...CDE...CDE.AA.DE.HHH..SBVG..SBVGWW B96 C99 D99 E99 S97 A98 H95 G99 W99 
17 11 6	.BVCDE.BVCDES.AADES..HHH...G.....GWW S97 V96 C99 D99 E99 A97 H97 G99 W99 
17 11 6	.BVCDESBVCDES.AADE...HHH...G.....GWW S98 V96 C99 D99 E99 A97 H97 G99 W99 
17 11 6	SBVCDESBVCDEAA..DEHHHG.....G......WW S99 C99 D99 E99 A99 H94 G98 V96 W99 
17 11 6	...CDE...CDESAA.DESHHH...BVG...BVGWW B96 C99 D99 E99 S99 A98 H95 G99 W99 
17 8 9	SB...ESB.C.E.AACDE.HHHD...VGD...VGWW S99 C98 D99 E99 H99 G99 W99 
17 11 6	...C.....CDE.AA.DESHHHDESBVG...BVGWW B96 C99 D98 S98 A98 H97 G99 W99 
17 11 6	S..C..S..C.E.AA.DE.HHHDE.BVGD..BVGWW B96 C99 D97 S99 A98 H97 G99 W99 
17 11 6	SBVCDESBVCDE..AADEHHH......G.....GWW S99 C99 D99 E99 A97 H94 G99 V96 W99 
17 11 6	SBVCDESBVCDE.AA.DEHHH......G.....GWW S99 C99 D99 E99 A98 H94 G99 V96 W99 
17 11 6	...C.....CDE.AA.DE.HHHDESBVG..SBVGWW B96 C99 D98 S97 A98 H97 G99 W99 
17 11 6	SBVCD.SBVCD.AA..DEHHH..E...G.E...GWW S99 C99 D99 E97 A99 H94 G99 V96 W99 
17 11 6	SBVCD.SBVCDEAA..DEHHH..E...G.....GWW S99 C99 D99 E98 A99 H94 G99 V96 W99 
17 11 6	...C.....CDESAA.DESHHHDE.BVG...BVGWW B96 C99 D98 S99 A98 H97 G99 W99 
17 11 6	SBVC.ESBVCDEAA..DEHHH.D....G.....GWW S99 C99 D98 E99 A99 H94 G99 V96 W99 
17 11 6	SBVC.ESBVC.EAA..DEHHH.D....GD....GWW S99 C99 D97 E99 A99 H94 G99 V96 W99 
17 8 9	SB..D.SB..D.AA.CDEHHHC.E..VG.E..VGWW S99 C97 D99 E99 A99 G99 W99 
17 11 6	...C.....C.E.AA.DESHHHDESBVGD..BVGWW B96 C99 D97 S98 A98 H97 G99 W99 
17 8 9	SB..D.SB.CD.AA.CDEHHH..E..VG.E..VGWW S99 C98 D99 E99 A99 G99 W99 
17 11 6	S..C..S..C.EAA..DEHHH.DE.BVGD..BVGWW B96 S99 C99 D97 A97 H96 G99 W99 
17 11 6	S..CD.S..CDEAA..DEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A97 H96 G98 W99 
17 11 6	S..CD.S..CD.AA..DEHHH..E.BVG.E.BVGWW B96 S99 C99 D99 E99 A97 H96 G99 W99 
17 11 6	...CDE...CDE.AA.DE..VHHHSBVG..SB.GWW B96 C99 D99 E99 S97 A98 H97 V99 G99 W99 
17 11 6	S..C..S..CDEAA..DEHHH.DE.BVG...BVGWW B96 S99 C99 D98 A97 H96 G99 W99 
17 11 6	S..CDES..CDE..AADEHHHG...BVG...BV.WW B96 S99 C99 D99 E99 A99 H96 G98 W99 
17 11 6	...C.ES..C.ESAA.DEHHH.D..BVGD..BVGWW B96 C99 D97 E99 A98 H96 G99 W99 
17 11 6	...C.....C.ESAA.DESHHHDE.BVGD..BVGWW B96 C99 D97 S99 A98 H97 G99 W99 
17 11 6	S..C..S..C.E.AA.DEHHH.DE.BVGD..BVGWW B96 C99 D97 S99 A98 H96 G99 W99 
17 11 6	...C.ES..CDESAA.DEHHH.D..BVG...BVGWW B96 C99 D98 E99 A98 H96 G99 W99 
17 11 6	S..CDES..CDEAA..DE..VHHH.BVG...B.GWW B96 C99 D99 E99 S99 A97 H97 V99 G99 W99 
17 11 6	S..C..S..CDE.AA.DEHHH.DE.BVG...BVGWW B96 C99 D98 S99 A98 H96 G99 W99 
17 11 6	...CD.S..CDESAA.DEHHHG.E.BVG...BVWW. B96 C99 D99 A98 H96 G98 W98 
17 11 6	...CDE...CDE.AA.DES.VHHHSBVG...B.GWW B96 C99 D99 E99 S98 A98 H97 V99 G99 W99 
17 11 6	...CDE...CDEAA..DE..VHHHSBVG..SB.GWW B96 C99 D99 E99 S97 A97 H97 V99 G99 W99 
17 11 6	...CD..B.CD..BAADEHHHG.ES.VG.ES.V.WW B99 C99 D99 A99 E99 H98 S97 G98 W99 
17 11 6	...C..S..C..SAA.DEHHH.DE.BVGDE.BVGWW B96 C99 D97 E99 A98 H96 G99 W99 
17 11 6	...CDES..CDESAA.DEHHHG...BVG...BV.WW B96 C99 D99 E99 A98 H96 G98 W99 
17 11 6	S..CD.S..CDE.AA.DEHHHG.E.BVG...BV.WW B96 C99 D99 S99 A98 H96 G98 W99 
17 11 6	...C..S..CDESAA.DEHHHGDE.BVG...BV.WW B96 C99 D98 A98 H96 G98 W99 
17 11 6	...C..S..C.ESAA.DEHHHGDE.BVGD..BV.WW B96 C99 D97 A98 H96 G98 W99 
17 11 6	...C...B.C...BAADEHHHGDES.VGDES.V.WW B99 C99 A99 D99 E99 H98 S97 G98 W99 
17 11 6	...CDE...CDEAA..DES.VHHHSBVG...B.GWW B96 C99 D99 E99 S98 A97 H97 V99 G99 W99 
17 11 6	...CDE...CDESAA.DES.VHHH.BVG...B.GWW B96 C99 D99 E99 S99 A98 H97 V99 G99 W99 
17 11 6	...CD.S..CD.SAA.DEHHHG.E.BVG.E.BV.WW B96 C99 D99 E99 A98 H96 G98 W99 
17 11 6	S..C.ES..CDE..AADE.HHHD..BVG...BVGWW B96 S99 C99 D98 E99 A99 H97 G99 W99 
17 11 6	S..CDES..CDEAA..DE.HHH...BVG...BVGWW B96 S99 C99 D99 E99 A97 H97 G99 W99 
17 11 6	S..CDES..CDE.AA.DE.BVHHH.BVG.....GWW B97 S99 C99 D99 E99 A98 H97 G99 V99 W99 
17 11 6	S..CDES..CDE.AA.DEHHH....BVG...BVGWW B96 S99 C99 D99 E99 A98 H96 G99 W99 
17 11 6	S..CD.S..CD..AA.DEHHH..E.BVG.E.BVGWW B96 C99 D99 S99 E99 A98 H96 G99 W99 
17 11 6	S..C.ES..C.E..AADEHHH.D..BVGD..BVGWW B96 S99 C99 D97 E99 A99 H96 G99 W99 
17 11 6	S..C.ES..CDE..AADEHHH.D..BVG...BVGWW B96 S99 C99 D98 E99 A99 H96 G99 W99 
17 11 6	...C..S..CD.SAA.DEHHH.DE.BVG.E.BVGWW B96 C99 D98 E99 A98 H96 G99 W99 
17 11 6	S..C.ES..C.E..AADE.HHHD..BVGD..BVGWW B96 S99 C99 D97 E99 A99 H97 G99 W99 
17 11 6	S..CDES..CDE.AA.DE..VHHH.BVG...B.GWW B96 C99 D99 E99 S99 A98 H97 V99 G99 W99 
17 11 6	S..CDES..CDE.AA.DE.HHH...BVG...BVGWW B96 S99 C99 D99 E99 A98 H97 G99 W99 
17 11 6	...CD....CD..AA.DE.HHH.ESBVG.ESBVGWW B96 C99 D99 S97 E99 A98 H97 G99 W99 
17 11 6	S..CDES..CDEAA..DE.BVHHH.BVG.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V99 W99 
17 11 6	...CD....CD..AA.DESHHH.ESBVG.E.BVGWW B96 C99 D99 S98 E99 A98 H97 G99 W99 
17 11 6	...C.E...CDE..AADESHHHD.SBVG...BVGWW B96 C99 D98 E99 S98 A99 H95 G99 W99 
17 11 6	...CD....CD.SAA.DESHHH.E.BVG.E.BVGWW B96 C99 D99 S99 E99 A98 H97 G99 W99 
17 11 6	S.VCDES.VCDEAA..DE.B.HHH.B.G.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V96 W99 
17 11 6	...C..S..C..SAA.DE.HHHDE.BVGDE.BVGWW B96 C99 D97 E99 A98 H97 G99 W99 
17 11 6	...C..S..CD.SAA.DE.HHHDE.BVG.E.BVGWW B96 C99 D98 E99 A98 H97 G99 W99 
17 11 6	...CDE...CDE.AA.DESHHH..SBVG...BVGWW B96 C99 D99 S98 E99 A98 H97 G99 W99 
17 11 6	...C.E.B.C.E.BAADEHHHGD.S.VGD.S.V.WW B99 C99 E99 A99 D99 H98 S97 G98 W99 
17 11 6	...CDE...CDEAA..DE.HHH..SBVG..SBVGWW B96 C99 D99 E99 S97 A97 H95 G99 W99 
17 11 6	...CDE...CDE..AADEHHHG..SBVG..SBV.WW B96 C99 D99 E99 S97 A99 H94 G98 W99 
17 11 6	...CD....CD..AA.DEHHH..ESBVG.ESBVGWW B96 C99 D99 S97 E99 A98 H96 G99 W99 
17 11 6	...C.ES..CDES.AADEHHHGD..BVG...BV.WW B96 C99 D98 E99 A99 H96 G98 W99 
17 11 6	...CDE...CDE.AA.DE.BVHHHSBVG..S..GWW B97 C99 D99 E99 A98 H97 S97 V99 G99 W99 
17 11 6	...C..S..CDES.AADEHHHGDE.BVG...BVWW. B96 C99 D98 A99 H96 G98 W98 
17 11 6	...CDES..CDES.AADEHHHG...BVG...BVWW. B96 C99 D99 E99 A99 H94 G98 W98 
17 11 6	S..C..S..CD...AADEHHH.DE.BVG.E.BVGWW B96 C99 D98 S99 E99 A99 H96 G99 W99 
17 11 6	...C.ES..C.ES.AADEHHHGD..BVGD..BV.WW B96 C99 D97 E99 A99 H94 G98 W99 
17 11 6	...CDE.B.CDE.BAADEHHHG..S.VG..S.V.WW B99 C99 D99 E99 A99 H98 G98 S97 W99 
17 11 6	S.VCDES.VCDEAA..DE...HHH.B.G...B.GWW B96 C99 D99 E99 S99 A97 H97 V96 G99 W99 
17 11 6	...CDE...CDEAA..DE.BVHHHSBVG..S..GWW B97 C99 D99 E99 A97 H97 S97 V99 G99 W99 
17 11 6	...CDE...CDE.AA.DESBVHHHSBVG.....GWW B97 C99 D99 E99 S98 A98 V99 H97 G99 W99 
17 11 6	...CDE...CDESAA.DESBVHHH.BVG.....GWW B97 C99 D99 E99 S99 A98 V99 H97 G99 W99 
17 11 6	..VCDE..VCDEAA..DE...HHHSB.G..SB.GWW B96 C99 D99 E99 S97 A97 H97 V96 G99 W99 
17 11 6	...CD....CD...AADEHHHG.ESBVG.ESBV.WW B96 C99 D99 A99 E99 H96 S97 G98 W99 
17 8 9	SB..D.SB.CDEAA.CDE.HHH.E..VG....VGWW S99 C98 D99 A99 H99 G99 W99 
17 11 6	..VCDE..VCDEAA..DES..HHHSB.G...B.GWW B96 C99 D99 E99 S98 A97 H97 V96 G99 W99 
17 11 6	...CDE...CDEAA..DESHHH..SBVG...BVGWW B96 C99 D99 E99 S98 A97 H95 G99 W99 
17 11 6	...CDE...CDEAA..DESBVHHHSBVG.....GWW B97 C99 D99 E99 S98 A97 V99 H97 G99 W99 
17 11 6	.B.C...B.CD.AA..DEHHHGDES.VG.ES.VWW. S97 C99 E97 A99 H98 G98 W98 
17 11 6	.B.C...B.CD.AA.GD.HHHGDES.V..ES.VWWE S97 C99 E98 A99 H98 G97 W98 
17 11 6	.B.....B.CD.AA.CD.HHHGDES.VG.ES.VWWE S97 C98 E98 A99 H98 G98 W98 
17 11 6	.B.C.E.B.CDEAA..DEHHHGD.S.VG..S.VWW. S97 C99 E95 A99 H98 G98 W98 
17 11 6	...C.....C....AADE.HHHDESBVGDESBVGWW B96 C99 D97 A99 E99 H97 S97 G99 W99 
17 11 6	SBVCD.SBVCD.AA..DE..HHHE...G.E...GWW S99 C99 D99 E97 A99 H96 G99 V96 W99 
17 11 6	.BVCD..BVCDEAA..DE.HHH.ES..G..S..GWW S97 C99 D99 E98 A99 H95 G99 V96 W99 
17 11 6	.B.CD..B.CD..AA.DEHHHG.ES.VG.ES.VWW. S97 C99 D99 E97 H98 G98 W98 
17 11 6	.B.CD..B.CD..AAGD.HHHG.ES.V..ES.VWWE S97 C99 D99 E98 H98 G97 W98 
17 11 6	.B.CDE.B.CDE.AA.DEHHHG..S.VG..S.VWW. S97 C99 D99 E95 H98 G98 W98 
17 11 6	.B..D..B.CD..AACD.HHHG.ES.VG.ES.VWWE S97 C98 D99 E98 H98 G98 W98 
17 11 6	.B.C...B.C...AA.DEHHHGDES.VGDES.VWW. S97 C99 D99 E97 H98 G98 W98 
17 11 6	.B.C...B.CD...AADEHHHGDES.VG.ES.VWW. S97 C99 E97 A99 H98 G98 W98 
17 11 6	.B.C...B.C...AAGD.HHHGDES.V.DES.VWWE S97 C99 D99 E98 H98 G97 W98 
17 11 6	.B.C.E.B.C.E.AA.DEHHHGD.S.VGD.S.VWW. S97 C99 D99 E95 H98 G98 W98 
17 11 6	.B.....B.C...AACD.HHHGDES.VGDES.VWWE S97 C98 D99 E98 H98 G98 W98 
17 11 6	...C.....CD...AADE.HHHDESBVG.ESBVGWW B96 C99 D98 A99 E99 H97 S97 G99 W99 
17 11 6	...C..S..C..S.AADEHHHGDE.BVGDE.BV.WW B96 C99 D97 E99 A99 H96 G98 W99 
17 11 6	S..C..S..C....AADEHHH.DE.BVGDE.BVGWW B96 S99 C99 D97 E99 A99 H96 G99 W99 
17 11 6	SBVCD.SBVCD.AA..DE.HHH.E...G.E...GWW S99 C99 D99 E97 A99 H95 G99 V96 W99 
17 11 6	...CD....CD.AA..DESHHH.ESBVG.E.BVGWW B96 C99 D99 S98 E99 A97 H97 G99 W99 
17 11 6	...C..S..C.ES.AADEHHHGDE.BVGD..BVWW. B96 C99 D97 A99 H96 G98 W98 
17 11 6	...C.....C....AADESHHHDESBVGDE.BVGWW B96 C99 D97 S98 E99 A99 H97 G99 W99 
17 11 6	...C.....CD...AADESHHHDESBVG.E.BVGWW B96 C99 D98 S98 E99 A99 H97 G99 W99 
17 11 6	S..C..S..C.E..AADEHHHGDE.BVGD..BV.WW B96 C99 D97 S99 A99 H96 G98 W99 
17 11 6	S..CD.S..CD.AA..DE.HHH.E.BVG.E.BVGWW B96 S99 C99 D99 E99 A97 H97 G99 W99 
17 11 6	S..CD.S..CDE..AADEHHHG.E.BVG...BVWW. B96 S99 C99 D99 A99 H96 G98 W98 
17 11 6	S..CD.S..CD...AADEHHHG.E.BVG.E.BV.WW B96 S99 C99 D99 E99 A99 H96 G98 W99 
17 8 9	.B.....B.CD..AACDEHHH.DES.VG.ES.VGWW S97 C98 E99 H98 G99 W99 
17 11 6	SBVCD.SBVCDEAA..DE..HHHE...G.....GWW S99 C99 D99 E98 A99 H96 G99 V96 W99 
17 8 9	.B.....B...E.AACDEHHHCDES.VGD.S.VGWW S97 C97 D99 H98 G99 W99 
17 8 9	SB..D.SB.CD..AACDE..HHHE..VG.E..VGWW S99 C98 D99 E99 H98 G99 W99 
17 11 6	S..C..S..CDEAA..DE.HHHDE.BVG...BVGWW B96 S99 C99 D98 A97 H97 G99 W99 
17 8 9	.B.....B.C.E.AACDEHHH.DES.VGD.S.VGWW S97 C98 D99 H98 G99 W99 
17 8 9	.B...E.B..DE.AACDEHHHCD.S.VG..S.VGWW S97 C97 E99 H98 G99 W99 
17 11 6	S..C..S..C.EAA..DE.HHHDE.BVGD..BVGWW B96 S99 C99 D97 A97 H97 G99 W99 
17 8 9	.B...E.B.CDE.AACDEHHH.D.S.VG..S.VGWW S97 C98 E99 H98 G99 W99 
17 8 9	.B.....B.C.EAA.CDESHHHDES.VGD...VGWW S98 C98 D99 A99 H99 G99 W99 
17 8 9	.B..D..B.CDEAA.CDESHHH.ES.VG....VGWW S98 C98 D99 A99 H99 G99 W99 
17 11 6	.BVCDE.BVCDE..AADE.HHH..S..G..S..GWW S97 C99 D99 E99 A97 H95 G99 V96 W99 
17 8 9	.B.....B..DEAA.CDEHHHCDES.VG..S.VGWW S97 C97 A99 H98 G99 W99 
17 11 6	S..C..S..C....AADE.HHHDE.BVGDE.BVGWW B96 S99 C99 D97 E99 A99 H97 G99 W99 
17 11 6	S..C..S..CD...AADE.HHHDE.BVG.E.BVGWW B96 S99 C99 D98 E99 A99 H97 G99 W99 
17 8 9	.B.....B.CDEAA.CDEHHH.DES.VG..S.VGWW S97 C98 A99 H98 G99 W99 
17 11 6	.BVCDE.BVCDE..AADEHHH...S..G..S..GWW S97 C99 D99 E99 A97 H94 G99 V96 W99 
17 8 9	.B...E.B.CDEAA.CDE.HHHD.S.VG..S.VGWW S97 C98 E99 A99 H99 G99 W99 
17 8 9	.B.....B.CD.AA.CDESHHHDES.VG.E..VGWW S98 C98 E99 A99 H99 G99 W99 
17 11 6	.BVCDE.BVCDE.AA.DE.HHH..S..G..S..GWW S97 C99 D99 E99 A98 H95 G99 V96 W99 
17 11 6	...CD.S..CD.S.AADEHHHG.E.BVG.E.BVWW. B96 C99 D99 E99 A99 H96 G98 W98 
17 8 9	.B..DE.B.CDE.AACDE.HHH..S.VG..S.VGWW S97 C98 D99 E99 H99 G99 W99 
17 11 6	.BVCD..BVCD.AA..DE..HHHES..G.ES..GWW S97 C99 D99 E97 A99 H96 G99 V96 W99 
17 8 9	.B..D..B.CD..AACDESHHH.ES.VG.E..VGWW S98 C98 D99 E99 H99 G99 W99 
17 8 9	.B.C...B.CDEAA.GDEHHHGDES.V...S.V.WW S97 C99 A99 H98 G97 W99 
17 8 9	.B..D..B.CDEAA.CDE.HHH.ES.VG..S.VGWW S97 C98 D99 A99 H99 G99 W99 
17 11 6	.BVCD..BVCD.AA..DE.HHH.ES..G.ES..GWW S97 C99 D99 E97 A99 H95 G99 V96 W99 
17 11 6	..VCDE..VCDEAA..DESB.HHHSB.G.....GWW B97 C99 D99 E99 A97 S98 H97 V96 G99 W99 
17 8 9	.B.....B.CD.AA.CDE.HHHDES.VG.ES.VGWW S97 C98 E99 A99 H99 G99 W99 
17 8 9	.B.....B.CDE.AACDEHHHGDES.VG..S.V.WW S97 C98 H98 G98 W99 
17 8 9	.B...E.B.CDEAA.CDESHHHD.S.VG....VGWW S98 C98 E99 A99 H99 G99 W99 
17 8 9	.B..D..B.CD.SAACDESHHH.E..VG.E..VGWW S99 C98 D99 E99 H99 G99 W99 
17 8 9	.B...E.B.C.E.AACDE.HHHD.S.VGD.S.VGWW S97 C98 D99 E99 H99 G99 W99 
17 8 9	.B..DESB.CDESAACDE..VHHH..VG.....GWW C98 D99 E99 H97 G99 V99 W99 
17 11 6	...C.....C.EAA..DEHHH.DESBVGD.SBVGWW B96 C99 D97 S97 A97 H96 G99 W99 
17 14 3	S..C..S..CD..AA.D.HHHGDE.BVG.E.BVWWE B96 C99 D98 S99 E98 A98 H96 G98 W98 
17 8 9	.B.....B.C.EAA.CDE.HHHDES.VGD.S.VGWW S97 C98 D99 A99 H99 G99 W99 
17 8 9	.B.C.E.B.CDE.AAGDEHHHGD.S.V...S.V.WW S97 C99 E99 H98 G97 W99 
17 11 6	...C.....CD.S.AADESHHHDE.BVG.E.BVGWW B96 C99 D98 S99 E99 A99 H97 G99 W99 
17 11 6	...C.....C..S.AADESHHHDE.BVGDE.BVGWW B96 C99 D97 E99 S99 A99 H97 G99 W99 
17 11 6	...C.....C.EAA..DE.HHHDESBVGD.SBVGWW B96 C99 D97 S97 A97 H97 G99 W99 
17 8 9	.B..D..B.CD..AACDE.HHH.ES.VG.ES.VGWW S97 C98 D99 E99 H99 G99 W99 
17 11 6	...C.....C.EAA..DESHHHDESBVGD..BVGWW B96 C99 D97 S98 A97 H97 G99 W99 
17 11 6	...C.....CDEAA..DEHHH.DESBVG..SBVGWW B96 C99 D98 S97 A97 H96 G99 W99 
17 11 6	...CD....CDE..AADEHHHG.ESBVG..SBVWW. B96 C99 D99 S97 A99 H96 G98 W98 
15 12 3	...CD....CD...AAD.HHHG.ESBVG.ESBVWWE B96 C99 D99 S97 E98 A99 H96 G98 W98 
16 13 3	...C.....CD...AAD.HHHGDESBVG.ESBVWWE B96 C99 D98 S97 E98 A99 H96 G98 W98 
16 13 3	...C.....C....AAD.HHHGDESBVGDESBVWWE B96 C99 D97 S97 E98 A99 H96 G98 W98 
16 13 3	...CD....CD..AA.D.HHHG.ESBVG.ESBVWWE B96 C99 D99 S97 E98 A98 H96 G98 W98 
16 13 3	...CD....CD.AA..D.HHHG.ESBVG.ESBVWWE B96 C99 D99 S97 E98 A97 H96 G98 W98 
17 8 9	.B.C...B.C.E.AAGDEHHHGDES.V.D.S.V.WW S97 C99 D99 H98 G97 W99 
17 8 9	.B.....B..D..AACDEHHHCDES.VG.ES.VGWW S97 C97 E99 H98 G99 W99 
17 14 3	...C.....C..AA..D.HHHGDESBVGDESBVWWE B96 C99 D97 S97 E98 A97 H96 G98 W98 
17 14 3	...C.....CD..AA.D.HHHGDESBVG.ESBVWWE B96 C99 D98 S97 E98 A98 H96 G98 W98 
17 14 3	...C.....CD.AA..D.HHHGDESBVG.ESBVWWE B96 C99 D98 S97 E98 A97 H96 G98 W98 
17 14 3	...C.....C...AA.D.HHHGDESBVGDESBVWWE B96 C99 D97 S97 E98 A98 H96 G98 W98 
17 8 9	.B.....B.C...AACDESHHHDES.VGDE..VGWW S98 C98 D99 E99 H99 G99 W99 
17 8 9	.B.....B.C..SAACDESHHHDE..VGDE..VGWW S99 C98 D99 E99 H99 G99 W99 
