0 0 0	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
6 6 0	...P...C.PTU.CAATUBYYYTUB.DOLL..DO.. C99 P99 B98 A99 Y99 O99 
6 6 0	...P...C.PTU.CAATU.YYYTUB.DOLLB.DO.. C99 P99 B97 A99 Y99 O99 
6 6 0	.C.P...C.PTU..AATUYYY.TUB.DOLLB.DO.. B97 P99 A99 Y98 O99 
6 6 0	.C.P...C.PTUAA..TUYYY.TUB.DOLLB.DO.. B97 P99 A99 Y98 O99 
6 6 0	.C.P...C.PTU.AA.TUYYYOTUB.DOLLB.D... B97 P99 Y98 O98 
6 6 0	.C.P...C.PTU.AAOTUYYYOTUB.D.LLB.D... B97 P99 Y98 O97 
6 6 0	.C..TU.C.PTUAA.PTUBYYY..B.DOLL..DO.. B98 T99 U99 A99 Y99 O99 
6 6 0	.C..TU.C.PTUAA.PTU.YYY..B.DOLLB.DO.. B97 T99 U99 A99 Y99 O99 
6 6 0	.C..TU.C.PTU.AAPTUYYY...B.DOLLB.DO.. B97 T99 U99 Y98 O99 
6 6 0	.C..TU.C.PTUAA.PTUB.YYY.B.DOLL..DO.. B98 T99 U99 A99 Y98 O99 
6 6 0	.C..TU.C.PTUAA.PTU..YYY.B.DOLLB.DO.. B97 T99 U99 A99 Y98 O99 
6 6 0	.C..TU.C.PTUBAAPTUB.DYYY..DOLL...O.. B99 T99 U99 Y97 O99 D99 
6 6 0	.C..TU.C.PTUAA.PTUB..YYYB.DOLL..DO.. B98 T99 U99 A99 Y97 O99 
6 6 0	.C..TU.C.PTU.AAPTUB.DYYYB.DOLL...O.. B98 T99 U99 Y97 O99 D99 
6 6 0	.C..TU.C.PTUAA.PTU...YYYB.DOLLB.DO.. B97 T99 U99 A99 Y97 O99 
6 6 0	.C..TU.C.PTU.AAPTU..DYYYB.DOLLB..O.. B97 T99 U99 Y97 O99 D99 
6 6 0	.C..T..C.PTUAA.PTUYYY..UB.DOLLB.DO.. B97 T99 A99 Y98 O99 
6 6 0	.C..T..C..TU.AAPTUYYYP.UB.DOLLB.DO.. B97 P99 T99 Y98 O99 
6 6 0	.C..T..C.PTU.AAPTUYYYO.UB.DOLLB.D... B97 T99 Y98 O98 
6 6 0	.C...U.C.PTUAA.PTUYYY.T.B.DOLLB.DO.. B97 U99 A99 Y98 O99 
6 6 0	.C...U.C..TU.AAPTUYYYPT.B.DOLLB.DO.. B97 P99 U99 Y98 O99 
6 6 0	.C...U.C.PTU.AAPTUYYYOT.B.DOLLB.D... B97 U99 Y98 O98 
6 6 0	.C.....C..TUAA.PTUYYYPTUB.DOLLB.DO.. B97 P99 A99 Y98 O99 
6 6 0	.C.....C.PTUAA.PTUYYYOTUB.DOLLB.D... B97 A99 Y98 O98 
7 7 0	BC.PTUBC.PTUAA..TU.YYY....DOLL..DO.. B99 P99 T99 U99 A99 Y99 O99 
7 7 0	BC.PTUBC.PTUAA..TU..YYY...DOLL..DO.. B99 P99 T99 U99 A99 Y98 O99 
7 7 0	BC.PTUBC.PTUAA..TU...YYY..DOLL..DO.. B99 P99 T99 U99 A99 Y97 O99 
7 7 0	BC.PTUBC.PTUAA.OTUYYYO....DLL...D... B99 P99 T99 U99 A99 O99 L99 
7 7 0	B..PTUBC.PTU.CAATUYYY.....DOLL..DO.. C99 B99 P99 T99 U99 A99 O99 
7 7 0	BC.PTUBC.PTU..AATU.YYY....DOLL..DO.. B99 P99 T99 U99 A99 Y99 O99 
7 7 0	BC.PTUBC.PTU..AATU..YYY...DOLL..DO.. B99 P99 T99 U99 A99 Y98 O99 
7 7 0	BC.PTUBC.PTU..AATU...YYY..DOLL..DO.. B99 P99 T99 U99 A99 Y97 O99 
7 7 0	BC.PTUBC.PTU.AA.TU..DYYY..DOLL...O.. B99 P99 T99 U99 Y97 O99 D99 
7 7 0	BC.PT.BC.PT.AA.OTUYYYO.U..DLLU..D... B99 P99 T99 U99 A99 O99 L99 
7 7 0	BC.PT.BC.PT.AA.OT.YYYO.U..DLLU..D..U B99 P99 T99 U98 A99 O99 L99 
7 7 0	B..PT.BC.PTU.CAATU.YYY.U..DOLL..DO.. C99 B99 P99 T99 A99 Y99 O99 
7 7 0	B..PT.BC.PTU.CAATU..YYYU..DOLL..DO.. C99 B99 P99 T99 A99 Y98 O99 
7 7 0	B..PT.B..PTU.CAATU.CYYYU..DOLL..DO.. C98 B99 P99 T99 A99 Y98 O99 
7 7 0	B..PT.B..PTU..AATU.CYYYU.CDOLL..DO.. C97 B99 P99 T99 A99 Y98 O99 
7 7 0	B..PT.B..PTU..AATU..YYYU.CDOLL.CDO.. C96 B99 P99 T99 A99 Y98 O99 
7 7 0	B..P.UBC.PTU.CAATU.YYYT...DOLL..DO.. C99 B99 P99 U99 A99 Y99 O99 
7 7 0	BC..TUBC.PTUAA.PTU..DYYY..DOLL...O.. B99 T99 U99 A99 Y97 O99 D99 
7 7 0	BC..TUBC.PTUAADPTU..DYYY...OLL...O.. B99 T99 U99 A99 Y97 O99 D98 
7 7 0	BC..TUBCDPTUAADPTU...YYY...OLL...O.. B99 T99 U99 A99 Y97 O99 D97 
7 7 0	BCD.TUBCDPTUAA.PTU...YYY...OLL...O.. B99 T99 U99 A99 Y97 O99 D96 
7 7 0	...PTUBC.PTUBCAATU.YYY....DOLL..DO.. C99 P99 T99 U99 A99 Y99 O99 
7 7 0	...PTUBC.PTUBCAATU..YYY...DOLL..DO.. C99 P99 T99 U99 A99 Y98 O99 
7 7 0	...PTUBC.PTUBCAATU...YYY..DOLL..DO.. C99 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTU.C.PTUB.AATUBYYY....DOLL..DO.. B99 P99 T99 U99 A99 Y99 O99 
7 7 0	.C.PTU.C.PTU..AATUBYYY..B.DOLL..DO.. B98 P99 T99 U99 A99 Y99 O99 
7 7 0	.C.PTU.C.PTU..AATU.YYY..B.DOLLB.DO.. B97 P99 T99 U99 A99 Y99 O99 
7 7 0	...PTUB..PTUBCAATU.CYYY...DOLL..DO.. C98 P99 T99 U99 A99 Y98 O99 
7 7 0	...PTUB..PTUB.AATU.CYYY..CDOLL..DO.. C97 P99 T99 U99 A99 Y98 O99 
7 7 0	...PTUB..PTUB.AATU..YYY..CDOLL.CDO.. C96 P99 T99 U99 A99 Y98 O99 
7 7 0	.C.PTU.C.PTUB.AATUB.YYY...DOLL..DO.. B99 P99 T99 U99 A99 Y98 O99 
7 7 0	.C.PTU.C.PTU..AATUB.YYY.B.DOLL..DO.. B98 P99 T99 U99 A99 Y98 O99 
7 7 0	.C.PTU.C.PTU..AATU..YYY.B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
7 7 0	...PTUB..PTUBCAATU.C.YYY..DOLL..DO.. C98 P99 T99 U99 A99 Y97 O99 
7 7 0	...PTUB..PTUB.AATU.C.YYY.CDOLL..DO.. C97 P99 T99 U99 A99 Y97 O99 
7 7 0	...PTUB..PTUB.AATU...YYY.CDOLL.CDO.. C96 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTU.C.PTUB.AATUB..YYY..DOLL..DO.. B99 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTU.C.PTU..AATUB..YYYB.DOLL..DO.. B98 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTU.C.PTU..AATU...YYYB.DOLLB.DO.. B97 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTUBC.PTUB.AATU..DYYY..DOLL...O.. P99 T99 U99 A99 Y97 O99 D99 
7 7 0	.C.PTU.C.PTUAA..TUBYYY..B.DOLL..DO.. B98 P99 T99 U99 A99 Y99 O99 
7 7 0	.C.PTU.C.PTUAA..TU.YYY..B.DOLLB.DO.. B97 P99 T99 U99 A99 Y99 O99 
7 7 0	.C.PTU.C.PTU.AA.TUYYY...B.DOLLB.DO.. B97 P99 T99 U99 Y98 O99 
7 7 0	.C.PTU.C.PTUAA..TUB.YYY.B.DOLL..DO.. B98 P99 T99 U99 A99 Y98 O99 
7 7 0	.C.PTU.C.PTUAA..TU..YYY.B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
7 7 0	.C.PTU.C.PTUBAA.TUB.DYYY..DOLL...O.. B99 P99 T99 U99 Y97 O99 D99 
7 7 0	.C.PTU.C.PTUAA..TUB..YYYB.DOLL..DO.. B98 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTU.C.PTU.AA.TUB.DYYYB.DOLL...O.. B98 P99 T99 U99 Y97 O99 D99 
7 7 0	.C.PTU.C.PTUAA..TU...YYYB.DOLLB.DO.. B97 P99 T99 U99 A99 Y97 O99 
7 7 0	.C.PTU.C.PTU.AA.TU..DYYYB.DOLLB..O.. B97 P99 T99 U99 Y97 O99 D99 
7 7 0	...PT..C.PTUBCAATUBYYY.U..DOLL..DO.. C99 P99 T99 B99 A99 Y99 O99 
7 7 0	...PT..C.PTU.CAATUBYYY.UB.DOLL..DO.. C99 P99 T99 B98 A99 Y99 O99 
7 7 0	...PT..C.PTU.CAATU.YYY.UB.DOLLB.DO.. C99 P99 T99 B97 A99 Y99 O99 
7 7 0	...PT..C.PTUBCAATUB.YYYU..DOLL..DO.. C99 P99 T99 B99 A99 Y98 O99 
7 7 0	...PT..C.PTU.CAATUB.YYYUB.DOLL..DO.. C99 P99 T99 B98 A99 Y98 O99 
7 7 0	...PT..C.PTU.CAATU..YYYUB.DOLLB.DO.. C99 P99 T99 B97 A99 Y98 O99 
7 7 0	.C.PT..C.PTU..AATUYYY..UB.DOLLB.DO.. B97 P99 T99 A99 Y98 O99 
7 7 0	...PT....PTUBCAATUBCYYYU..DOLL..DO.. C98 P99 T99 B99 A99 Y98 O99 
7 7 0	...PT....PTU.CAATUBCYYYUB.DOLL..DO.. C98 P99 T99 B98 A99 Y98 O99 
7 7 0	...PT....PTU.CAATU.CYYYUB.DOLLB.DO.. C98 P99 T99 B97 A99 Y98 O99 
7 7 0	...PT....PTUB.AATUBCYYYU.CDOLL..DO.. C97 P99 T99 B99 A99 Y98 O99 
7 7 0	...PT....PTU..AATUBCYYYUBCDOLL..DO.. C97 P99 T99 B98 A99 Y98 O99 
7 7 0	...PT....PTU..AATU.CYYYUBCDOLLB.DO.. C97 P99 T99 B97 A99 Y98 O99 
7 7 0	...PT.B..PTUBAA.TU.CYYYU.CDOLL..DO.. C97 P99 T99 A98 Y98 O99 
7 7 0	...PT....PTUB.AATUB.YYYU.CDOLL.CDO.. C96 P99 T99 B99 A99 Y98 O99 
7 7 0	...PT....PTU..AATUB.YYYUBCDOLL.CDO.. C96 P99 T99 B98 A99 Y98 O99 
7 7 0	...PT....PTU..AATU..YYYUBCDOLLBCDO.. C96 P99 T99 B97 A99 Y98 O99 
7 7 0	...PT.B..PTUBAA.TU..YYYU.CDOLL.CDO.. C96 P99 T99 A98 Y98 O99 
7 7 0	...PT.B..PTUB.AATU.YYY.U.CDOLL.CDO.. C96 P99 T99 A99 Y97 O99 
7 7 0	...PT.B..PTUB.AATUYYY..U.CDOLL.CDO.. C96 P99 T99 A99 Y96 O99 
7 7 0	.C.PT..C.PTUAA..TUYYY..UB.DOLLB.DO.. B97 P99 T99 A99 Y98 O99 
7 7 0	.C.PT..C.PTU.AA.TUYYYO.UB.DOLLB.D... B97 P99 T99 Y98 O98 
7 7 0	.C.PT..C.PTU.AAOTUYYYO.UB.D.LLB.D... B97 P99 T99 Y98 O97 
7 7 0	...P.U.C.PTUBCAATUBYYYT...DOLL..DO.. C99 P99 U99 B99 A99 Y99 O99 
7 7 0	...P.U.C.PTU.CAATUBYYYT.B.DOLL..DO.. C99 P99 U99 B98 A99 Y99 O99 
7 7 0	...P.U.C.PTU.CAATU.YYYT.B.DOLLB.DO.. C99 P99 U99 B97 A99 Y99 O99 
7 7 0	.C.P.U.C.PTU..AATUYYY.T.B.DOLLB.DO.. B97 P99 U99 A99 Y98 O99 
7 7 0	.C.P.U.C.PTUAA..TUYYY.T.B.DOLLB.DO.. B97 P99 U99 A99 Y98 O99 
7 7 0	.C.P.U.C.PTU.AA.TUYYYOT.B.DOLLB.D... B97 P99 U99 Y98 O98 
7 7 0	.C.P.U.C.PTU.AAOTUYYYOT.B.D.LLB.D... B97 P99 U99 Y98 O97 
7 7 0	...P...C.PTU.CAATUYYY.TUB.DOLLB.DO.. C99 P99 B97 A99 Y98 O99 
7 7 0	.C.P...C.PTU..AATUYYYOTUB.DOLLB.D... B97 P99 A99 Y98 O98 
7 7 0	.C.P...C.PTUAA..TUYYYOTUB.DOLLB.D... B97 P99 A99 Y98 O98 
7 7 0	.C.P...C.PTUAA.OTUYYYOTUB.D.LLB.D... B97 P99 A99 Y98 O97 
7 7 0	.C.P...C.PTU.AAOTUYYYOTUB.DLL.B.D... B97 P99 Y98 O97 L99 
7 7 0	.C..TU.C.PTUAA.PTUYYY...B.DOLLB.DO.. B97 T99 U99 A99 Y98 O99 
7 7 0	.C..TU.C..TU.AAPTUYYYP..B.DOLLB.DO.. B97 P99 T99 U99 Y98 O99 
7 7 0	.C..TU.C.PTU.AAPTUYYYO..B.DOLLB.D... B97 T99 U99 Y98 O98 
7 7 0	.C..TU.C.PTUAA.PTUB.DYYYB.DOLL...O.. B98 T99 U99 A99 Y97 O99 D99 
7 7 0	.C..TU.C.PTUAADPTUB.DYYYB..OLL...O.. B98 T99 U99 A99 Y97 O99 D98 
7 7 0	.C..TU.CDPTUAADPTUB..YYYB..OLL...O.. B98 T99 U99 A99 Y97 O99 D97 
7 7 0	.CD.TU.CDPTUAA.PTUB..YYYB..OLL...O.. B98 T99 U99 A99 Y97 O99 D96 
7 7 0	.C..TU.C.PTUAA.PTU..DYYYB.DOLLB..O.. B97 T99 U99 A99 Y97 O99 D99 
7 7 0	.C..TU.C.PTUAADPTU..DYYYB..OLLB..O.. B97 T99 U99 A99 Y97 O99 D98 
7 7 0	.C..TU.CDPTUAADPTU...YYYB..OLLB..O.. B97 T99 U99 A99 Y97 O99 D97 
7 7 0	.CD.TU.CDPTUAA.PTU...YYYB..OLLB..O.. B97 T99 U99 A99 Y97 O99 D96 
7 7 0	.C..T..C..TUAA.PTUYYYP.UB.DOLLB.DO.. B97 P99 T99 A99 Y98 O99 
7 7 0	.C..T..C.PTUAA.PTUYYYO.UB.DOLLB.D... B97 T99 A99 Y98 O98 
7 7 0	.C...U.C..TUAA.PTUYYYPT.B.DOLLB.DO.. B97 P99 U99 A99 Y98 O99 
7 7 0	.C...U.C.PTUAA.PTUYYYOT.B.DOLLB.D... B97 U99 A99 Y98 O98 
8 8 0	BC.PTUBC.PTUAA..TU..DYYY..DOLL...O.. B99 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	BC.PTUBC.PTUAAD.TU..DYYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D98 
8 8 0	BC.PTUBCDPTUAAD.TU...YYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D97 
8 8 0	BCDPTUBCDPTUAA..TU...YYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D96 
8 8 0	B..PTUBC.PTU.CAATU.YYY....DOLL..DO.. C99 B99 P99 T99 U99 A99 Y99 O99 
8 8 0	B..PTUBC.PTU.CAATU..YYY...DOLL..DO.. C99 B99 P99 T99 U99 A99 Y98 O99 
8 8 0	B..PTUBC.PTU.CAATU...YYY..DOLL..DO.. C99 B99 P99 T99 U99 A99 Y97 O99 
8 8 0	B..PTUB..PTU.CAATU.CYYY...DOLL..DO.. C98 B99 P99 T99 U99 A99 Y98 O99 
8 8 0	B..PTUB..PTU..AATU.CYYY..CDOLL..DO.. C97 B99 P99 T99 U99 A99 Y98 O99 
8 8 0	B..PTUB..PTU..AATU..YYY..CDOLL.CDO.. C96 B99 P99 T99 U99 A99 Y98 O99 
8 8 0	B..PTUB..PTU.CAATU.C.YYY..DOLL..DO.. C98 B99 P99 T99 U99 A99 Y97 O99 
8 8 0	B..PTUB..PTU..AATU.C.YYY.CDOLL..DO.. C97 B99 P99 T99 U99 A99 Y97 O99 
8 8 0	B..PTUB..PTU..AATU...YYY.CDOLL.CDO.. C96 B99 P99 T99 U99 A99 Y97 O99 
8 8 0	BC.PTUBC.PTU..AATU..DYYY..DOLL...O.. B99 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	B..PT.B..PTU.AA.TU.CYYYU.CDOLL..DO.. C97 B99 P99 T99 A98 Y98 O99 
8 8 0	B..PT.B..PTUAA..TU.CYYYU.CDOLL..DO.. C97 B99 P99 T99 A97 Y98 O99 
8 8 0	B..PT.B..PTU.AA.TU..YYYU.CDOLL.CDO.. C96 B99 P99 T99 A98 Y98 O99 
8 8 0	B..PT.B..PTUAA..TU..YYYU.CDOLL.CDO.. C96 B99 P99 T99 A97 Y98 O99 
8 8 0	B..PT.B..PTU..AATU.YYY.U.CDOLL.CDO.. C96 B99 P99 T99 A99 Y97 O99 
8 8 0	B..PT.B..PTU..AATUYYY..U.CDOLL.CDO.. C96 B99 P99 T99 A99 Y96 O99 
8 8 0	BC..TUBCDPTUAADPTU..YYY....OLL...O.. B99 T99 U99 A99 Y96 O99 D97 
8 8 0	BC..TUBCDPTUAADPTU.YYY.....OLL...O.. B99 T99 U99 A99 Y95 O99 D97 
8 8 0	BC..TUBCDPTUAADPTUYYY......OLL...O.. B99 T99 U99 A99 Y94 O99 D97 
8 8 0	BCD.TUBCDPTU.AAPTU...YYY...OLL...O.. B99 T99 U99 A98 Y97 O99 D96 
8 8 0	BCD.TUBCDPTUAA.PTU..YYY....OLL...O.. B99 T99 U99 A99 Y96 O99 D96 
8 8 0	BCD.TUBCDPTUAA.PTU.YYY.....OLL...O.. B99 T99 U99 A99 Y95 O99 D96 
8 8 0	BCD.TUBCDPTUAA.PTUYYY......OLL...O.. B99 T99 U99 A99 Y94 O99 D96 
8 8 0	...PTU.C.PTUBCAATUBYYY....DOLL..DO.. C99 P99 T99 U99 B99 A99 Y99 O99 
8 8 0	...PTU.C.PTU.CAATUBYYY..B.DOLL..DO.. C99 P99 T99 U99 B98 A99 Y99 O99 
8 8 0	...PTU.C.PTU.CAATU.YYY..B.DOLLB.DO.. C99 P99 T99 U99 B97 A99 Y99 O99 
8 8 0	...PTU.C.PTUBCAATUB.YYY...DOLL..DO.. C99 P99 T99 U99 B99 A99 Y98 O99 
8 8 0	...PTU.C.PTU.CAATUB.YYY.B.DOLL..DO.. C99 P99 T99 U99 B98 A99 Y98 O99 
8 8 0	...PTU.C.PTU.CAATU..YYY.B.DOLLB.DO.. C99 P99 T99 U99 B97 A99 Y98 O99 
8 8 0	...PTU.C.PTUBCAATUB..YYY..DOLL..DO.. C99 P99 T99 U99 B99 A99 Y97 O99 
8 8 0	...PTU.C.PTU.CAATUB..YYYB.DOLL..DO.. C99 P99 T99 U99 B98 A99 Y97 O99 
8 8 0	...PTU.C.PTU.CAATU...YYYB.DOLLB.DO.. C99 P99 T99 U99 B97 A99 Y97 O99 
8 8 0	...PTUBC.PTUBCAATU..DYYY..DOLL...O.. C99 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	.C.PTU.C.PTU..AATUYYY...B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
8 8 0	...PTU...PTUBCAATUBCYYY...DOLL..DO.. C98 P99 T99 U99 B99 A99 Y98 O99 
8 8 0	...PTU...PTU.CAATUBCYYY.B.DOLL..DO.. C98 P99 T99 U99 B98 A99 Y98 O99 
8 8 0	...PTU...PTU.CAATU.CYYY.B.DOLLB.DO.. C98 P99 T99 U99 B97 A99 Y98 O99 
8 8 0	...PTU...PTUB.AATUBCYYY..CDOLL..DO.. C97 P99 T99 U99 B99 A99 Y98 O99 
8 8 0	...PTU...PTU..AATUBCYYY.BCDOLL..DO.. C97 P99 T99 U99 B98 A99 Y98 O99 
8 8 0	...PTU...PTU..AATU.CYYY.BCDOLLB.DO.. C97 P99 T99 U99 B97 A99 Y98 O99 
8 8 0	...PTUB..PTUBAA.TU.CYYY..CDOLL..DO.. C97 P99 T99 U99 A98 Y98 O99 
8 8 0	...PTU...PTUB.AATUB.YYY..CDOLL.CDO.. C96 P99 T99 U99 B99 A99 Y98 O99 
8 8 0	...PTU...PTU..AATUB.YYY.BCDOLL.CDO.. C96 P99 T99 U99 B98 A99 Y98 O99 
8 8 0	...PTU...PTU..AATU..YYY.BCDOLLBCDO.. C96 P99 T99 U99 B97 A99 Y98 O99 
8 8 0	...PTUB..PTUBAA.TU..YYY..CDOLL.CDO.. C96 P99 T99 U99 A98 Y98 O99 
8 8 0	...PTUB..PTUB.AATU.YYY...CDOLL.CDO.. C96 P99 T99 U99 A99 Y97 O99 
8 8 0	...PTUB..PTUB.AATUYYY....CDOLL.CDO.. C96 P99 T99 U99 A99 Y96 O99 
8 8 0	...PTU...PTUBCAATUBC.YYY..DOLL..DO.. C98 P99 T99 U99 B99 A99 Y97 O99 
8 8 0	...PTU...PTU.CAATUBC.YYYB.DOLL..DO.. C98 P99 T99 U99 B98 A99 Y97 O99 
8 8 0	...PTU...PTU.CAATU.C.YYYB.DOLLB.DO.. C98 P99 T99 U99 B97 A99 Y97 O99 
8 8 0	...PTUB..PTUBCAATU.CDYYY..DOLL...O.. C98 P99 T99 U99 A99 Y97 D99 O99 
8 8 0	...PTU...PTUB.AATUBC.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A99 Y97 O99 
8 8 0	...PTU...PTU..AATUBC.YYYBCDOLL..DO.. C97 P99 T99 U99 B98 A99 Y97 O99 
8 8 0	...PTU...PTU..AATU.C.YYYBCDOLLB.DO.. C97 P99 T99 U99 B97 A99 Y97 O99 
8 8 0	...PTUB..PTUBAA.TU.C.YYY.CDOLL..DO.. C97 P99 T99 U99 A98 Y97 O99 
8 8 0	...PTUB..PTUB.AATU.CDYYY.CDOLL...O.. C97 P99 T99 U99 A99 Y97 D99 O99 
8 8 0	...PTU...PTUB.AATUB..YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A99 Y97 O99 
8 8 0	...PTU...PTU..AATUB..YYYBCDOLL.CDO.. C96 P99 T99 U99 B98 A99 Y97 O99 
8 8 0	...PTU...PTU..AATU...YYYBCDOLLBCDO.. C96 P99 T99 U99 B97 A99 Y97 O99 
8 8 0	...PTUB..PTUBAA.TU...YYY.CDOLL.CDO.. C96 P99 T99 U99 A98 Y97 O99 
8 8 0	...PTUB..PTUB.AATU..DYYY.CDOLL.C.O.. C96 P99 T99 U99 A99 Y97 D99 O99 
8 8 0	.C.PTU.C.PTUB.AATUB.DYYY..DOLL...O.. B99 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	.C.PTU.C.PTU..AATUB.DYYYB.DOLL...O.. B98 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	.C.PTU.C.PTU..AATU..DYYYB.DOLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	.C.PTU.C.PTUAA..TUYYY...B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
8 8 0	.C.PTU.C.PTU.AA.TUYYYO..B.DOLLB.D... B97 P99 T99 U99 Y98 O98 
8 8 0	.C.PTU.C.PTU.AAOTUYYYO..B.D.LLB.D... B97 P99 T99 U99 Y98 O97 
8 8 0	.C.PTU.C.PTUAA..TUB.DYYYB.DOLL...O.. B98 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	.C.PTU.C.PTUAAD.TUB.DYYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D98 
8 8 0	.C.PTU.CDPTUAAD.TUB..YYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D97 
8 8 0	.CDPTU.CDPTUAA..TUB..YYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D96 
8 8 0	.C.PTU.C.PTUAA..TU..DYYYB.DOLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D99 
8 8 0	.C.PTU.C.PTUAAD.TU..DYYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D98 
8 8 0	.C.PTU.CDPTUAAD.TU...YYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D97 
8 8 0	.CDPTU.CDPTUAA..TU...YYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D96 
8 8 0	...PT..C.PTU.CAATUYYY..UB.DOLLB.DO.. C99 P99 T99 B97 A99 Y98 O99 
8 8 0	.C.PT..C.PTU..AATUYYYO.UB.DOLLB.D... B97 P99 T99 A99 Y98 O98 
8 8 0	...PT....PTUBAA.TUBCYYYU.CDOLL..DO.. C97 P99 T99 B99 A98 Y98 O99 
8 8 0	...PT....PTU.AA.TUBCYYYUBCDOLL..DO.. C97 P99 T99 B98 A98 Y98 O99 
8 8 0	...PT....PTUAA..TUBCYYYUBCDOLL..DO.. C97 P99 T99 B98 A97 Y98 O99 
8 8 0	...PT....PTU.AA.TU.CYYYUBCDOLLB.DO.. C97 P99 T99 B97 A98 Y98 O99 
8 8 0	...PT....PTUAA..TU.CYYYUBCDOLLB.DO.. C97 P99 T99 B97 A97 Y98 O99 
8 8 0	....T.B..PTUBAAPTU.CYYYU.CDOLL..DO.. P98 T99 A98 C97 Y98 O99 
8 8 0	...PT....PTUBAA.TUB.YYYU.CDOLL.CDO.. C96 P99 T99 B99 A98 Y98 O99 
8 8 0	...PT....PTUB.AATUBYYY.U.CDOLL.CDO.. C96 P99 T99 B99 A99 Y97 O99 
8 8 0	...PT....PTU.AA.TUB.YYYUBCDOLL.CDO.. C96 P99 T99 B98 A98 Y98 O99 
8 8 0	...PT....PTUAA..TUB.YYYUBCDOLL.CDO.. C96 P99 T99 B98 A97 Y98 O99 
8 8 0	...PT....PTU..AATUBYYY.UBCDOLL.CDO.. C96 P99 T99 B98 A99 Y97 O99 
8 8 0	...PT....PTU.AA.TU..YYYUBCDOLLBCDO.. C96 P99 T99 B97 A98 Y98 O99 
8 8 0	...PT....PTUAA..TU..YYYUBCDOLLBCDO.. C96 P99 T99 B97 A97 Y98 O99 
8 8 0	...PT....PTU..AATU.YYY.UBCDOLLBCDO.. C96 P99 T99 B97 A99 Y97 O99 
8 8 0	...PT....PTU..AATUYYY..UBCDOLLBCDO.. C96 P99 T99 B97 A99 Y96 O99 
8 8 0	....T.B..PTUBAAPTU..YYYU.CDOLL.CDO.. P98 T99 A98 Y98 C96 O99 
8 8 0	...PT.B..PTUBAA.TU.YYY.U.CDOLL.CDO.. C96 P99 T99 A98 Y97 O99 
8 8 0	...PT.B..PTUBAA.TUYYY..U.CDOLL.CDO.. C96 P99 T99 A98 Y96 O99 
8 8 0	...P..B..PTUB.AATU.YYYTU.CDOLL.CDO.. C96 P99 T98 A99 Y97 O99 
8 8 0	...P..B..PTUB.AATUYYY.TU.CDOLL.CDO.. C96 P99 T98 A99 Y96 O99 
8 8 0	...PT.B..PTUB.AATUYYYO.U.CDOLL.CD... C96 P99 T99 A99 Y96 O98 
8 8 0	.C.PT..C.PTUAA..TUYYYO.UB.DOLLB.D... B97 P99 T99 A99 Y98 O98 
8 8 0	.C.PT..C.PTUAA.OTUYYYO.UB.D.LLB.D... B97 P99 T99 A99 Y98 O97 
8 8 0	.C.PT..C.PTU.AAOTUYYYO.UB.DLL.B.D... B97 P99 T99 Y98 O97 L99 
8 8 0	...P.U.C.PTU.CAATUYYY.T.B.DOLLB.DO.. C99 P99 U99 B97 A99 Y98 O99 
8 8 0	.C.P.U.C.PTU..AATUYYYOT.B.DOLLB.D... B97 P99 U99 A99 Y98 O98 
8 8 0	.C.P.U.C.PTUAA..TUYYYOT.B.DOLLB.D... B97 P99 U99 A99 Y98 O98 
8 8 0	.C.P.U.C.PTUAA.OTUYYYOT.B.D.LLB.D... B97 P99 U99 A99 Y98 O97 
