3 0 3	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
13 10 3	B...TUB..PTU.AAPTU.C.YYY.CDOLL..DO.. C97 P98 T99 U99 B99 A98 Y97 O99 
13 10 3	....T.....TU.AAPTUYYYP.UBCDOLLBCDO.. P97 T99 A98 Y96 B97 C96 O99 
13 10 3	....T....PTU.AAPTUYYY..UBCDOLLBCDO.. P98 T99 A98 Y96 B97 C96 O99 
13 10 3	...PTU..DPTUAAD.TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D97 O99 
13 10 3	BCD.T.BCDPTU.AAPTUYYY..U...OLL...O.. B99 T99 U98 A98 Y94 O99 D96 
13 10 3	....TUB..PTUBAAPTU.CDYYY.CDOLL...O.. P98 T99 U99 A98 C97 D99 Y97 O99 
13 10 3	B...TUB..PTU.AAPTU...YYY.CDOLL.CDO.. C96 P98 T99 U99 B99 A98 Y97 O99 
13 10 3	...PTU...PTUAAD.TU.CDYYYBC.OLLB..O.. C97 P99 T99 U99 A97 Y97 B97 D98 O99 
13 10 3	....TU...PTUAA.PTU.C.YYYBCDOLLB.DO.. P98 T99 U99 A97 C97 Y97 B97 O99 
13 10 3	B...TUB..PTUAA.PTU...YYY.CDOLL.CDO.. C96 P98 T99 U99 B99 A97 Y97 O99 
13 10 3	B..PTUB..PTUAAD.TU..DYYY.C.OLL.C.O.. C96 P99 T99 U99 B99 A97 Y97 D98 O99 
13 10 3	...P..B..PTUBAAOTUYYYOTU.CD.LL.CD... C96 P99 T98 A98 Y96 O97 
13 10 3	...PTU...PTUAAD.TUB.DYYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D98 O99 
13 10 3	BCD.T.BCDPTUAA.PTUYYYO.U...OLL...... B99 T99 U98 A99 Y94 O98 D96 
13 10 3	BCD...BCDPTUAA.PTUYYY.TU...OLL...O.. B99 T98 U98 A99 Y94 O99 D96 
13 10 3	....TUB..PTUBAAPTU..DYYY.CDOLL.C.O.. P98 T99 U99 A98 D99 Y97 C96 O99 
13 10 3	.CD.TUBCDPTUBAAPTU..YYY....OLL...O.. B94 T99 U99 A98 Y96 O99 D96 
13 10 3	B...T.B..PTU.AAPTUYYY..U.CDOLL.CDO.. C96 B99 P98 T99 A98 Y96 O99 
13 10 3	.CD..U.CDPTU.AAPTU.YYYT.B..OLLB..O.. B97 T98 U99 A98 Y95 O99 D96 
13 10 3	....TUB..PTUBAAPTU.YYY...CDOLL.CDO.. P98 T99 U99 A98 Y97 C96 O99 
13 10 3	.CD.T..CDPTU.AAPTUBYYY.UB..OLL...O.. B98 T99 U98 A98 Y95 O99 D96 
13 10 3	.C.P...C.PT.AA.OTUYYYOTUB.DLLUB.D... B97 P99 U97 A99 Y98 O97 L99 
13 10 3	BCD..UBCDPTUAA.PTUYYYOT....OLL...... B99 T98 U99 A99 Y94 O98 D96 
13 10 3	...PTUB..PTUBAAOTUYYYO...CD.LL.CD... C96 P99 T99 U99 A98 Y94 O97 
13 10 3	B...T.B...TU.AAPTUYYYP.U.CDOLL.CDO.. C96 B99 P97 T99 A98 Y96 O99 
13 10 3	B..PTUB.DPTUAAD.TU...YYY.C.OLL.C.O.. C96 P99 T99 U99 B99 A97 Y97 D97 O99 
13 10 3	....TU...PTU.AAPTUB..YYYBCDOLL.CDO.. P98 T99 U99 A98 B98 Y97 C96 O99 
13 10 3	BCD.TUBCDPTU.AAPTUYYYO.....OLL...... B99 T99 U99 A98 Y94 O98 D96 
13 10 3	....T....PTUAA.PTUBYYY.UBCDOLL.CDO.. P98 T99 A97 B98 Y97 C96 O99 
13 10 3	...PT....PTUAA.OTUYYYO.UBCD.LLBCD... C96 P99 T99 A97 Y96 B97 O97 
13 10 3	....TU...PTUAA.PTUBCYYY.BCDOLL..DO.. P98 T99 U99 A97 B98 C97 Y98 O99 
13 10 3	B...T.B..PTU.AAPTU.YYY.U.CDOLL.CDO.. C96 B99 P98 T99 A98 Y97 O99 
13 10 3	....TU...PTU.AAPTU..YYY.BCDOLLBCDO.. P98 T99 U99 A98 Y98 B97 C96 O99 
13 10 3	.CD.T..CDPTUAA.PTUYYYO.UB..OLLB..... B97 T99 U98 A99 Y94 O98 D96 
13 10 3	.C.PTU.C.PTU.AAOTUYYYO..B.DLL.B.D... B97 P99 T99 U95 Y98 O97 L99 
13 10 3	.CD.T..CDPTU.AAPTUYYY..UB..OLLB..O.. B97 T99 U98 A98 Y94 O99 D96 
13 10 3	.CD.TUBCDPTUBAAPTUYYY......OLL...O.. B94 T99 U99 A98 Y94 O99 D96 
13 10 3	BCD.T.BCDPTU.AAPTU..YYYU...OLL...O.. B99 T99 U98 A98 Y96 O99 D96 
13 10 3	BCD..UBCDPTU.AAPTUYYY.T....OLL...O.. B99 T98 U99 A98 Y94 O99 D96 
13 10 3	B...TUB..PTUAA.PTU.CYYY..CDOLL..DO.. C97 P98 T99 U99 B99 A97 Y98 O99 
13 10 3	....TU...PTUBAAPTUB.YYY..CDOLL.CDO.. P98 T99 U99 B99 A98 Y98 C96 O99 
13 10 3	BCDPTUBCDPTUAA.OTUYYYO......LL...... B99 P99 T99 U99 A99 Y94 O97 D96 
13 10 3	.CD....CDPTUAA.PTUYYY.TUB..OLLB..O.. B97 T98 U98 A99 Y94 O99 D96 
13 10 3	...PT.B..PTUBAAOTUYYYO.U.CDLL..CD... C96 P99 T99 A98 Y96 O97 L99 
13 11 2	...PT.B..PT.BAAOT.YYYO.U.CDLLU.CD..U C96 P99 T99 U98 A98 Y96 O97 L99 
13 10 3	....TU...PTU.AAPTUB.YYY.BCDOLL.CDO.. P98 T99 U99 A98 B98 Y98 C96 O99 
13 10 3	.CD..U.CDPTU.AAPTUYYY.T.B..OLLB..O.. B97 T98 U99 A98 Y94 O99 D96 
13 10 3	.CD.TU.CDPTU.AAPTUYYYO..B..OLLB..... B97 T99 U99 A98 Y94 O98 D96 
13 10 3	B...TUB..PTU.AAPTU..YYY..CDOLL.CDO.. C96 B99 P98 T99 U99 A98 Y98 O99 
13 10 3	.CD..U.CDPTUAA.PTUYYYOT.B..OLLB..... B97 T98 U99 A99 Y94 O98 D96 
13 10 3	....TU...PTU.AAPTU.CYYY.BCDOLLB.DO.. P98 T99 U99 A98 C97 Y98 B97 O99 
13 10 3	....T....PTU.AAPTU.YYY.UBCDOLLBCDO.. P98 T99 A98 Y97 B97 C96 O99 
13 10 3	....TU...PTUBAAPTUBC.YYY.CDOLL..DO.. P98 T99 U99 B99 A98 C97 Y97 O99 
13 10 3	.C.P.U.C.PTUAA.OTUYYYOT.B.DLL.B.D... B97 P99 U95 A99 Y98 O97 L99 
13 10 3	.CD.TU.CDPTUBAAPTUB.YYY....OLL...O.. B95 T99 U99 A98 Y96 O99 D96 
13 10 3	....TU...PTU.AAPTUBC.YYYBCDOLL..DO.. P98 T99 U99 A98 B98 C97 Y97 O99 
13 10 3	.CD....CDPTUAA.PTUBYYYTUB..OLL...O.. B98 T98 U98 A99 Y95 O99 D96 
13 10 3	.CD.T..CDPTU.AAPTU.YYY.UB..OLLB..O.. B97 T99 U98 A98 Y95 O99 D96 
13 9 4	.C..TU.CDPTUAADPTU..YYY.B..OLLB..O.. B97 T99 U99 A99 Y96 O99 D95 
13 9 4	.C..TU.CDPTUAADPTUBYYY..B..OLL...O.. B98 T99 U99 A99 Y95 O99 D95 
13 9 4	BC..TUBCDPTUAADPTU..YYY....OLL...O.. B99 T99 U99 A99 Y96 O99 D95 
13 9 4	.C..TU.CDPTUAADPTUYYY...B..OLLB..O.. B97 T99 U99 A99 Y94 O99 D95 
13 9 4	BC..TUBCDPTUAADPTU.YYY.....OLL...O.. B99 T99 U99 A99 Y95 O99 D95 
13 9 4	.C..TU.CDPTUAADPTU.YYY..B..OLLB..O.. B97 T99 U99 A99 Y95 O99 D95 
13 9 4	.C..TU.CDPTUAADPTUB.YYY.B..OLL...O.. B98 T99 U99 A99 Y96 O99 D95 
13 9 4	BC..TUBCDPTUAADPTUYYY......OLL...O.. B99 T99 U99 A99 Y94 O99 D95 
14 12 2	...P.U...PTU.AA.TUYYYOT.BCDOLLBCD... C96 P99 T98 U99 A98 Y96 B97 O98 
14 12 2	.CDPTUBCDPTUBAA.TUYYYO.....OLL...... B98 D96 P99 T99 U99 A98 Y94 O98 
14 12 2	..DPT...DPTUAA..TUB.YYYUBC.OLL.C.O.. C96 P99 T99 U98 B98 A97 Y96 D96 O99 
14 12 2	.CDPT..CDPTUBAA.TUBYYY.U...OLL...O.. B97 D96 P99 T99 U98 A98 Y95 O99 
14 12 2	..DPTU..DPTU.AA.TUBYYY..BC.OLL.C.O.. C96 P99 T99 U99 B98 A96 Y95 D96 O99 
14 12 2	.CDPT.BCDPTUB.AATU..YYYU...OLL...O.. B96 P99 T99 U98 A97 Y96 O99 D96 
14 12 2	..DPTU..DPTU.AA.TUBCYYY.BC.OLL...O.. C97 P99 T99 U99 B98 A96 Y96 D96 O99 
14 12 2	B.DPTUB.DPTU..AATUYYYO...C.OLL.C.... C96 B99 P99 T99 U99 A97 Y94 O98 D96 
14 12 2	B.DPTUB.DPTU.AA.TU.YYY...C.OLL.C.O.. C96 P99 T99 U99 B99 A96 Y95 D96 O99 
14 12 2	..DPT...DPTUAA..TUBYYY.UBC.OLL.C.O.. C96 P99 T99 U98 B98 A97 Y95 D96 O99 
14 12 2	..DPTUB.DPTUBCAATU.CYYY....OLL...O.. C98 D96 P99 T99 U99 A97 B96 Y96 O99 
14 12 2	B.DPTUBCDPTU.CAATUYYYO.....OLL...... C99 B99 P99 T99 U99 A97 Y94 O98 D96 
14 12 2	B..P.UB..PTUAA..TUYYYOT..CDOLL.CD... C96 B99 P99 T98 U99 A97 Y96 O98 
14 12 2	BCDP..BCDPTU.AA.TUYYY.TU...OLL...O.. B99 P99 T98 U98 A98 Y94 O99 D96 
14 12 2	BCDP..BCDPTUAA..TUYYYOTU...OLL...... B99 P99 T98 U98 A99 Y94 O98 D96 
14 12 2	B.DPT.B.DPTU..AATU..YYYU.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y96 O99 D96 
14 12 2	.CDPTUBCDPTUB.AATUYYYO.....OLL...... B96 P99 T99 U99 A97 Y94 O98 D96 
14 12 2	..DPTUB.DPTUBAA.TU.C.YYY.C.OLL...O.. C97 P99 T99 U99 A96 Y97 B94 D96 O99 
14 12 2	..DPT...DPTU..AATU..YYYUBC.OLLBC.O.. C96 D96 P99 T99 U98 A97 Y96 B97 O99 
14 12 2	BCDP.UBCDPTU.AA.TUYYYOT....OLL...... B99 P99 T98 U99 A98 Y94 O98 D96 
14 12 2	..DPT...DPTU.CAATU.CYYYUB..OLLB..O.. C98 D96 P99 T99 U98 A97 Y96 B97 O99 
14 12 2	.CDP.UBCDPTUB.AATU.YYYT....OLL...O.. B98 D96 P99 U99 T98 A97 Y95 O99 
14 12 2	.CDPT..CDPTU..AATUYYYO.UB..OLLB..... B97 P99 T99 U98 A97 Y94 O98 D96 
14 12 2	.CDPT..CDPTU.AA.TUYYYO.UB..OLLB..... B97 P99 T99 U98 A98 Y94 O98 D96 
14 12 2	.CDP...CDPTUAA..TUYYYOTUB..OLLB..... B97 P99 T98 U98 A99 Y94 O98 D96 
14 12 2	B.DP.UBCDPTU.CAATU.YYYT....OLL...O.. C99 B99 P99 T98 U99 A97 Y95 O99 D96 
14 12 2	.CDP.UBCDPTUBAA.TUYYY.T....OLL...O.. B98 D96 P99 U99 T98 A98 Y94 O99 
14 12 2	BCDP..BCDPTU..AATU.YYYTU...OLL...O.. B99 P99 T98 U98 A97 Y95 O99 D96 
14 12 2	...P.U...PTUAA..TUYYYOT.BCDOLLBCD... C96 P99 T98 U99 A97 Y96 B97 O98 
14 12 2	B..P.UB..PTU.AA.TUYYYOT..CDOLL.CD... C96 B99 P99 T98 U99 A98 Y96 O98 
14 12 2	..DPT...DPTUAA..TU.YYY.UBC.OLLBC.O.. C96 P99 T99 U98 A97 Y95 B97 D96 O99 
14 12 2	.CDPT.BCDPTUBAA.TUYYY..U...OLL...O.. B98 D96 P99 T99 U98 A98 Y94 O99 
14 12 2	.CDPT.BCDPTUBAA.TU.YYY.U...OLL...O.. B98 D96 P99 T99 U98 A98 Y95 O99 
14 12 2	..DP.U..DPTUAA..TU.YYYT.BC.OLLBC.O.. C96 P99 T98 U99 A97 Y95 B97 D96 O99 
14 12 2	..DPTU..DPTU.AA.TU..YYY.BC.OLLBC.O.. C96 P99 T99 U99 A96 Y96 B97 D96 O99 
14 12 2	..DPT...DPTUAA..TU..YYYUBC.OLLBC.O.. C96 P99 T99 U98 A97 Y96 B97 D96 O99 
14 12 2	..DPT...DPTUAA..TUYYY..UBC.OLLBC.O.. C96 P99 T99 U98 A97 Y94 B97 D96 O99 
14 12 2	..DPTU..DPTUAA..TUYYYO..BC.OLLBC.... C96 P99 T99 U99 A97 Y94 B97 D96 O98 
14 12 2	..DPTU..DPTU.AA.TUYYY...BC.OLLBC.O.. C96 P99 T99 U99 A96 Y94 B97 D96 O99 
14 12 2	..DP.U..DPTUAA..TUYYY.T.BC.OLLBC.O.. C96 P99 T98 U99 A97 Y94 B97 D96 O99 
14 12 2	..DPTUBCDPTUBCAATU..YYY....OLL...O.. C99 D96 P99 T99 U99 A97 Y96 B94 O99 
14 12 2	..DPTU.CDPTUBCAATUB.YYY....OLL...O.. C99 D96 P99 T99 U99 A97 Y96 B95 O99 
14 12 2	..DPT..CDPTU.CAATU..YYYUB..OLLB..O.. C99 D96 P99 T99 U98 A97 Y96 B97 O99 
14 12 2	B.DPT.B.DPTUAA..TU..YYYU.C.OLL.C.O.. C96 P99 T99 U98 B99 A97 Y96 D96 O99 
14 12 2	B.DP.UB.DPTU..AATU.YYYT..C.OLL.C.O.. C96 B99 P99 T98 U99 A97 Y95 O99 D96 
14 12 2	B.DPTUB.DPTUAA..TUYYYO...C.OLL.C.... C96 P99 T99 U99 B99 A97 Y94 D96 O98 
14 12 2	..DPTU..DPTUB.AATUBYYY...C.OLL.C.O.. B97 D96 P99 T99 U99 A97 Y95 C96 O99 
14 12 2	..DPTUB.DPTUB.AATU.YYY...C.OLL.C.O.. B98 D96 P99 T99 U99 A97 Y95 C96 O99 
14 12 2	..DPTUBCDPTUBCAATU.YYY.....OLL...O.. C99 D96 P99 T99 U99 A97 B96 Y95 O99 
14 12 2	B.DP.UB.DPTUAA..TUYYY.T..C.OLL.C.O.. C96 P99 T98 U99 B99 A97 Y94 D96 O99 
14 12 2	..DPT..CDPTU.CAATUBYYY.UB..OLL...O.. C99 D96 P99 T99 U98 A97 B98 Y95 O99 
14 12 2	B.DP.UB.DPTUAA..TU.YYYT..C.OLL.C.O.. C96 P99 T98 U99 B99 A97 Y95 D96 O99 
14 12 2	.CDP...CDPTU.AA.TU.YYYTUB..OLLB..O.. B97 P99 T98 U98 A98 Y95 O99 D96 
14 12 2	B.DPT.B.DPTUAA..TU.YYY.U.C.OLL.C.O.. C96 P99 T99 U98 B99 A97 Y95 D96 O99 
14 12 2	.CDPT.BCDPTUBAA.TU..YYYU...OLL...O.. B96 P99 T99 U98 A98 Y96 O99 D96 
14 12 2	..DP.U.CDPTU.CAATUBYYYT.B..OLL...O.. C99 D96 P99 T98 U99 A97 B98 Y95 O99 
14 12 2	.CDPT..CDPTUBAA.TUB.YYYU...OLL...O.. B97 P99 T99 U98 A98 Y96 O99 D96 
14 12 2	.CDP...CDPTU..AATUBYYYTUB..OLL...O.. B98 P99 T98 U98 A97 Y95 O99 D96 
14 12 2	.CDPT..CDPTUB.AATUBYYY.U...OLL...O.. B97 P99 T99 U98 A97 Y95 O99 D96 
14 12 2	B.DPT.BCDPTU.CAATU.YYY.U...OLL...O.. C99 B99 P99 T99 U98 A97 Y95 O99 D96 
14 12 2	.CDP.U.CDPTUB.AATUBYYYT....OLL...O.. B97 P99 T98 U99 A97 Y95 O99 D96 
14 12 2	BCDP..BCDPTU.AA.TU.YYYTU...OLL...O.. B99 P99 T98 U98 A98 Y95 O99 D96 
14 12 2	.CDPT.BCDPTUB.AATUYYY..U...OLL...O.. B96 P99 T99 U98 A97 Y94 O99 D96 
14 12 2	.CDP.UBCDPTUB.AATUYYY.T....OLL...O.. B96 P99 T98 U99 A97 Y94 O99 D96 
14 12 2	.CDP.UBCDPTUBAA.TU.YYYT....OLL...O.. B96 P99 T98 U99 A98 Y95 O99 D96 
14 12 2	.CDP.U.CDPTUBAA.TUBYYYT....OLL...O.. B97 P99 T98 U99 A98 Y95 O99 D96 
14 12 2	.CDP...CDPTU.AA.TUBYYYTUB..OLL...O.. B98 P99 T98 U98 A98 Y95 O99 D96 
14 12 2	B.DPT.B.DPTU.CAATU.CYYYU...OLL...O.. C98 B99 P99 T99 U98 A97 Y96 O99 D96 
14 12 2	B.DPT.B.DPTUAA..TU.CYYYU.C.OLL...O.. C97 P99 T99 U98 B99 A97 Y96 D96 O99 
14 12 2	B.DPT.BCDPTU.CAATU..YYYU...OLL...O.. C99 B99 P99 T99 U98 A97 Y96 O99 D96 
14 12 2	B.DPT.BCDPTU.CAATUYYY..U...OLL...O.. C99 B99 P99 T99 U98 A97 Y94 O99 D96 
14 12 2	B.DPTUB.DPTU.AA.TU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A96 Y96 O99 D96 
14 12 2	B.DP.UBCDPTU.CAATUYYY.T....OLL...O.. C99 B99 P99 T98 U99 A97 Y94 O99 D96 
14 12 2	..DPTUBCDPTUBCAATUYYY......OLL...O.. B98 D96 P99 T99 U99 C99 A97 Y94 O99 
14 12 2	..DPTU..DPTUB.AATUBCYYY..C.OLL...O.. B97 D96 P99 T99 U99 A97 C97 Y96 O99 
14 12 2	B.DPT.B.DPTU..AATU.CYYYU.C.OLL...O.. C97 B99 P99 T99 U98 A97 Y96 O99 D96 
14 12 2	..DP.U..DPTUAA..TUBYYYT.BC.OLL.C.O.. C96 P99 T98 U99 B98 A97 Y95 D96 O99 
14 12 2	..DPTUB.DPTUB.AATU.CYYY..C.OLL...O.. B98 D96 P99 T99 U99 A97 C97 Y96 O99 
14 12 2	B.DPTUB.DPTU.AA.TU..YYY..C.OLL.C.O.. C96 P99 T99 U99 B99 A96 Y96 D96 O99 
14 12 2	B.DPT.B.DPTUAA..TUYYY..U.C.OLL.C.O.. C96 P99 T99 U98 B99 A97 Y94 D96 O99 
14 12 2	..DPT...DPTUAA..TUBCYYYUBC.OLL...O.. C97 P99 T99 U98 B98 A97 Y96 D96 O99 
14 12 2	..DP.U.CDPTU.CAATU.YYYT.B..OLLB..O.. C99 D96 P99 U99 T98 A97 Y95 B97 O99 
14 12 2	B.DPTUB.DPTU.AA.TUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A96 Y94 O99 D96 
14 12 2	B.DPT.B.DPTU..AATU.YYY.U.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y95 O99 D96 
14 12 2	B.DPT.B.DPTU..AATUYYY..U.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y94 O99 D96 
14 12 2	B.DP.UB.DPTU..AATUYYY.T..C.OLL.C.O.. C96 B99 P99 T98 U99 A97 Y94 O99 D96 
14 12 2	..DPTUB.DPTUB.AATUYYY....C.OLL.C.O.. B98 D96 P99 T99 U99 A97 Y94 C96 O99 
14 12 2	.CDPT..CDPTUB.AATUB.YYYU...OLL...O.. B97 P99 T99 U98 A97 Y96 O99 D96 
14 12 2	..DPT...DPTU..AATUB.YYYUBC.OLL.C.O.. C96 D96 P99 T99 U98 A97 B98 Y96 O99 
14 12 2	..DPT...DPTU..AATUBCYYYUBC.OLL...O.. C97 D96 P99 T99 U98 A97 B98 Y96 O99 
14 12 2	..DPT...DPTU.CAATUBCYYYUB..OLL...O.. C98 D96 P99 T99 U98 A97 B98 Y96 O99 
14 12 2	..DPT..CDPTU.CAATUB.YYYUB..OLL...O.. C99 D96 P99 T99 U98 A97 B98 Y96 O99 
14 12 2	..DPTU..DPTU.AA.TUB.YYY.BC.OLL.C.O.. C96 P99 T99 U99 B98 A96 Y96 D96 O99 
14 12 2	..DPTUB.DPTUBAA.TU...YYY.C.OLL.C.O.. C96 P99 T99 U99 B96 A96 Y97 D96 O99 
14 12 2	..DPTU..DPTUBAA.TUB..YYY.C.OLL.C.O.. C96 P99 T99 U99 B97 A96 Y97 D96 O99 
14 12 2	..DPT..CDPTU.CAATU.YYY.UB..OLLB..O.. C99 D96 P99 T99 U98 A97 Y95 B97 O99 
14 12 2	.CDP...CDPTU..AATU.YYYTUB..OLLB..O.. B97 P99 T98 U98 A97 Y95 O99 D96 
14 12 2	BCDP..BCDPTU..AATUYYY.TU...OLL...O.. B99 P99 T98 U98 A97 Y94 O99 D96 
14 12 2	..DPTU..DPTU.AA.TU.YYY..BC.OLLBC.O.. C96 P99 T99 U99 A96 Y95 B97 D96 O99 
14 12 2	BCDP.UBCDPTU..AATUYYYOT....OLL...... B99 P99 T98 U99 A97 Y94 O98 D96 
14 12 2	BCDPT.BCDPTU..AATUYYYO.U...OLL...... B99 P99 T99 U98 A97 Y94 O98 D96 
14 12 2	BCDPT.BCDPTU.AA.TUYYYO.U...OLL...... B99 P99 T99 U98 A98 Y94 O98 D96 
14 12 2	..DPTU.CDPTU.CAATUYYYO..B..OLLB..... C99 D96 P99 T99 U99 A97 Y94 O98 B97 
14 12 2	..DP.U.CDPTU.CAATUYYY.T.B..OLLB..O.. C99 D96 P99 U99 T98 A97 Y94 B97 O99 
14 12 2	.CDP.U.CDPTU..AATUYYYOT.B..OLLB..... B97 P99 T98 U99 A97 Y94 O98 D96 
14 12 2	..DPT..CDPTU.CAATUYYY..UB..OLLB..O.. C99 D96 P99 T99 U98 A97 Y94 B97 O99 
14 12 2	..DPTU..DPTUBCAATUBCYYY....OLL...O.. C98 D96 P99 T99 U99 A97 B97 Y96 O99 
14 12 2	..DPTU..DPTU.AA.TU.CYYY.BC.OLLB..O.. C97 P99 T99 U99 A96 Y96 B97 D96 O99 
14 12 2	..DPTU..DPTUBAA.TUBC.YYY.C.OLL...O.. C97 P99 T99 U99 A96 Y97 B95 D96 O99 
14 12 2	..DPT...DPTU..AATUYYY..UBC.OLLBC.O.. C96 D96 P99 T99 U98 A97 Y94 B97 O99 
14 12 2	..DPT...DPTU..AATUBYYY.UBC.OLL.C.O.. C96 D96 P99 T99 U98 A97 B98 Y95 O99 
14 12 2	..DP.U..DPTU..AATUBYYYT.BC.OLL.C.O.. C96 D96 P99 T98 U99 A97 B98 Y95 O99 
14 12 2	.CDPT.BCDPTUB.AATU.YYY.U...OLL...O.. B98 D96 P99 T99 U98 A97 Y95 O99 
14 12 2	..DPTU.CDPTUBCAATUBYYY.....OLL...O.. C99 D96 P99 T99 U99 B97 A97 Y95 O99 
14 12 2	..DPT...DPTU..AATU.CYYYUBC.OLLB..O.. C97 D96 P99 T99 U98 A97 Y96 B97 O99 
14 12 2	..DPTU..DPTUB.AATUB.YYY..C.OLL.C.O.. C96 D96 P99 T99 U99 A97 B97 Y96 O99 
14 12 2	..DPTUB.DPTUB.AATU..YYY..C.OLL.C.O.. C96 D96 P99 T99 U99 A97 B96 Y96 O99 
14 12 2	..DPT...DPTUAA..TU.CYYYUBC.OLLB..O.. C97 P99 T99 U98 A97 Y96 B97 D96 O99 
14 12 2	..DPTU..DPTU..AATUYYYO..BC.OLLBC.... C96 D96 P99 T99 U99 A97 Y94 B97 O98 
14 12 2	.CDP...CDPTU..AATUYYY.TUB..OLLB..O.. B97 P99 T98 U98 A97 Y94 O99 D96 
14 12 2	...P..B..PT.BAAOT.YYYOTU.CDLLU.CD..U C96 P99 T98 U98 A98 Y96 O97 L99 
14 12 2	B..PT.B..PT..AAOT.YYYO.U.CDLLU.CD..U C96 P99 T99 B99 U98 A98 Y96 O97 L99 
14 12 2	..DPT...DPTU..AATU.YYY.UBC.OLLBC.O.. C96 D96 P99 T99 U98 A97 Y95 B97 O99 
14 12 2	..DP.U..DPTU..AATUYYY.T.BC.OLLBC.O.. C96 D96 P99 T98 U99 A97 Y94 B97 O99 
14 12 2	..DP.U..DPTU..AATU.YYYT.BC.OLLBC.O.. C96 D96 P99 T98 U99 A97 Y95 B97 O99 
14 12 2	.CDP.U.CDPTU.AA.TUYYYOT.B..OLLB..... B97 P99 T98 U99 A98 Y94 O98 D96 
14 12 2	.CDP...CDPTU.AA.TUYYY.TUB..OLLB..O.. B97 P99 T98 U98 A98 Y94 O99 D96 
14 11 3	..........TUAA.PTUYYYPTUBCDOLLBCDO.. P97 T98 A97 Y96 B97 C96 O99 
14 11 3	..D.TU..DPTUAA.PTUB..YYYBC.OLL.C.O.. C96 P98 T99 U99 B98 A97 Y97 D96 O99 
14 11 3	B.D.TUB.DPTUAA.PTU...YYY.C.OLL.C.O.. C96 P98 T99 U99 B99 A97 Y97 D96 O99 
14 11 3	.CD.T.BCDPTUBAAPTU.YYY.U...OLL...O.. B94 T99 U98 A98 Y95 O99 D96 
14 11 3	..........TU.AAPTUYYYPTUBCDOLLBCDO.. P97 T98 A98 Y96 B97 C96 O99 
14 11 3	B...TUB..PTUAA.PTU.YYY...CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y97 O99 
14 11 3	..D.TU..DPTUAA.PTUBC.YYYBC.OLL...O.. C97 P98 T99 U99 B98 A97 Y97 D96 O99 
14 11 3	.CD.T..CDPTUBAAPTUBYYY.U...OLL...O.. B95 T99 U98 A98 Y95 O99 D96 
14 11 3	.CD....CDPTUAA.PTUYYYOTUB..OLLB..... B97 T98 U98 A99 Y94 O98 D96 
14 11 3	....TU...PTUAA.PTUB.DYYYBCDOLL.C.O.. P98 T99 U99 A97 B98 D99 Y97 C96 O99 
14 11 3	BCD...BCDPTU.AAPTU.YYYTU...OLL...O.. B99 T98 U98 A98 Y95 O99 D96 
14 11 3	.CD....CDPTU.AAPTUBYYYTUB..OLL...O.. B98 T98 U98 A98 Y95 O99 D96 
14 11 3	....TU...PTU.AAPTU..DYYYBCDOLLBC.O.. P98 T99 U99 A98 D99 Y97 B97 C96 O99 
14 11 3	.CD..UBCDPTUBAAPTU.YYYT....OLL...O.. B94 T98 U99 A98 Y95 O99 D96 
14 11 3	B..PTUB..PTUAA.OTUYYYO...CD.LL.CD... C96 B99 P99 T99 U99 A97 Y96 O97 
14 11 3	BC.PT.BCDPTUAAD.TU..YYYU...OLL...O.. B99 P99 T99 U98 A99 Y96 O99 D95 
14 11 3	.CD..U.CDPTUBAAPTUBYYYT....OLL...O.. B95 T98 U99 A98 Y95 O99 D96 
14 11 3	....TU...PTU.AAPTU.CDYYYBCDOLLB..O.. P98 T99 U99 A98 C97 D99 Y97 B97 O99 
14 11 3	...P.....PTU.AAOTUYYYOTUBCD.LLBCD... C96 P99 T98 A98 Y96 B97 O97 
14 11 3	.CD.T.BCDPTUBAAPTU..YYYU...OLL...O.. B94 T99 U98 A98 Y96 O99 D96 
14 11 3	.CD.T..CDPTUBAAPTUB.YYYU...OLL...O.. B95 T99 U98 A98 Y96 O99 D96 
14 11 3	.CD....CDPTU.AAPTU.YYYTUB..OLLB..O.. B97 T98 U98 A98 Y95 O99 D96 
14 11 3	B..PT.B..PTUAA.OTUYYYO.U.CDLL..CD... C96 B99 P99 T99 A97 Y96 O97 L99 
14 11 3	B..PT.B..PTU.AAOTUYYYO.U.CDLL..CD... C96 B99 P99 T99 A98 Y96 O97 L99 
14 11 3	BCDPT.BCDPTUAA.OTUYYYO.U....LL...... B99 P99 T99 U98 A99 Y94 O97 D96 
14 11 3	.CDPTU.CDPTU.AAOTUYYYO..B...LLB..... B97 P99 T99 U99 A98 Y94 O97 D96 
14 11 3	B...TUB..PTU.AAPTU.CDYYY.CDOLL...O.. C97 P98 T99 U99 B99 A98 Y97 D99 O99 
