7 0 7	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
14 6 8	...VVE..BCDEAABCDI.JBCFIHJNNF.HKK.F. V97 B99 C99 E99 H99 I98 
14 8 6	..VVDE..BCDEAABCF.HJBCFIHJNNFI..KK.. V98 B99 C99 D99 E99 F99 I99 K99 
14 8 6	.VV..E..BCDEAABCD..JBCFIHJNNFIHKK.F. V99 B99 C99 D98 E99 H99 I99 
14 8 6	..VV.E..BCDEAABCD.HJBCFIHJNNFI..KKF. V98 B99 C99 D98 E99 I99 K99 
14 8 6	..VVDE..BCDEAABC.IHJBCFIHJNNF.KK..F. V98 B99 C99 D99 E99 I98 K99 
14 7 7	VVB.D...BCDEAABCFEH..CF.HJNNFI.J.KKI C99 D99 E98 J99 F99 K98 
14 6 8	...VVE..BCDEAABCDIHJBCFIHJNNF.KK..F. V97 B99 C99 E99 I98 K99 
14 6 8	..VV.E..BCDEAABCDI.JBCFIHJNNF.HKK.F. V98 B99 C99 E99 H99 I98 
14 8 6	VV...E..BCDEAABCD.H.BCFIHJNNFI.JKKF. B99 C99 D98 E99 J99 I99 K99 
14 8 6	.VVCDE..BCDEAABCF..JB.FIHJNNFIH.KK.. V99 B99 D99 E99 H99 F99 I99 K99 
14 8 6	..VVDE..BCDEAABCF.H.BCF.HJNNFI.J.KKI V98 B99 C99 D99 E99 J99 F99 K98 
14 8 6	..VVDE..BCDEAABCF.HJBCFIHJNNFIKK.... V98 B99 C99 D99 E99 F99 I99 K99 
14 8 6	VV..DE..BCDEAABCF.HJBCFIHJNNFI..KK.. B99 C99 D99 E99 F99 I99 K97 
14 6 8	..B.VV..BCDEAABCDEHJ.CF.HJNNFIKK..FI V96 B98 C99 K99 
14 8 6	VV..DE..BCDEAABCF.HJBCFIHJNNFI....KK B99 C99 D99 E99 F99 I99 K95 
14 7 7	..VVD...BCDEAABCFE.JBCF.HJNNFIH.KK.I V98 B99 C99 D99 H99 F99 K99 
14 8 6	.VV.DE..BCDEAABC.I.JBCFIHJNNF.H.KKF. V99 B99 C99 D99 E99 H99 I98 K99 
14 6 8	.VVCDE..BCDEAABCFIHJB.FIHJNNF..KK... V99 B99 D99 E99 F99 I98 
14 8 6	VV.CDE..BCDEAABCF.H.B.F.HJNNFI.JKK.I B99 D99 E99 H98 J99 F99 K99 
14 6 8	VVBCDE..BCDEAABCFIH...FIHJNNF..JKK.. D99 E99 J99 F99 I98 K99 
14 8 6	..VVDE..BCDEAABCF..JBCF.HJNNFIH..KKI V98 B99 C99 D99 E99 H99 F99 K98 
14 7 7	VV.CD...BCDEAABCFE.JB.F.HJNNFIH.KK.I B99 D99 E98 H99 F99 K99 
14 6 8	VV..DE..BCDEAABCFIHJBCFIHJNNF..KK... B99 C99 D99 E99 F99 I98 
14 6 8	..B.VV..BCD.AABCDEHJ.CFEHJNNFI..KKFI V96 B98 C99 E99 K99 
14 8 6	...VVE..BCDEAABCD...BCFIHJNNFIHJKKF. V97 B99 C99 E99 H99 J99 I99 K99 
14 6 8	...CVV..BCD.AABCDEHJB.FEHJNNFI..KKFI V96 B99 C98 E99 K99 
14 6 8	....VV..BCD.AABCDEH.BCFEHJNNFI.JKKFI V96 B99 C99 E99 J99 K99 
14 6 8	.VV.D...BCD.AABCFEHJBCFEHJNNFI.KK..I V99 B99 C99 D99 E99 F99 
14 6 8	.VV.....BCD.AABCDEH.BCFEHJNNFI.JKKFI V99 B99 C99 E99 J99 K99 
14 6 8	VV..D...BCD.AABCFEHJBCFEHJNNFI..KK.I B99 C99 D99 E99 F99 K99 
13 7 6	VV..DE..BCDEAABCF.HJBCF.HJNNFI..KK.I B99 C99 D99 E97 F99 K99 
14 6 8	...VV...BCD.AABCDEH.BCFEHJNNFI.JKKFI V97 B99 C99 E99 J99 K99 
14 8 6	.VV.D...BCD.AABC.E..BCFEHJNNFIHJKKFI V99 B99 C99 D99 E99 H99 J99 K99 
14 6 8	..VV....BCD.AABCDEHJBCFEHJNNFI..KKFI V98 B99 C99 E99 K99 
14 8 6	..VVD...BCD.AABC.E..BCFEHJNNFIHJKKFI V98 B99 C99 D99 E99 H99 J99 K99 
14 6 8	.VVCD...BCD.AABCFEHJB.FEHJNNFIKK...I V99 B99 D99 E99 F99 K99 
14 6 8	.VVCD...BCDEAABCFEHJB.FIHJNNFI....KK V99 B99 D99 F99 I99 K97 
14 6 8	....VV..BCDEAABCDE..BCF.HJNNFIHJKKFI V96 B99 C99 H99 J99 K99 
14 6 8	VVBCD...BCDEAABCFEH...FIHJNNFI.J.KK. D99 J99 F99 I99 K96 
14 6 8	..BCVV..BCDEAABCDEHJ..F.HJNNFIKK..FI V96 B98 C98 K99 
14 8 6	VV.CDE..BCDEAABCF...B.FIHJNNFIHJKK.. B99 D99 E99 H99 J99 F99 I99 K99 
14 6 8	..BVV...BCD.AABCDEHJ.CFEHJNNFI..KKFI V97 B98 C99 E99 K99 
14 8 6	.VV.DE..BCDEAABCF..JBCF.HJNNFIH.KK.I V99 B99 C99 D99 E99 H99 F99 K99 
14 6 8	VV.CD...BCD.AABCFE.JB.FEHJNNFIH..KKI B99 D99 E99 H99 F99 K98 
14 8 6	VV..DE..BCDEAABCF...BCF.HJNNFIHJKK.I B99 C99 D99 E99 H99 J99 F99 K99 
14 7 7	.VVCD...BCDEAABCFE..B.F.HJNNFIHJKK.I V99 B99 D99 H99 J99 F99 K99 
14 8 6	VV.CD...BCDEAABC.E..B.FIHJNNFIHJKKF. V98 D99 B99 I99 H99 J99 K99 
14 7 7	.VV.D...BCDEAABCFEH.BCF.HJNNFI.JKK.I V99 B99 C99 D99 J99 F99 K99 
13 8 5	.VV.D...BCDEAABC.EH.BCF.HJNNFI.JKKFI V99 B99 C99 D99 J99 F98 K99 
14 6 8	..BVV...BCDEAABCDEHJ.CFIHJNNFI..KKF. V97 B98 C99 I99 K99 
14 7 7	..VVD...BCDEAABCFE.JBCF.HJNNFIH..KKI V98 B99 C99 D99 H99 F99 K98 
14 6 8	.VV.D...BCDEAABCFEHJBCFIHJNNFI.KK... V99 B99 C99 D99 F99 I99 
14 6 8	VV.CD...BCDEAABCFEH.B.FIHJNNFI.JKK.. B99 D99 J99 F99 I99 K99 
14 8 6	VVB.DE..BCDEAABC.I...CFIHJNNF.HJKKF. C99 D99 E99 H99 J99 I98 K99 
14 8 6	.VVCDE..BCDEAABCF...B.F.HJNNFIHJKK.I V99 B99 D99 E99 H99 J99 F99 K99 
14 8 6	VV..DE..BCDEAABC.I.JBCFIHJNNF.H.KKF. B99 C99 D99 E99 H99 I98 K99 
14 7 7	VV..D...BCDEAABCFE..BCF.HJNNFIHJKK.I B99 C99 D99 H99 J99 F99 K99 
14 6 8	.VVC.E..BCDEAABCDI.JB.FIHJNNF.H.KKF. V99 B99 E99 H99 I98 K99 
14 7 7	.VV.D...BCDEAABCFEHJBCF.HJNNFI..KK.I V99 B99 C99 D99 F99 K97 
14 6 8	.VV.....BCD.AABCDE.JBCFEHJNNFIH.KKFI V99 B99 C99 E99 H99 K99 
14 8 6	.VV.D...BCDEAABC.E..BCFIHJNNFIHJKKF. V99 B99 C99 D99 H99 J99 I99 K99 
14 6 8	VV..D...BCDEAABCFEHJBCFIHJNNFI..KK.. B99 C99 D99 F99 I99 K99 
14 6 8	VV...E..BCDEAABCDIH.BCFIHJNNF..JKKF. B99 C99 E99 J99 I98 K99 
14 6 8	....VV..BCDEAABCDEH.BCF.HJNNFI.JKKFI V96 B99 C99 J99 K97 
14 8 6	..VVDE..BCDEAABC.IHJBCFIHJNNF...KKF. V98 B99 C99 D99 E99 I98 K99 
14 7 7	VVB.D...BCDEAABCFE...CF.HJNNFIHJ.KKI C99 D99 H99 J99 F99 K98 
14 6 8	VVB.D...BCDEAABCFE.J.CFIHJNNFIH..KK. C99 D99 H99 F99 I99 K98 
14 6 8	VV.CD...BCD.AABCFE.JB.FEHJNNFIH.KK.I B99 D99 E99 H99 F99 K99 
14 6 8	VVB..E..BCDEAABCDI...CFIHJNNF.HJKKF. C99 E99 H99 J99 I98 K99 
14 6 8	...CVV..BCDEAABCDEHJB.F.HJNNFI..KKFI V96 B99 C98 K97 
14 6 8	VVBCD...BCD.AABCFE....FEHJNNFIHJ.KKI D99 E99 H99 J99 F99 K98 
14 8 6	.VVCDE..BCDEAABCF..JB.FIHJNNFIH...KK V99 B99 D99 E99 H99 F99 I99 K97 
14 6 8	VVB.....BCD.AABCDEH..CFEHJNNFI.JKKFI C99 E99 J99 I98 K99 
14 8 6	..VVDE..BCDEAABCF.HJBCFIHJNNFI...KK. V98 B99 C99 D99 E99 F99 I99 K98 
14 6 8	VVBCD...BCD.AABCFEH...FEHJNNFI.J.KKI D99 E99 J99 F99 K96 
14 6 8	.VV.....BCD.AABCDEHJBCFEHJNNFI.KK.FI V99 B99 C99 D98 E99 
14 7 7	.VV.D...BCDEAABCFE.JBCF.HJNNFIH.KK.I V99 B99 C99 D99 H99 F99 K99 
14 8 6	VV..D...BCD.AABC.E..BCFEHJNNFIHJKKFI B99 C99 D99 E97 H99 J99 K99 
14 8 6	VV...E..BCDEAABCD...BCF.HJNNFIHJKKFI B99 C99 D98 E99 H99 J99 K99 
14 6 8	VV.CD...BCD.AABCFEH.B.FEHJNNFI.JKK.I B99 D99 E99 J99 F99 K99 
14 8 6	..VVDE..BCDEAABCF..JBCFIHJNNFIHKK... V98 B99 C99 D99 E99 H99 F99 I99 
14 8 6	..VVD...BCDEAABC.E..BCFIHJNNFIHJKKF. V98 B99 C99 D99 H99 J99 I99 K99 
13 9 4	..VVDE..BCDEAABC....BCFIHJNNFIHJKKF. V98 B99 C99 D99 E99 H99 J99 I99 K99 
14 6 8	VV......BCD.AABCDE.JBCFEHJNNFIHKK.FI V98 B99 C99 E99 H99 
14 9 5	.VV.D...BCDEAABC.EH.BCF.HJNNFI.JKKFI V97 D99 B99 C99 H98 J99 K99 
14 7 7	..VVD...BCDEAABCFEH.BCF.HJNNFI.J.KKI V98 B99 C99 D99 J99 F99 K98 
14 8 6	VV..DE..BCDEAABCF.H.BCF.HJNNFI.J.KKI B99 C99 D99 E99 J99 F99 K96 
14 7 7	VVB.D...BCDEAABCFEH..CF.HJNNFI.JKK.I C99 D99 H98 J99 F99 K99 
14 7 7	VV..D...BCDEAABCFEH.BCF.HJNNFI.JKK.I B99 C99 D99 J99 F99 K97 
14 8 6	VVB.DE..BCDEAABCF.H..CF.HJNNFI.JKK.I C99 D99 E99 H98 J99 F99 K99 
14 10 4	..VVDE..BCDEAABC....BCFIHJNNFIHJKKF. V98 B99 C99 D99 E99 H99 J99 I99 K99 
14 8 6	VV..DE..BCDEAABCF.H.BCF.HJNNFI.JKK.I B99 C99 D99 E99 J99 F99 K97 
14 6 8	..VV....BCD.AABCDE.JBCFEHJNNFIHKK.FI V98 B99 C99 E99 H99 
14 8 6	VVB.DE..BCDEAABCF....CFIHJNNFIHJ..KK C99 D99 E99 H99 J99 F99 I99 K97 
15 7 8	.VV.D...BCDEAABCFEHJBCFIHJNNFI...KK. V99 B99 C99 D99 F99 I99 K98 
15 7 8	.VVCD...BCD.AABCFEHJB.FEHJNNFI...KKI V99 B99 D99 E99 F99 K98 
15 7 8	..BCVV..BCDEAABCDEHJ..F.HJNNFI..KKFI V96 B98 C98 K97 
15 9 6	..VVDE..BCDEAABCF..JBCFIHJNNFIH.KK.. V98 B99 C99 D99 E99 H99 F99 I99 K99 
15 7 8	..BVVE..BCDEAABCDIHJ.CFIHJNNF.KK..F. V97 B98 C99 E99 I98 K99 
15 9 6	VV..DE..BCDEAABCF...BCFIHJNNFIHJ.KK. B99 C99 D99 E99 H99 J99 F99 I99 K98 
15 7 8	..B.VV..BCDEAABCDEH..CFIHJNNFI.JKKF. V96 B98 C99 J99 I99 K99 
15 7 8	.VVCDE..BCDEAABCFIHJB.FIHJNNF.....KK V99 B99 D99 E99 F99 I98 K97 
15 9 6	.VV.DE..BCDEAABCF..JBCFIHJNNFIH..KK. V99 B99 C99 D99 E99 H99 F99 I99 K98 
15 7 8	....VV..BCDEAABCDE..BCFIHJNNFIHJKKF. V96 B99 C99 H99 J99 I99 K99 
15 8 7	VV.CD...BCDEAABCFE..B.F.HJNNFIHJ.KKI B99 C98 D99 H99 J99 F99 K98 
15 7 8	...CVV..BCDEAABCDE.JB.FIHJNNFIH.KKF. V96 B99 C98 H99 I99 K99 
15 7 8	..B.VV..BCDEAABCDE...CF.HJNNFIHJKKFI V96 B98 C99 H99 J99 K99 
15 7 8	VV..D...BCDEAABCFEH.BCFIHJNNFI.J..KK B99 C99 D99 J99 F99 I99 K97 
15 7 8	..BCVV..BCDEAABCDE.J..F.HJNNFIH.KKFI V96 B98 C98 H99 K99 
15 7 8	VV.CD...BCDEAABCFE..B.FIHJNNFIHJ.KK. B99 D99 H99 J99 F99 I99 K98 
15 7 8	...CVV..BCDEAABCDE..B.F.HJNNFIHJKKFI V96 B99 C98 H99 J99 K99 
15 7 8	..B.VV..BCDEAABCDEH..CF.HJNNFI.JKKFI V96 B98 C99 J99 K97 
15 7 8	.VVCD...BCDEAABCFE.JB.FIHJNNFIH..KK. V99 B99 D99 H99 F99 I99 K98 
15 7 8	..B.VV..BCD.AABCDE.J.CFEHJNNFIH.KKFI V96 B98 C99 E99 H99 K99 
15 7 8	VVB.D...BCDEAABCFE...CFIHJNNFIHJKK.. C99 D99 H99 J99 F99 I99 K99 
15 9 6	.VV.DE..BCDEAABCF.HJBCFIHJNNFI.KK... V99 B99 C99 D99 E99 H98 F99 I99 
15 9 6	VVB.DE..BCDEAABCF..J.CFIHJNNFIH..KK. B98 C99 D99 E99 H99 F99 I99 K98 
15 7 8	VV...E..BCDEAABCDI.JBCFIHJNNF.H.KKF. B99 C99 E99 H99 I98 K97 
15 7 8	VVBCDE..BCDEAABCFI....FIHJNNF.HJKK.. D99 E99 H99 J99 F99 I98 K99 
15 7 8	...CVV..BCD.AABCDE.JB.FEHJNNFIH.KKFI V96 B99 C98 E99 H99 K99 
15 7 8	VVBCDE..BCDEAABCFIHJ..FIHJNNF...KK.. D99 E99 F99 I98 K95 
15 7 8	...VVE..BCDEAABCDIH.BCFIHJNNF..JKKF. V97 B99 C99 E99 J99 I98 K99 
15 8 7	..BVV...BCDEAABCDE...CF.HJNNFIHJKKFI V95 B98 C99 H99 J99 K99 
15 7 8	.VV.D...BCDEAABCFEHJBCFIHJNNFI..KK.. V99 B99 C99 D99 F99 I99 K99 
15 7 8	..BVV...BCDEAABCDE.J.CFIHJNNFIH.KKF. V97 B98 C99 H99 I99 K99 
15 7 8	...CVV..BCD.AABCDEHJB.FEHJNNFI.KK.FI V96 B99 C98 E99 K98 
15 9 6	..BVVE..BCDEAABCD....CFIHJNNFIHJKKF. V97 B98 C99 E99 H99 J99 I99 K99 
15 7 8	VVB.D...BCD.AABCFE.J.CFEHJNNFIHKK..I B98 C99 D99 E99 H99 F99 
15 7 8	...VVE..BCDEAABCDI.JBCFIHJNNF.H.KKF. V97 B99 C99 E99 H99 I98 K99 
15 8 7	.VV.D...BCDEAABCFE..BCF.HJNNFIHJ.KKI V99 B99 C99 D99 H99 J99 F99 K98 
15 9 6	..VVDE..BCDEAABCF...BCF.HJNNFIHJKK.I V98 B99 C99 D99 E99 H99 J99 F99 K99 
15 7 8	.VVC....BCDEAABCDEH.B.FIHJNNFI.JKKF. V99 B99 E98 J99 I99 K99 
15 7 8	.VVCDE..BCDEAABCFIHJB.FIHJNNF....KK. V99 B99 D99 E99 F99 I98 K98 
15 7 8	..BCVV..BCDEAABCDEHJ..F.HJNNFI.KK.FI V96 B98 C98 K98 
15 7 8	..BVV...BCD.AABCDEHJ.CFEHJNNFI.KK.FI V97 B98 C99 E99 K98 
15 9 6	..BVVE..BCDEAABCD..J.CF.HJNNFIH.KKFI V97 B98 C99 E99 H99 I98 K99 
15 7 8	VV.CDE..BCDEAABCFI.JB.FIHJNNF.H..KK. B99 D99 E99 H99 F99 I98 K98 
15 7 8	VV.CDE..BCDEAABCFI.JB.FIHJNNF.H...KK B99 D99 E99 H99 F99 I98 K97 
15 9 6	.VVCDE..BCDEAABCF...B.FIHJNNFIHJ.KK. V99 B99 D99 E99 H99 J99 F99 I99 K98 
15 7 8	VVB.....BCD.AABCDEH..CFEHJNNFI.JKKFI B98 C99 E97 J99 K99 
15 7 8	VVB.D...BCDEAABCFEH..CFIHJNNFI.J.KK. C99 D99 J99 F99 I99 K96 
15 7 8	.VVCDE..BCDEAABCFIHJB.FIHJNNF.KK.... V99 B99 D99 E99 F99 I98 K99 
15 7 8	VVBCDE..BCDEAABCFI....FIHJNNF.HJ.KK. D99 E99 H99 J99 F99 I98 K98 
15 9 6	VV..DE..BCDEAABCF...BCFIHJNNFIHJ..KK B99 C99 D99 E99 H99 J99 F99 I99 K97 
15 7 8	...VVE..BCDEAABCDIHJBCFIHJNNF...KKF. V97 B99 C99 E99 I98 K99 
15 7 8	VV..DE..BCDEAABCFIHJBCFIHJNNF....KK. B99 C99 D99 E99 F99 I98 K98 
15 9 6	..VVDE..BCDEAABCF.H.BCFIHJNNFI.J.KK. V98 B99 C99 D99 E99 J99 F99 I99 K98 
15 7 8	...CVV..BCDEAABCDEH.B.FIHJNNFI.JKKF. V96 B99 C98 J99 I99 K99 
15 9 6	.VV.DE..BCDEAABCF.HJBCFIHJNNFI....KK V99 B99 C99 D99 E99 F99 I99 K95 
15 7 8	..B.VV..BCDEAABCDEHJ.CF.HJNNFI.KK.FI V96 B98 C99 K98 
15 7 8	....VV..BCD.AABCDE..BCFEHJNNFIHJKKFI V96 B99 C99 E99 H99 J99 K99 
15 9 6	.VV.DE..BCDEAABCF...BCF.HJNNFIHJ.KKI V99 B99 C99 D99 E99 H99 J99 F99 K98 
15 7 8	VVB.DE..BCDEAABCFIH..CFIHJNNF..J.KK. C99 D99 E99 J99 F99 I98 K98 
15 7 8	.VVCDE..BCDEAABCFIHJB.FIHJNNF.....KK V99 B99 D99 E99 F99 I98 K97 
15 8 7	..VVD...BCDEAABCFE..BCF.HJNNFIHJ.KKI V98 B99 C99 D99 H99 J99 F99 K98 
15 9 6	.VV.DE..BCDEAABCF..JBCFIHJNNFIH...KK V99 B99 C99 D99 E99 H99 F99 I99 K97 
15 7 8	..VVD...BCDEAABCFEHJBCFIHJNNFI..KK.. V98 B99 C99 D99 F99 I99 K99 
15 7 8	VVB.DE..BCDEAABCFI.J.CFIHJNNF.H...KK C99 D99 E99 H99 F99 I98 K97 
15 7 8	.VV..E..BCDEAABCDIHJBCFIHJNNF..KK.F. V95 E99 B99 C99 I98 
15 7 8	.VV.D...BCDEAABCFEHJBCFIHJNNFI....KK V99 B99 C99 D99 F99 I99 K97 
15 9 6	..VVDE..BCDEAABCF.HJBCFIHJNNFI.KK... V98 B99 C99 D99 E99 F99 I99 K94 
15 7 8	..BVV...BCDEAABCDE.J.CFIHJNNFIHKK.F. V95 B98 C99 H99 I99 
15 9 6	..VVDE..BCDEAABCF..JBCFIHJNNFIH...KK V98 B99 C99 D99 E99 H99 F99 I99 K97 
15 7 8	VVB.D...BCDEAABCFE...CFIHJNNFIHJ.KK. C99 D99 H99 J99 F99 I99 K98 
15 7 8	VV..D...BCDEAABCFE.JBCFIHJNNFIH...KK B99 C99 D99 H99 F99 I99 K97 
15 7 8	..BVV...BCDEAABCDEH..CFIHJNNFI.JKKF. V97 B98 C99 J99 I99 K99 
14 8 6	..BVVE..BCDEAABCD.H..CFIHJNNFI.JKKF. V97 B98 C99 E99 J99 I99 K99 
15 7 8	VVB.D...BCDEAABCFE...CFIHJNNFIHJ..KK C99 D99 H99 J99 F99 I99 K97 
15 7 8	..BVVE..BCDEAABCDIHJ.CFIHJNNF..KK.F. V97 B98 C99 E99 I98 
15 7 8	VVBCDE..BCDEAABCFI.J..FIHJNNF.HKK... D99 E99 H99 F99 I98 K94 
15 9 6	..VVDE..BCDEAABCF...BCF.HJNNFIHJ.KKI V98 B99 C99 D99 E99 H99 J99 F99 K98 
15 7 8	VVBCDE..BCDEAABCFI....FIHJNNF.HJ..KK D99 E99 H99 J99 F99 I98 K97 
15 9 6	..VVDE..BCDEAABC.I..BCFIHJNNF.HJKKF. V98 B99 C99 D99 E99 H99 J99 I98 K99 
15 9 6	.VV.DE..BCDEAABCF.H.BCFIHJNNFI.J..KK V99 B99 C99 D99 E99 J99 F99 I99 K97 
15 7 8	VV.CD...BCD.AABCFE..B.FEHJNNFIHJKK.I B99 D99 E99 H99 J99 F99 K99 
15 7 8	.VVC.E..BCDEAABCDI..B.FIHJNNF.HJKKF. V99 B99 E99 H99 J99 I98 K99 
14 8 6	.VVCDE..BCDEAABC.I..B.FIHJNNF.HJKKF. V99 B99 D99 E99 H99 J99 I98 K99 
15 7 8	.VVCD...BCDEAABCFE.JB.FIHJNNFIH...KK V99 B99 D99 H99 F99 I99 K97 
15 7 8	.VVC....BCD.AABCDE..B.FEHJNNFIHJKKFI V99 B99 E97 H99 J99 K99 
15 7 8	.VV..E..BCDEAABCDIH.BCFIHJNNF..JKKF. V99 B99 C99 E99 J99 I98 K99 
15 7 8	VV.CD...BCDEAABCFE..B.FIHJNNFIHJ..KK B99 D99 H99 J99 F99 I99 K97 
15 7 8	.VV.....BCD.AABCDEH.BCFEHJNNFI.JKKFI V99 B99 C99 E97 J99 K99 
15 7 8	.VV.D...BCD.AABCFE.JBCFEHJNNFIHKK..I V99 B99 C99 D99 E99 H99 F99 
15 7 8	..B.VV..BCD.AABCDEHJ.CFEHJNNFI.KK.FI V96 B98 C99 E99 K98 
15 7 8	VV.CDE..BCDEAABCFIH.B.FIHJNNF..J..KK B99 D99 E99 J99 F99 I98 K97 
15 7 8	VV..DE..BCDEAABCFIHJBCFIHJNNF...KK.. B99 C99 D99 E99 F99 I98 K99 
15 7 8	VV..D...BCDEAABCFE.JBCFIHJNNFIH.KK.. B99 C99 D99 H99 F99 I99 K99 
14 8 6	VV..DE..BCDEAABCF..JBCFIHJNNFIH.KK.. B99 C99 D99 E99 H99 F99 I99 K99 
15 7 8	VV.CDE..BCDEAABCFIH.B.FIHJNNF..J.KK. B99 D99 E99 J99 F99 I98 K98 
15 7 8	..BVV...BCD.AABCDEHJ.CFEHJNNFIKK..FI V97 B98 C99 E99 K97 
15 7 8	VVB.DE..BCDEAABCFI.J.CFIHJNNF.H.KK.. C99 D99 E99 H99 F99 I98 K99 
15 7 8	VV..D...BCDEAABCFEH.BCFIHJNNFI.JKK.. B99 C99 D99 J99 F99 I99 K99 
14 8 6	VV..DE..BCDEAABCF.H.BCFIHJNNFI.JKK.. B99 C99 D99 E99 J99 F99 I99 K99 
15 7 8	VV.CD...BCD.AABCFE..B.FEHJNNFIHJ.KKI B99 D99 E99 H99 J99 F99 K98 
15 7 8	.VV.....BCD.AABCDE..BCFEHJNNFIHJKKFI V99 B99 C99 E99 H99 J99 K99 
15 7 8	VV.C....BCDEAABCDEH.B.FIHJNNFI.JKKF. B99 E98 J99 I97 K99 
15 9 6	..VVD...BCD.AABC.E..BCFEHJNNFIHJKKFI V98 B99 C99 D99 E97 H99 J99 K99 
15 7 8	VV..D...BCD.AABCFE.JBCFEHJNNFIH..KKI B99 C99 D99 E99 H99 F99 K98 
15 8 7	...VV...BCDEAABCDE.JBCF.HJNNFIHKK.FI V97 B99 C99 E98 H99 K98 
15 9 6	.VVCDE..BCDEAABCF...B.FIHJNNFIHJ..KK V99 B99 D99 E99 H99 J99 F99 I99 K97 
15 7 8	VV.CDE..BCDEAABCFI.JB.FIHJNNF.H.KK.. B99 D99 E99 H99 F99 I98 K99 
15 7 8	..BCVV..BCD.AABCDEHJ..FEHJNNFIKK..FI V96 B98 C98 E99 K99 
15 7 8	..BVV...BCD.AABCDE.J.CFEHJNNFIH.KKFI V97 B98 C99 E99 H99 K99 
15 7 8	..VV....BCD.AABCDE.JBCFEHJNNFIHKK.FI V98 B99 C99 E97 H99 
15 7 8	..BCVV..BCDEAABCDE.J..FIHJNNFIHKK.F. V96 B98 C98 H99 I99 
15 7 8	VVB.DE..BCDEAABCFI.J.CFIHJNNF.H..KK. C99 D99 E99 H99 F99 I98 K98 
15 7 8	VV...E..BCDEAABCDI..BCFIHJNNF.HJKKF. B99 C99 E99 H99 J99 I98 K99 
14 8 6	VV..DE..BCDEAABC.I..BCFIHJNNF.HJKKF. B99 C99 D99 E99 H99 J99 I98 K99 
15 7 8	...CVV..BCDEAABCDEHJB.FIHJNNFIKK..F. V96 B99 C98 I99 K99 
15 7 8	VVB.DE..BCDEAABCFIHJ.CFIHJNNF....KK. C99 D99 E99 F99 I98 K96 
15 7 8	VV..D...BCD.AABCFE.JBCFEHJNNFIH.KK.I B99 C99 D99 E99 H99 F99 K99 
15 7 8	.VV..E..BCDEAABCDI.JBCFIHJNNF.H.KKF. V99 B99 C99 E99 H99 I98 K99 
15 7 8	.VV.D...BCD.AABCFEHJBCFEHJNNFI...KKI V99 B99 C99 D99 E99 F99 K98 
15 9 6	..VVDE..BCDEAABCF.H.BCFIHJNNFI.JKK.. V98 B99 C99 D99 E99 J99 F99 I99 K99 
15 9 6	..BVVE..BCDEAABCD....CF.HJNNFIHJKKFI V97 B98 C99 E99 H99 J99 K97 
15 7 8	..BVV...BCD.AABCDE.J.CFEHJNNFIHKK.FI V97 B98 C99 E99 H99 
15 7 8	VVB..E..BCDEAABCDIHJ.CFIHJNNF...KKF. C99 E99 H98 I98 K99 
15 7 8	VV...E..BCDEAABCDI..BCFIHJNNF.HJKKF. B99 C99 E99 H99 J99 I98 K99 
15 7 8	..BVV...BCDEAABCDEHJ.CFIHJNNFI..KKF. V97 B98 C99 I99 K97 
15 7 8	VV.CD...BCD.AABCFE..B.FEHJNNFIHJ.KKI B99 D99 E99 H99 J99 F99 K98 
15 7 8	VVB.D...BCD.AABCFE...CFEHJNNFIHJ.KKI C99 D99 E99 H99 J99 F99 K98 
15 7 8	VV.CD...BCD.AABCFEH.B.FEHJNNFI.J.KKI B99 D99 E99 J99 F99 K96 
15 7 8	..BVV...BCD.AABCDEHJ.CFEHJNNFI..KKFI V97 B98 C99 E99 K97 
15 7 8	..VV.E..BCDEAABCDI.JBCFIHJNNF.HKK.F. V98 B99 C99 E99 H99 I98 
15 9 6	.VV.D...BCDEAABC.EH.BCFIHJNNFI.JKKF. V99 B99 C99 D99 E98 J99 I99 K99 
15 7 8	..VV.E..BCDEAABCDI.JBCFIHJNNF.H.KKF. V98 B99 C99 E99 H99 I98 K99 
15 7 8	....VV..BCD.AABCDE.JBCFEHJNNFIHKK.FI V96 B99 C99 E99 H99 
15 7 8	.VVCDE..BCDEAABCFI.JB.FIHJNNF.HKK... V99 B99 D99 E99 H99 F99 I98 
15 7 8	VVB.D...BCDEAABCFEH..CFIHJNNFI.J.KK. C99 D99 J99 F99 I99 K96 
15 7 8	.VV.....BCD.AABCDE..BCFEHJNNFIHJKKFI V99 B99 C99 E99 H99 J99 K99 
15 7 8	..VVD...BCD.AABCFEHJBCFEHJNNFI.KK..I V98 B99 C99 D99 E97 F99 
15 7 8	...VV...BCD.AABCDEH.BCFEHJNNFI.JKKFI V97 B99 C99 E97 J99 K99 
15 7 8	VV..DE..BCDEAABCFIHJBCFIHJNNF.KK.... B99 C99 D99 E99 F99 I98 K99 
15 9 6	.VV.DE..BCDEAABCF.H.BCF.HJNNFI.JKK.I V99 B99 C99 D99 E99 J99 F99 K97 
15 7 8	...VV...BCD.AABCDE.JBCFEHJNNFIH.KKFI V95 B99 C99 E99 H99 K99 
15 7 8	..BVVE..BCDEAABCDI.J.CFIHJNNF.HKK.F. V97 B98 C99 E99 H99 I98 
15 8 7	.VV.D...BCDEAABCFE..BCF.HJNNFIHJKK.I V99 B99 C99 D99 H99 J99 F99 K99 
