4 0 4	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
13 10 3	...C...B.C.E.BAADEHHHGDES.VGD.S.V.WW B99 C99 D99 A99 H98 G98 S97 W99 
13 9 4	.B.CD..B.CD.AA..DEHHH..ES.VG.ES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 9 4	.B.CDE.B.CDEAA..DEHHH...S.VG..S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 8 5	.B..DE.B.CDEAA.CDEHHH...S.VG..S.VGWW S97 D99 E99 A99 H98 G99 W99 
13 8 5	.B...E.B.C.E.AACDEHHH.D.S.VGD.S.VGWW S97 D99 E97 H98 G99 W99 
13 8 5	.B.....B..D.AA.CDEHHHCDES.VG.ES.VGWW S97 C99 E99 A99 H98 G99 W99 
13 8 5	.B..D..B.CDEAA.CDES.HHHES.VG....VGWW S98 C98 D99 A99 H98 G99 W99 
13 7 6	SB..DESB.CDEAA.CDE.HHH....VG....VGWW S99 D99 E99 A99 H99 G99 W99 
13 9 4	.B.C...B.C....AADEHHH.DES.VGDES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 11 2	.B.C...B.C....AAD.HHHGDES.VGDES.VWWE S97 C99 D99 E98 A99 H98 G98 W98 
13 9 4	...CD..B.CD..BAADE..HHHES.VG.ES.VGWW B99 C99 D99 S97 E99 A99 H98 G99 W99 
13 9 4	...CDE.B.CDE.BAADE..HHH.S.VG..S.VGWW B99 C99 D99 S97 E99 A99 H98 G99 W99 
13 9 4	...CD..B.CD..BAADESHHH.ES.VG.E..VGWW B99 C99 D99 E99 A99 S98 H99 G99 W99 
13 9 4	.B.CD..B.CD...AADEHHH..ES.VG.ES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 10 3	...C.....C.E..AADEHHH.DESBVGD.SBVGWW B96 C99 D97 S97 A99 H96 G99 W99 
13 9 4	...C...B.C...BAADESHHHDES.VGDE..VGWW B99 C99 D99 E99 A99 S98 H99 G99 W99 
13 10 3	...CD..B.CDE.BAADEHHHG.ES.VG..S.V.WW B99 C99 D99 A99 H98 G98 S97 W99 
13 10 3	...C...B.CD..BAADEHHHGDES.VG.ES.V.WW B99 C99 E99 A99 H98 G98 S97 W99 
14 10 4	...CD....CD.AA..DESBHHHESBVG.E..VGWW B97 C99 D99 E99 A97 S98 H98 G99 W99 
14 9 5	.B.CDE.BVCDEAAV.DE...HHHS..G..S..GWW S97 C99 D99 E99 A99 H97 G99 V97 W99 
14 11 3	S..C..S..CD...AADEHHH.DE.BVG.E.BVGWW B96 C99 D98 S99 E99 A99 H96 G99 W99 
14 9 5	.B.CDE.B.CDEAAV.DES.VHHHS..G.....GWW S98 C99 D99 E99 A99 H97 G99 V98 W99 
14 9 5	.B.CDE.BVCDEAAV.DES..HHHS..G.....GWW S98 C99 D99 E99 A99 H97 G99 V97 W99 
14 11 3	...CD.S..CDESAA.DEHHHG.E.BVG...BVWW. B96 C99 D99 A98 H96 G98 W98 
14 10 4	S..CDESB.CDE.BAADE..VHHH..VG.....GWW B99 S99 C99 D99 E99 A99 H97 G99 V99 W99 
14 11 3	...C.....CD.S.AADESHHHDE.BVG.E.BVGWW B96 C99 D98 S99 E99 A99 H97 G99 W99 
14 11 3	...C.....C.ES.AADESHHHDE.BVGD..BVGWW B96 C99 D97 S99 A99 H97 G99 W99 
14 8 6	SB...ESB...EAA.CDEHHHCD...VGD...VGWW S99 C97 D99 E99 A99 G99 W99 
14 10 4	...CDE.B.CDE.BAADE..VHHHS.VG..S..GWW B99 C99 D99 E99 S97 A99 V99 H97 G99 W99 
14 10 4	...CDE.B.CDESBAADES.VHHH..VG.....GWW B99 C99 D99 E99 S99 A99 V99 H97 G99 W99 
14 10 4	...CDE.B.CDE.BAADES.VHHHS.VG.....GWW B99 C99 D99 E99 S98 A99 V99 H97 G99 W99 
14 11 3	.B.CD..B.CD...AADEHHHG.ES.VG.ES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
14 9 5	.B.CDE.B.CDEAAV.DE..VHHHS..G..S..GWW S97 C99 D99 E99 A99 H97 G99 V98 W99 
14 8 6	.B..DE.B.CDE.AACDEHHHG..S.VG..S.V.WW S97 D99 E99 H98 G98 W99 
14 11 3	...C.....CD...AADESHHHDESBVG.E.BVGWW B96 C99 D98 S98 E99 A99 H97 G99 W99 
14 9 5	.B...E.B.CDE.AACDEHHHGD.S.VG..S.V.WW S97 C98 E99 H98 G98 W99 
14 10 4	...CDE.B.CDE.BAADEHHH...S.VG..S.VGWW B99 C99 D99 E99 A99 H98 S97 G99 W99 
14 9 5	.B.....B.C.E.AACDEHHHGDES.VGD.S.V.WW S97 C98 D99 H98 G98 W99 
14 10 4	...CD....CD.AA..DES.HHHESBVG.E.BVGWW B96 C99 D99 E99 A97 S98 H98 G99 W99 
14 10 4	...CDE...CDEAA..DES.HHH.SBVG...BVGWW B96 C99 D99 E99 A97 S98 H98 G99 W99 
14 11 3	...C.E...CDE..AADESHHHD.SBVG...BVGWW B96 C99 D98 S98 E99 A99 H97 G99 W99 
14 11 3	.B.C...B.C....AADEHHHGDES.VGDES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
14 10 4	SBVCDESBVCDEAA..DE.HHH.....G.....GWW S99 C99 D99 E99 A99 H95 G99 V96 W99 
14 10 4	SBVCDESBVCDEAA..DE..HHH....G.....GWW S99 C99 D99 E99 A99 H96 G99 V96 W99 
14 10 4	SBVCDESBVCDE..AADE...HHH...G.....GWW S99 C99 D99 E99 A97 H97 G99 V96 W99 
14 10 4	SBVCDESBVCDE.AA.DE...HHH...G.....GWW S99 C99 D99 E99 A98 H97 G99 V96 W99 
14 8 6	.B.....B.C...AACDEHHHGDES.VGDES.V.WW S97 D99 E99 H98 G98 W99 
14 10 4	S..CDES..CDE..AADE.BVHHH.BVG.....GWW B97 S99 C99 D99 E99 A99 H97 G99 V99 W99 
14 10 4	...CDE...CDES.AADESBVHHH.BVG.....GWW B97 C99 D99 E99 S99 A99 V99 H97 G99 W99 
14 11 3	...C.....C.EAA..DESHHHDESBVGD..BVGWW B96 C99 D97 A97 S98 H97 G99 W99 
14 9 5	.B..D..B.CDEAA.CDEHHHG.ES.VG..S.VWW. S97 D99 A99 H98 G98 W98 
14 10 4	S..CDES..CDE..AADE..VHHH.BVG...B.GWW B96 S99 C99 D99 E99 A99 H97 G99 V99 W99 
14 8 6	.B..D..B.CD..AACDEHHHG.ES.VG.ES.V.WW S97 D99 E99 H98 G98 W99 
14 10 4	...CDE...CDES.AADES.VHHH.BVG...B.GWW B96 C99 D99 E99 S99 A99 V99 H97 G99 W99 
14 10 4	...CDE...CDE..AADE.BVHHHSBVG..S..GWW B97 C99 D99 E99 A99 V99 H97 S97 G99 W99 
14 10 4	...CDE...CDE.BAADE.BVHHHS.VG..S..GWW B98 C99 D99 E99 S97 A99 V99 H97 G99 W99 
14 10 4	...CDE...CDE..AADE..VHHHSBVG..SB.GWW B96 C99 D99 E99 A99 V99 H97 S97 G99 W99 
14 10 4	...CDE...CDE.BAADESBVHHHS.VG.....GWW B98 C99 D99 E99 S98 A99 V99 H97 G99 W99 
14 10 4	.B.C.E.B.C.EAA..DEHHHGD.S.VGD.S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	.B.C...B.C..AA..DEHHHGDES.VGDES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	...CDE...CDESBAADESBVHHH..VG.....GWW B98 C99 D99 E99 S99 A99 V99 H97 G99 W99 
14 10 4	...CDE...CDE..AADES.VHHHSBVG...B.GWW B96 C99 D99 E99 A99 S98 V99 H97 G99 W99 
14 10 4	...CDE...CDE..AADESBVHHHSBVG.....GWW B97 C99 D99 E99 A99 S98 V99 H97 G99 W99 
14 10 4	.B.CD..B.CD.AA..DEHHHG.ES.VG.ES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	.B.CDE.B.CDEAA..DEHHHG..S.VG..S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	...CDES..CDESAA.DE.BVHHH.BVG.....GWW B97 C99 D99 E99 A98 V99 H97 G99 W99 
14 10 4	S..CDES..CDE.BAADE.BVHHH..VG.....GWW B98 S99 C99 D99 E99 A99 H97 G99 V99 W99 
14 10 4	...CDES..CDESAA.DE..VHHH.BVG...B.GWW B96 C99 D99 E99 A98 V99 H97 G99 W99 
14 10 4	...CDE...CDEAA..DESBHHH.SBVG....VGWW B97 C99 D99 E99 A97 S98 H98 G99 W99 
14 11 3	...C.....CD...AADE.HHHDESBVG.ESBVGWW B96 C99 D98 S97 E99 A99 H97 G99 W99 
14 10 4	S..CDES..CDE.AA.DE...HHH.BVG...BVGWW B96 S99 C99 D99 E99 A98 H97 G99 W99 
14 10 4	...CDE...CDE..AADESHHH..SBVG...BVGWW B96 C99 D99 E99 A99 S98 H97 G99 W99 
14 10 4	...C.E.B.C.E.BAADEHHH.D.S.VGD.S.VGWW B99 C99 D99 E99 A99 H98 S97 G99 W99 
14 10 4	S..CDES..CDEAA..DE...HHH.BVG...BVGWW B96 S99 C99 D99 E99 A97 H97 G99 W99 
14 10 4	S..CDES..CDEAA..DE.B.HHH.BVG....VGWW B97 S99 C99 D99 E99 A97 H97 G99 W99 
14 11 3	S..C.ES..CDE..AADE.HHHD..BVG...BVGWW B96 C99 D98 S99 E99 A99 H97 G99 W99 
14 10 4	S..CDES..CDE.AA.DE.B.HHH.BVG....VGWW B97 S99 C99 D99 E99 A98 H97 G99 W99 
14 10 4	.B.....B.CDEAA.CDEHHHGDES.VG..S.VWW. S97 C98 A99 H98 G98 W98 
14 10 4	S..CDES..CDEAA..DE.BHHH..BVG....VGWW B97 S99 C99 D99 E99 A97 H98 G99 W99 
14 11 3	S..C..S..CD...AADE.HHHDE.BVG.E.BVGWW B96 C99 D98 S99 E99 A99 H97 G99 W99 
14 10 4	...CD....CD...AADESHHH.ESBVG.E.BVGWW B96 C99 D99 E99 A99 S98 H97 G99 W99 
14 11 3	...C.....C.EAA..DEHHH.DESBVGD.SBVGWW B96 C99 D97 S97 A97 H96 G99 W99 
14 11 3	...CD....CDE.AA.DEHHHG.ESBVG..SBV.WW B96 C99 D99 S97 A98 H96 G98 W99 
14 11 3	...C.....C.E..AADEHHHGDESBVGD.SBV.WW B96 C99 D97 S97 A99 H96 G98 W99 
14 11 3	...CD....CDEAA..DEHHHG.ESBVG..SBV.WW B96 C99 D99 S97 A97 H96 G98 W99 
14 11 3	...C.....C.E.AA.DEHHH.DESBVGD.SBVGWW B96 C99 D97 S97 A98 H96 G99 W99 
14 11 3	...C.E.B.CDE.BAADEHHHGD.S.VG..S.VWW. B99 C99 E99 A99 H98 G98 S97 W98 
14 11 3	...C.....C.E.AA.DESHHHDESBVGD..BVGWW B96 C99 D97 A98 S98 H97 G99 W99 
14 12 2	...C.....CDE.AA.DEHHHGDESBVG..SBV.WW B96 C99 D98 S97 A98 H96 G98 W99 
14 11 3	...CD..B.CDE.BAADEHHHG.ES.VG..S.VWW. B99 C99 D99 A99 H98 G98 S97 W98 
14 12 2	...C.....CDEAA..DEHHHGDESBVG..SBV.WW B96 C99 D98 S97 A97 H96 G98 W99 
14 10 4	...CDE...CDE.AA.DE.B.HHHSBVG..S.VGWW B97 C99 D99 E99 A98 H97 S97 G99 W99 
14 10 4	...CDE...CDEAA..DE.B.HHHSBVG..S.VGWW B97 C99 D99 E99 A97 H97 S97 G99 W99 
14 9 5	.B.C...B.CD.AA.GDEHHHGDES.V..ES.V.WW S97 C99 E99 A99 H98 G97 W99 
14 10 4	.B.....B.CD..AACDEHHHGDES.VG.ES.VWW. S97 C98 E99 H98 G98 W98 
14 11 3	...C...B.C.E.BAADEHHHGDES.VGD.S.VWW. B99 C99 D99 A99 H98 G98 S97 W98 
14 11 3	.B.CD..B.CD.AA..DEHHHG.ES.VG.ES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
14 12 2	...CD.S..CD.SAA.D.HHHG.E.BVG.E.BVWWE B96 C99 D99 E98 A98 H96 G98 W98 
14 10 4	...CD..B.CD..BAADEHHH..ES.VG.ES.VGWW B99 C99 D99 E99 A99 H98 S97 G99 W99 
14 11 3	...C.ES..CDES.AADEHHHGD..BVG...BV.WW B96 C99 D98 E99 A99 H96 G98 W99 
14 11 3	...C.....C.E..AADE.HHHDESBVGD.SBVGWW B96 C99 D97 S97 A99 H97 G99 W99 
14 10 4	...CDE...CDE.AA.DE...HHHSBVG..SBVGWW B96 C99 D99 E99 A98 H97 S97 G99 W99 
14 10 4	...CDE...CDEAA..DESB.HHHSBVG....VGWW B97 C99 D99 E99 A97 S98 H97 G99 W99 
14 10 4	...CDE...CDEAA..DES..HHHSBVG...BVGWW B96 C99 D99 E99 A97 S98 H97 G99 W99 
14 10 4	...C..S..C..S.AADEHHH.DE.BVGDE.BVGWW B96 C99 D97 E99 A99 H96 G99 W99 
14 11 3	SBVCD.SBVCDEAA..DE..HHHE...G.....GWW S99 C99 D99 E98 A99 H96 G99 V96 W99 
14 10 4	...CDE...CDE.AA.DESB.HHHSBVG....VGWW B97 C99 D99 E99 A98 S98 H97 G99 W99 
14 10 4	...CDE...CDE.AA.DES..HHHSBVG...BVGWW B96 C99 D99 E99 A98 S98 H97 G99 W99 
14 11 3	S..CD.S..CDE..AADEHHHG.E.BVG...BVWW. B96 S99 C99 D99 A99 H96 G98 W98 
14 11 3	SBVCD.SBVCDEAA..DE.HHH.E...G.....GWW S99 C99 D99 E98 A99 H95 G99 V96 W99 
14 10 4	...C...B.C...BAADEHHH.DES.VGDES.VGWW B99 C99 D99 E99 A99 H98 S97 G99 W99 
14 11 3	SBVC.ESBVCDEAA..DE.HHHD....G.....GWW S99 C99 D98 E99 A99 H95 G99 V96 W99 
14 12 2	SBVC..SBVCDEAA..DE.HHHDE...G.....GWW S99 C99 D98 E98 A99 H95 G99 V96 W99 
14 11 3	...C.E...CDE..AADE.HHHD.SBVG..SBVGWW B96 C99 D98 S97 E99 A99 H97 G99 W99 
14 8 6	.B..DE.B.CDESAACDES.HHH...VG....VGWW S99 C98 D99 E99 H98 G99 W99 
14 12 2	...C..S..CDESAA.DEHHHGDE.BVG...BVWW. B96 C99 D98 A98 H96 G98 W98 
14 12 2	S..C..S..CDE..AADEHHHGDE.BVG...BVWW. B96 C99 D98 S99 A99 H96 G98 W98 
14 10 4	...CDE...CDESAA.DESB.HHH.BVG....VGWW B97 C99 D99 E99 S99 A98 H97 G99 W99 
14 12 2	...C.....CDEAA..DEHHH.DESBVG..SBVGWW B96 C99 D98 S97 A97 H96 G99 W99 
14 10 4	...CDE...CDESAA.DES..HHH.BVG...BVGWW B96 C99 D99 E99 S99 A98 H97 G99 W99 
14 10 4	.BVCDE.BVCDEAA..DE.HHH..S..G..S..GWW S97 C99 D99 E99 A99 H95 G99 V96 W99 
14 10 4	.BVCDE.BVCDE..AADE...HHHS..G..S..GWW S97 C99 D99 E99 A97 H97 G99 V96 W99 
14 12 2	...C.....CDE..AADEHHHGDESBVG..SBV.WW B96 C99 D98 S97 A99 H96 G98 W99 
14 11 3	.BVC.E.BVCDEAA..DE.HHHD.S..G..S..GWW S97 C99 D98 E99 A99 H95 G99 V96 W99 
14 11 3	.BVCD..BVCDEAA..DE.HHH.ES..G..S..GWW S97 C99 D99 E98 A99 H95 G99 V96 W99 
14 10 4	.BVCDE.BVCDE.AA.DE...HHHS..G..S..GWW S97 C99 D99 E99 A98 H97 G99 V96 W99 
14 12 2	.BVC...BVCDEAA..DE.HHHDES..G..S..GWW S97 C99 D98 E98 A99 H95 G99 V96 W99 
14 12 2	...C.....CDE.AA.DEHHH.DESBVG..SBVGWW B96 C99 D98 S97 A98 H96 G99 W99 
14 10 4	...CD....CD.AA..DE.BHHHESBVG.ES.VGWW B97 C99 D99 S97 E99 A97 H98 G99 W99 
14 11 3	S..C.ES..CDE..AADEHHH.D..BVG...BVGWW B96 C99 D98 S99 E99 A99 H96 G99 W99 
14 10 4	.BVCDE.BVCDE.AA.DES..HHHS..G.....GWW S98 C99 D99 E99 A98 H97 G99 V96 W99 
14 10 4	.BVCDE.BVCDE..AADES..HHHS..G.....GWW S98 C99 D99 E99 A97 H97 G99 V96 W99 
14 11 3	S..CD.S..CDEAA..DEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A97 H96 G98 W99 
14 8 6	SBV.DESBVCDEAA.CDE...HHH...G.....GWW S99 D99 E99 A99 H97 G99 V96 W99 
14 12 2	S..C..S..CDE.AA.DEHHHGDE.BVG...BV.WW B96 C99 D98 S99 A98 H96 G98 W99 
14 11 3	.B.....B.CD.AA.CD.HHHGDES.VG.ES.VWWE S97 C98 E98 A99 H98 G98 W98 
14 12 2	S..C..S..CDEAA..DEHHHGDE.BVG...BV.WW B96 C99 D98 S99 A97 H96 G98 W99 
14 10 4	.BVCDE.BVCDEAA..DES.HHH.S..G.....GWW S98 C99 D99 E99 A99 H96 G99 V96 W99 
14 10 4	.BVCDE.BVCDEAA..DESHHH..S..G.....GWW S98 C99 D99 E99 A99 H95 G99 V96 W99 
14 11 3	S..C..S..C.EAA..DE.HHHDE.BVGD..BVGWW B96 S99 C99 D97 A97 H97 G99 W99 
14 10 4	.BVCDE.BVCDEAA..DEHHH...S..G..S..GWW S97 C99 D99 E99 A99 H94 G99 V96 W99 
14 10 4	.BVCDE.BVCDEAA..DE..HHH.S..G..S..GWW S97 C99 D99 E99 A99 H96 G99 V96 W99 
14 8 6	SB..DESB.CDEAA.CDE..VHHH..VG.....GWW S99 D99 E99 A99 H97 G99 V99 W99 
14 11 3	.B.C...B.C..AA..DEHHHGDES.VGDES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
14 10 4	...CDES..CDESAA.DEHHH....BVG...BVGWW B96 C99 D99 E99 A98 H96 G99 W99 
14 10 4	...CD.S..CD.SAA.DEHHH..E.BVG.E.BVGWW B96 C99 D99 E99 A98 H96 G99 W99 
14 10 4	....D.S..CDESAACDEHHH..E.BVG...BVGWW C98 D99 A98 H96 B96 G99 W99 
14 10 4	S..CD.S..CD...AADE.HHH.E.BVG.E.BVGWW B96 S99 C99 D99 E99 A99 H97 G99 W99 
14 10 4	S..CDES..CDE.AA.DE.BHHH..BVG....VGWW B97 S99 C99 D99 E99 A98 H98 G99 W99 
14 10 4	SBVCDESBVCDEAA..DEHHH......G.....GWW S99 C99 D99 E99 A99 H94 G99 V96 W99 
14 10 4	...CDES..CDES.AADEHHHG...BVG...BV.WW B96 C99 D99 E99 A99 H96 G98 W99 
14 10 4	...CD.S..CD.S.AADEHHHG.E.BVG.E.BV.WW B96 C99 D99 E99 A99 H96 G98 W99 
14 11 3	S..CD.S..CDE.AA.DEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A98 H96 G98 W99 
14 10 4	...CD....CD..AA.DES.HHHESBVG.E.BVGWW B96 C99 D99 E99 A98 S98 H98 G99 W99 
14 12 2	...C...B.C...BAAD.HHHGDES.VGDES.VWWE B99 C99 D99 A99 H98 G98 E98 S97 W98 
14 10 4	S..CDES..CDE..AADE.HHH...BVG...BVGWW B96 S99 C99 D99 E99 A99 H97 G99 W99 
14 10 4	...CD.S..CD.SAA.DE.HHH.E.BVG.E.BVGWW B96 C99 D99 E99 A98 H97 G99 W99 
14 12 2	...CD..B.CD..BAAD.HHHG.ES.VG.ES.VWWE B99 C99 D99 A99 H98 G98 E98 S97 W98 
14 10 4	S..CD.S..CD.AA..DE.BHHHE.BVG.E..VGWW B97 S99 C99 D99 E99 A97 H98 G99 W99 
14 10 4	...CDES..CDESAA.DE.HHH...BVG...BVGWW B96 C99 D99 E99 A98 H97 G99 W99 
14 10 4	S..CDES..CDE..AADEHHH....BVG...BVGWW B96 S99 C99 D99 E99 A99 H96 G99 W99 
14 10 4	S..CD.S..CD...AADEHHH..E.BVG.E.BVGWW B96 S99 C99 D99 E99 A99 H96 G99 W99 
14 9 5	SB.CDESBVCDEAAV.DE...HHH...G.....GWW S99 C99 D99 E99 A99 H97 G99 V97 W99 
14 9 5	SB.CDESB.CDEAAV.DE..VHHH...G.....GWW S99 C99 D99 E99 A99 H97 G99 V98 W99 
14 10 4	S..CD.S..CD..AA.DE.BHHHE.BVG.E..VGWW B97 S99 C99 D99 E99 A98 H98 G99 W99 
14 10 4	...C.ES..C.ES.AADEHHH.D..BVGD..BVGWW B96 C99 D97 E99 A99 H96 G99 W99 
14 10 4	...CD....CD..AA.DESBHHHESBVG.E..VGWW B97 C99 D99 E99 A98 S98 H98 G99 W99 
14 11 3	...C.ES..CDESAA.DE.HHHD..BVG...BVGWW B96 C99 D98 E99 A98 H97 G99 W99 
14 11 3	...C..S..CD.SAA.DE.HHHDE.BVG.E.BVGWW B96 C99 D98 E99 A98 H97 G99 W99 
14 9 5	.B.....B...EAA.CDEHHHCDES.VGD.S.VGWW S97 C97 D99 A99 H98 G99 W99 
14 10 4	...CDE...CDE.AA.DESBHHH.SBVG....VGWW B97 C99 D99 E99 A98 S98 H98 G99 W99 
14 11 3	...C.E...CDES.AADESHHHD..BVG...BVGWW B96 C99 D98 S99 E99 A99 H97 G99 W99 
14 10 4	...CDE...CDE.AA.DES.HHH.SBVG...BVGWW B96 C99 D99 E99 A98 S98 H98 G99 W99 
14 9 5	....D.S..CDESAACDE..HHHE.BVG...BVGWW C98 D99 A98 H98 B96 G99 W99 
14 10 4	...CDE...CDE..AADE.HHH..SBVG..SBVGWW B96 C99 D99 S97 E99 A99 H97 G99 W99 
14 10 4	...CDE...CDEAA..DE.BHHH.SBVG..S.VGWW B97 C99 D99 S97 E99 A97 H98 G99 W99 
14 9 5	....D.S..CDESAACDE.BHHHE.BVG....VGWW C98 D99 A98 B97 H98 G99 W99 
14 10 4	...CD....CD.SAA.DES.HHHE.BVG.E.BVGWW B96 C99 D99 S99 E99 A98 H98 G99 W99 
14 10 4	...CDE...CDESAA.DES.HHH..BVG...BVGWW B96 C99 D99 S99 E99 A98 H98 G99 W99 
14 10 4	...CDE...CDE.AA.DE.BHHH.SBVG..S.VGWW B97 C99 D99 S97 E99 A98 H98 G99 W99 
14 10 4	...CDE...CDEAA..DE..HHH.SBVG..SBVGWW B96 C99 D99 S97 E99 A97 H98 G99 W99 
14 9 5	.B.C...B.C.EAA.GDEHHHGDES.V.D.S.V.WW S97 C99 D99 A99 H98 G97 W99 
14 10 4	...CD....CD...AADEHHH..ESBVG.ESBVGWW B96 C99 D99 S97 E99 A99 H96 G99 W99 
14 10 4	...CDE...CDE..AADEHHH...SBVG..SBVGWW B96 C99 D99 S97 E99 A99 H96 G99 W99 
14 10 4	...CD....CD.SAA.DESBHHHE.BVG.E..VGWW B97 C99 D99 S99 E99 A98 H98 G99 W99 
14 11 3	...CD....CDE..AADEHHHG.ESBVG..SBVWW. B96 C99 D99 S97 A99 H96 G98 W98 
14 10 4	...CDE...CDESAA.DESBHHH..BVG....VGWW B97 C99 D99 S99 E99 A98 H98 G99 W99 
14 10 4	.B.C...B.CDEAA.GDEHHHGDES.V...S.VWW. S97 C99 A99 H98 G97 W98 
14 10 4	...CDE...CDES.AADESHHH...BVG...BVGWW B96 C99 D99 S99 E99 A99 H97 G99 W99 
14 10 4	S..CDES..CDE.AA.DE..HHH..BVG...BVGWW B96 S99 C99 D99 E99 A98 H98 G99 W99 
14 10 4	...C.ES..C.ES.AADE.HHHD..BVGD..BVGWW B96 C99 D97 E99 A99 H97 G99 W99 
14 10 4	S..CDES..CDEAA..DE..HHH..BVG...BVGWW B96 S99 C99 D99 E99 A97 H98 G99 W99 
14 10 4	.B.CD..B.CD...AADEHHHG.ES.VG.ES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	S..CD.S..CD..AA.DE..HHHE.BVG.E.BVGWW B96 S99 C99 D99 E99 A98 H98 G99 W99 
14 10 4	.B.CDE.B.CDE..AADEHHHG..S.VG..S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	S..CD.S..CD.AA..DE..HHHE.BVG.E.BVGWW B96 S99 C99 D99 E99 A97 H98 G99 W99 
14 10 4	.B.C...B.CD..AAGDEHHHGDES.V..ES.VWW. S97 C99 E99 H98 G97 W98 
14 10 4	.B.C...B.C....AADEHHHGDES.VGDES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 10 4	...CD....CD..AA.DE..HHHESBVG.ESBVGWW B96 C99 D99 S97 E99 A98 H98 G99 W99 
14 11 3	......S..CDESAACDEHHH.DE.BVG...BVGWW C98 D98 A98 H96 B96 G99 W99 
14 11 3	.BVCD..BVCDEAA..DES.HHHES..G.....GWW S98 C99 D99 E98 A99 H96 G99 V96 W99 
14 10 4	.B.C.E.B.C.E..AADEHHHGD.S.VGD.S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
14 11 3	.B.C...B.CD.AA.GD.HHHGDES.V..ES.VWWE S97 C99 E98 A99 H98 G97 W98 
14 10 4	...C..S..C..S.AADE.HHHDE.BVGDE.BVGWW B96 C99 D97 E99 A99 H97 G99 W99 
14 11 3	...C..S..CD.SAA.DEHHH.DE.BVG.E.BVGWW B96 C99 D98 E99 A98 H96 G99 W99 
14 11 3	...C.ES..CDESAA.DEHHH.D..BVG...BVGWW B96 C99 D98 E99 A98 H96 G99 W99 
14 9 5	.B.CD..B.CDEAA.GDEHHHG.ES.V...S.V.WW S97 C99 D99 A99 H98 G97 W99 
14 10 4	...CD....CD..AA.DE.BHHHESBVG.ES.VGWW B97 C99 D99 S97 E99 A98 H98 G99 W99 
14 10 4	...CDE...CDE.AA.DE..HHH.SBVG..SBVGWW B96 C99 D99 S97 E99 A98 H98 G99 W99 
14 10 4	...CD....CD.S.AADESHHH.E.BVG.E.BVGWW B96 C99 D99 S99 E99 A99 H97 G99 W99 
14 10 4	...CD....CD.AA..DE..HHHESBVG.ESBVGWW B96 C99 D99 S97 E99 A97 H98 G99 W99 
14 11 3	...C..S..C.ES.AADEHHHGDE.BVGD..BVWW. B96 C99 D97 A99 H96 G98 W98 
14 10 4	...CD....CD...AADE.HHH.ESBVG.ESBVGWW B96 C99 D99 S97 E99 A99 H97 G99 W99 
14 9 5	.B.C.E.B.CDEAA.GDEHHHGD.S.V...S.V.WW S97 C99 E99 A99 H98 G97 W99 
14 9 5	.B...E.B..DEAA.CDEHHHCD.S.VG..S.VGWW S97 C97 E99 A99 H98 G99 W99 
14 12 2	...CD....CD...AAD.HHHG.ESBVG.ESBVWWE B96 C99 D99 S97 E98 A99 H96 G98 W98 
14 13 1	...C..S..CD.SAA.D.HHHGDE.BVG.E.BVWWE B96 C99 D98 E98 A98 H96 G98 W98 
14 9 5	.B..D..B..DEAA.CDEHHHC.ES.VG..S.VGWW S97 C97 D99 A99 H98 G99 W99 
14 13 1	S..C..S..CD...AAD.HHHGDE.BVG.E.BVWWE B96 C99 D98 S99 E98 A99 H96 G98 W98 
14 11 3	...CD.S..CD.S.AADEHHHG.E.BVG.E.BVWW. B96 C99 D99 E99 A99 H96 G98 W98 
14 9 5	SBV.DESBVCDEAA.CDEHHH......G.....GWW S99 D99 E99 A99 H94 G99 V96 W99 
14 13 1	...C.....CD...AAD.HHHGDESBVG.ESBVWWE B96 C99 D98 S97 E98 A99 H96 G98 W98 
14 12 2	S..CD.S..CD...AAD.HHHG.E.BVG.E.BVWWE B96 C99 D99 S99 E98 A99 H96 G98 W98 
14 10 4	...CDE...CDEAA..DE...HHHSBVG..SBVGWW B96 C99 D99 E99 A97 H97 S97 G99 W99 
14 11 3	...C..S..CD.S.AADEHHHGDE.BVG.E.BV.WW B96 C99 D98 E99 A99 H96 G98 W99 
14 12 2	...C..S..C..S.AAD.HHHGDE.BVGDE.BVWWE B96 C99 D97 E98 A99 H96 G98 W98 
